A,B 
"(-43, 70, -5, 120)","[197.8330504924524, 0, 168]"
"(-10, 70, 0, 130)","[162.80766689432386, 0, 330]"
"(-43, 30, 9, 80)","[-848.9400000000435, -70.63916314087152, 3]"
"(-47, 20, 10, 70)","[-717.8213337141069, 0, 1]"
"(-41, 70, -2, 120)","[93.5373313824927, 0, 2]"
"(-45, 70, -1, 120)","[92.64490344725303, 0, 2]"
"(-49, 70, 0, 120)","[90.42593173536322, 0, 2]"
"(-10, 70, 0, 160)","[-187.0882436839662, -566.323255663896, 255]"
"(-10, 70, 1, 160)","[-335.070515909327, -984.3319094732525, 201]"
"(-10, 70, 2, 160)","[-276.1221763531729, -859.3052332233341, 54]"
"(-20, 70, 3, 150)","[-379.01469936491685, -814.5600000000727, 95]"
"(-20, 60, 4, 150)","[-367.5869090956497, -1271.7066401368656, 241]"
"(-30, 50, 6, 140)","[-322.797604948322, -1142.6659715706135, 132]"
"(-30, 40, 7, 130)","[-924.9001529195625, -933.324277125833, 54]"
"(-40, 40, 8, 120)","[-1548.4240978339835, -1182.424286435814, 74]"
"(-41, 40, -9, 120)","[60.980131737941285, 0, 1]"
"(-45, 40, -8, 130)","[65.0878392513721, 0, 1]"
"(-49, 50, -7, 140)","[70.1813151742808, 0, 1]"
"(90, 140, -6, 0)","[52.66684928691427, -1345.5944905936435, 112]"
"(-47, 90, -1, 110)","[197.57810490394968, 0, 316]"
"(-47, 50, 6, -10)","[-26.17526459943646, 192.56925171558873, 617]"
"(-47, 70, -3, 110)","[197.50099566098726, 0, 714]"
"(-40, 20, 8, -60)","[-848.8800000000435, 199.72196650100608, 37]"
"(-45, 70, 6, 30)","[199.65568351502014, 0, 11]"
"(-47, 80, -3, 0)","[199.0939791350619, 0, 458]"
"(-47, 60, -5, -50)","[199.62174267409634, 0, 344]"
"(-43, 30, 9, -70)","[-848.8200000000436, 199.3169893717732, 108]"
"(-47, 20, 10, -80)","[-797.158449896453, 165.33564796469392, 2]"
"(-20, 20, 6, -90)","[-706.8720880554295, 0, 1]"
"(100, 40, 0, 0)","[199.4617617665753, 0, 1390]"
"(-43, 50, 6, 10)","[199.5715833153646, 0, 542]"
"(-10, 50, -9, 50)","[199.84725861224183, 0, 279]"
"(-10, 60, -8, 60)","[199.84595625776768, 0, 357]"
"(-20, 70, -7, 60)","[199.82711040264775, 0, 100]"
"(-20, 80, -5, 80)","[199.82505503288382, 0, 533]"
"(-30, 80, -4, 80)","[199.8166201762883, 0, 279]"
"(-30, 90, -3, 80)","[199.81565299501727, 0, 108]"
"(-40, 90, -2, 80)","[199.76130893582564, 0, 100]"
"(-40, 90, -1, 90)","[199.78059512351004, 0, 241]"
"(-40, 90, 0, 90)","[199.75700143487978, 0, 533]"
"(-43, 90, 1, 80)","[199.67241283381745, 0, 98]"
"(-47, 90, 2, 80)","[199.61234453353518, 0, 43]"
"(-43, 70, 0, 110)","[198.62094766165495, 0, 808]"
"(-47, 70, 1, 110)","[198.19406842854278, 0, 952]"
"(-47, 40, 8, 140)","[199.24222188705068, 0, 2849]"
"(-43, 30, 8, -70)","[199.41817029153492, 0, 27]"
"(-10, 40, 7, 60)","[159.69485318670846, 0, 3]"
"(-10, 30, 8, 50)","[-848.7300000000436, 162.52444109177085, 2]"
"(-20, 30, 9, 40)","[-848.7300000000436, 165.72443298105384, 2]"
"(100, 0, -4, 0)","[199.45416725632586, 0, 636]"
"(-10, 30, 3, -20)","[199.68691120963143, 0, 300]"
"(-47, 70, 1, 100)","[197.44100114762014, 0, 1160]"
"(100, 100, -2, 0)","[198.7121209918764, 0, 555]"
"(20, 80, -7, 0)","[-1488.4566834490338, -1658.150463419803, 7]"
"(-20, 40, -8, 100)","[198.76212501133335, 0, 282]"
"(-43, 70, 0, 130)","[197.8545083885898, 0, 488]"
"(-43, 60, -7, -20)","[199.57427538330225, 0, 359]"
"(-47, 60, -6, -10)","[199.77415127047954, 0, 330]"
"(100, -10, -5, 0)","[199.35060386954467, 0, 392]"
"(-43, 50, -8, -40)","[199.43170285680114, 0, 1043]"
"(-47, 50, -7, -30)","[199.41556645039674, 0, 436]"
"(-47, 60, -7, -40)","[199.3691239197887, 0, 658]"
"(-10, 80, 1, 0)","[199.78495923564918, 0, 303]"
"(-20, 70, 4, -10)","[199.80783373739706, 0, 385]"
"(-30, 60, 6, -20)","[199.67516059065628, 0, 303]"
"(-43, 60, -8, -20)","[199.74894364206995, 0, 332]"
"(-10, 20, 6, 60)","[-848.6700000000436, 0, 1]"
"(-20, 20, 7, 50)","[169.31236186174894, 0, 1]"
"(-47, 30, 9, -90)","[-4.337455262687854, 199.318789124281, 183]"
"(-10, 80, 0, 180)","[-221.25381317957476, -799.7100000000853, 69]"
"(-10, 70, 1, 180)","[-447.427039964744, -1485.0552839006602, 280]"
"(-20, 70, 3, 180)","[-684.1052261304824, -1702.8140450992425, 94]"
"(-20, 70, 4, 180)","[-780.8212505858401, -1340.7166194213842, 32]"
"(-30, 60, 5, 170)","[-834.5155917794672, -1487.2298052190392, 60]"
"(-30, 50, 6, 160)","[-1278.7523045648459, -1530.5644178876344, 134]"
"(-40, 40, 8, 150)","[-1200.2223669728526, -1566.5574108422418, 36]"
"(-40, 30, 9, 140)","[-1721.0361517907404, -1545.1832706937316, 20]"
"(-43, 20, 10, 130)","[-811.9995933149892, -1375.787385230884, 6]"
"(-47, 10, 10, 120)","[199.97962930836414, 0, 6]"
"(-30, 60, 1, 70)","[196.48050397613451, 0, 3]"
"(-41, 40, 6, 50)","[197.39408363513968, 0, 3]"
"(-10, 60, -8, 0)","[199.6992107806567, 0, 276]"
"(-10, 70, -7, 0)","[199.33230678633996, 0, 229]"
"(-20, 80, -5, 20)","[199.67410321686836, 0, 403]"
"(-30, 90, -3, 20)","[199.64139578906224, 0, 77]"
"(-30, 90, -2, 20)","[198.79592331187771, 0, 229]"
"(-40, 90, -1, 30)","[199.56860989006566, 0, 180]"
"(-40, 90, 0, 30)","[199.50864565816102, 0, 403]"
"(-40, 90, 1, 20)","[198.8212992437896, 0, 1119]"
"(-43, 90, 2, 20)","[199.65808778638402, 0, 38]"
"(-47, 80, 3, 20)","[199.37046971824745, 0, 169]"
"(-43, 50, -8, 30)","[196.56458255625324, 0, 217]"
"(-47, 70, -5, 100)","[198.70767483874388, 0, 264]"
"(-47, 80, 1, -40)","[199.46835964626877, 0, 451]"
"(100, -40, 2, 0)","[199.43967226668218, 0, 376]"
"(-20, 30, -9, 110)","[198.4813699406383, 0, 26]"
"(-40, 60, -4, 140)","[198.1554551222656, 0, 26]"
"(-43, 70, -3, 140)","[197.90756880379698, 0, 263]"
"(-43, 70, 4, -50)","[199.2422018148439, 0, 149]"
"(-47, 60, 5, -50)","[199.33425723330419, 0, 124]"
"(-43, 70, -2, 10)","[199.33255415268158, 0, 96]"
"(-43, 60, -7, 120)","[195.58463660027599, 0, 312]"
"(-47, 60, -6, 120)","[196.75251150293656, -372.2246262944083, 407]"
"(-40, 30, 9, -70)","[-848.5200000000438, 199.52299614999268, 131]"
"(-43, 20, 10, -80)","[-848.5200000000438, 0, 1]"
"(-47, 10, 10, -90)","[169.0271714116134, 0, 1]"
"(80, 10, -9, 0)","[199.6506862896928, 0, 359]"
"(60, 40, -4, 0)","[199.58272316242457, 0, 359]"
"(30, 40, 3, 0)","[199.53220912620728, 0, 359]"
"(100, -30, 0, 0)","[198.90403782684234, 0, 281]"
"(-43, 60, 4, 170)","[198.76552802058225, 0, 136]"
"(-47, 40, -8, -10)","[199.62282324437507, 0, 212]"
"(-43, 70, 0, 100)","[197.82857694373646, 0, 936]"
"(-45, 70, 3, -40)","[160.04666671431914, 0, 2]"
"(-20, 60, -4, 110)","[199.80081271682343, 0, 32]"
"(-47, 80, 1, 160)","[198.31894602673376, 0, 216]"
"(-43, 50, -8, 50)","[197.88253631954478, 0, 992]"
"(-49, 70, 1, 80)","[191.16330349460233, 0, 2]"
"(-10, 70, 2, 70)","[198.61065890923612, 0, 86]"
"(-49, 30, 8, 150)","[152.73600517825554, 0, 1]"
"(-41, 70, -4, 70)","[192.254504209298, 0, 7]"
"(-45, 80, -3, 80)","[191.2378300494419, 0, 4]"
"(-49, 80, -2, 80)","[197.88412673309784, 0, 5]"
"(-10, 80, 0, -30)","[199.61017330662037, 0, 567]"
"(-10, 80, 1, -30)","[199.620211750623, 0, 265]"
"(-20, 70, 4, -40)","[199.6005108701853, 0, 319]"
"(-30, 60, 6, -50)","[199.66820971091246, 0, 265]"
"(-43, 40, -9, -70)","[199.2803452502351, 0, 586]"
"(-47, 50, -8, -60)","[199.2169256316942, 0, 422]"
"(100, 110, 10, 0)","[199.4898895380343, 0, 982]"
"(-43, 90, -2, 30)","[199.5548388724214, 0, 586]"
"(-47, 90, -1, 30)","[199.56572485226417, 0, 596]"
"(-47, 80, 2, -40)","[199.33476554407065, 0, 162]"
"(-40, 90, -3, 30)","[199.58855092541842, 0, 399]"
"(-47, 70, -2, 140)","[197.7086890429333, 0, 217]"
"(-10, 50, 3, 150)","[108.04752933650062, -570.9337401097993, 51]"
"(-10, 50, 4, 140)","[176.54774275644755, 0, 31]"
"(-20, 40, 5, 140)","[119.70378194601864, -44.0336031077798, 39]"
"(-20, 40, 6, 130)","[111.25812886358531, 0, 32]"
"(-20, 30, 7, 120)","[-848.3400000000439, 179.59399447267472, 26]"
"(-30, 20, 8, 120)","[-848.3400000000439, 78.70189646393595, 2]"
"(-30, 10, 9, 110)","[168.8813926472889, 0, 1]"
"(-41, 50, 7, -70)","[63.53804640146556, 0, 1]"
"(-45, 40, 8, -80)","[184.08369168833175, 0, 4]"
"(-49, 30, 9, -90)","[-59.255310735284645, 197.08130140554456, 5]"
"(-47, 70, 5, 30)","[199.52970371372356, 0, 3085]"
"(-43, 80, -1, 120)","[198.23920462355093, 0, 916]"
"(-47, 80, 0, 120)","[198.3288312003868, 0, 916]"
"(-40, 70, -7, -10)","[199.66604791081852, 0, 572]"
"(-47, 80, -5, 0)","[199.35510418554477, 0, 325]"
"(-30, 40, -8, -50)","[199.46964326189112, 0, 770]"
"(-40, 50, -6, -40)","[199.54393355188563, 0, 134]"
"(-47, 60, -8, 40)","[194.34041268922857, 0, 358]"
"(-47, 40, -9, -60)","[199.77326318699474, 0, 60]"
"(-43, 60, -7, 90)","[198.9485072784811, 0, 172]"
"(-20, 90, 0, 80)","[199.66571839013815, 0, 4734]"
"(-45, 60, 7, 50)","[199.79692529602787, 0, 21]"
"(-40, 70, -7, 20)","[199.7082072142873, 0, 300]"
"(-47, 90, -3, 30)","[199.6085433997004, 0, 280]"
"(-43, 30, 9, -80)","[-848.280000000044, 199.34091886333388, 326]"
"(-47, 20, 10, -90)","[-703.4698831104193, 0, 1]"
"(-47, 100, -9, 120)","[-848.250000000044, 0, 1]"
"(100, 130, -8, 0)","[-373.22391427258697, -527.1515659220108, 9]"
"(-10, 80, 1, 60)","[198.44133829920767, 0, 339]"
"(-30, 60, 6, 40)","[197.7234396104044, 0, 339]"
"(-47, 70, -7, 50)","[195.42821374745782, 0, 196]"
"(-20, 80, 3, 60)","[94.05124961009179, 0, 2]"
"(-30, 60, 7, 40)","[90.34503703669732, 0, 1]"
"(-40, 50, 8, 30)","[169.77463087718115, 0, 2]"
"(-10, 80, 3, 170)","[62.530146811972976, 0, 2]"
"(-10, 70, 4, 170)","[33.93683489780009, 0, 1]"
"(-20, 70, 5, 160)","[69.36355669398311, 0, 2]"
"(-20, 60, 7, 150)","[67.4883719065715, 0, 2]"
"(-30, 50, 8, 140)","[71.77648668329593, 0, 2]"
"(-30, 40, 9, 130)","[78.65456060837508, 0, 2]"
"(-40, 30, 10, 120)","[-848.220000000044, 89.20435486314632, 2]"
"(-40, 20, 10, 110)","[-848.220000000044, 166.87981976350142, 2]"
"(-40, 10, 10, 100)","[198.82704201450463, 0, 3]"
"(-10, 60, -2, 50)","[199.72883106473444, 0, 182]"
"(-30, 60, 1, 50)","[189.86814285765837, 0, 2]"
"(-41, 40, 6, 30)","[193.1742765420166, 0, 2]"
"(100, 180, 3, 0)","[187.38355217718237, 0, 128]"
"(-43, 30, 8, -40)","[198.9848523025209, 0, 44]"
"(-20, 90, 1, 100)","[199.75888940572713, 0, 2387]"
"(-40, 70, 6, 80)","[199.7001257001844, 0, 2387]"
"(-43, 60, 7, 70)","[199.5971944707923, 0, 2167]"
"(-47, 50, 8, 60)","[199.73944904717888, 0, 2724]"
"(-43, 80, 3, 110)","[199.53306020931115, 0, 652]"
"(-43, 70, 6, 120)","[199.72043975753346, 0, 1371]"
"(-47, 60, 7, 110)","[199.66668844840885, 0, 2374]"
"(-47, 70, -5, -10)","[199.44056251649346, 0, 438]"
"(-40, 20, 7, -90)","[-848.190000000044, 0, 1]"
"(-40, 20, 8, -100)","[-822.407896429847, 199.2538063561471, 47]"
"(-30, 30, -9, 50)","[104.67454580321586, 0, 1]"
"(-41, 60, -4, 80)","[94.43325512349594, 0, 1]"
"(-41, 60, -6, 150)","[108.25889418126064, 0, 5]"
"(-45, 70, -5, 160)","[25.39457502189084, 0, 3]"
"(-49, 70, -4, 160)","[180.0209425208989, 0, 3]"
"(90, 170, -3, 0)","[-102.14764068254414, -1153.9761312676526, 197]"
"(-47, 60, 4, -20)","[199.52637818338013, 0, 76]"
"(-41, 80, 2, 120)","[189.2077149021902, 0, 3]"
"(-47, 60, -7, -60)","[199.3179654029247, 0, 246]"
"(-20, 60, -8, 60)","[97.90116663963379, 0, 1]"
"(-30, 80, -5, 80)","[113.36533241854843, 0, 1]"
"(-43, 90, 0, 90)","[131.77953042259927, 0, 1]"
"(-47, 90, 1, 80)","[153.0279685557048, 0, 1]"
"(-43, 70, -2, 150)","[198.11989370798443, 0, 16]"
"(-47, 80, -1, 160)","[193.03631587414105, 0, 90]"
"(40, 30, 5, 0)","[-617.6884608383615, 0, 1]"
"(30, 20, 7, 0)","[-848.1300000000441, 190.84256439784485, 126]"
"(30, 10, 8, 0)","[169.27107435090036, 0, 1]"
"(-40, 30, 7, -90)","[-848.1000000000441, 199.58702474425866, 583]"
"(-40, 50, -9, -70)","[199.49798326457523, 0, 1120]"
"(-43, 60, -8, -60)","[199.4198918974767, 0, 372]"
"(-47, 60, -7, -50)","[199.61663792748732, 0, 256]"
"(10, 90, -8, 0)","[-848.0400000000442, -844.1100000000475, 2]"
"(10, 100, -7, 0)","[169.33477306076276, 0, 1]"
"(-43, 80, 0, -40)","[199.4906652777999, 0, 469]"
"(90, 110, -6, 0)","[199.25890065311557, -1306.839953692338, 218]"
"(-45, 80, -3, -30)","[187.26985499432269, 0, 2]"
"(-20, 60, 2, -60)","[199.7196843493304, 0, 803]"
"(-43, 60, -7, -60)","[199.56988057838933, 0, 538]"
"(-47, 60, -6, -60)","[199.44536375153172, 0, 585]"
"(100, -50, -5, 0)","[199.4704579323983, 0, 525]"
"(20, -20, -3, 0)","[199.67572164222958, 0, 4]"
"(-20, 40, 6, 110)","[186.03260466875858, 0, 107]"
"(100, 140, -3, 0)","[197.7119520845446, 0, 75]"
"(-43, 50, 7, -20)","[198.151943789419, 0, 1008]"
"(-47, 40, 8, -30)","[197.74919337866936, 0, 964]"
"(70, 120, -3, 0)","[199.6085031337234, -1628.7768368721431, 73]"
"(50, 120, 1, 0)","[-6.255540026178515, -1916.2906382362746, 20]"
"(50, 120, 2, 0)","[199.59294060113598, -1915.7474626341937, 72]"
"(30, 100, 6, 0)","[199.63462865389914, 0, 19]"
"(100, 0, -7, 0)","[199.56362200322747, 0, 543]"
"(-43, 30, 8, 0)","[199.7510965760537, 0, 48]"
"(-47, 30, 9, -10)","[199.79397925389924, 0, 443]"
"(-10, 60, 2, -50)","[199.6967520245807, 0, 589]"
"(-40, 60, 6, 180)","[198.28161175573513, -1143.3589990607181, 2429]"
"(-43, 50, 7, 180)","[198.39286728133987, 0, 974]"
"(-47, 40, 8, 170)","[198.6622857066588, 0, 997]"
"(100, 10, -6, 0)","[199.63357133218287, 0, 643]"
"(-47, 70, -5, -50)","[199.37875162806134, 0, 722]"
"(-47, 60, -7, 80)","[198.12230824904583, 0, 292]"
"(-43, 80, -9, 100)","[8.479500000000442, 0, 1]"
"(-43, 70, 6, 50)","[199.66711769276895, 0, 1549]"
"(-47, 60, 7, 40)","[199.67011871746973, 0, 2469]"
"(-20, 80, 2, 100)","[199.71792410899482, 0, 1482]"
"(-10, 80, -1, 160)","[135.32796110954655, -1439.0737687423984, 1346]"
"(-30, 70, 4, 150)","[173.84796118256781, -1076.7932818817176, 1341]"
"(-40, 90, -9, 120)","[-847.8900000000443, 0, 1]"
"(-43, 100, -8, 130)","[169.19882270552637, 0, 1]"
"(-41, 80, -2, 30)","[198.97634428808948, 0, 5]"
"(-45, 80, -1, 30)","[199.42046407094608, 0, 5]"
"(-49, 80, 0, 30)","[199.60638732793456, 0, 5]"
"(-43, 70, 0, 40)","[199.43168079517025, 0, 1122]"
"(-47, 70, 1, 40)","[199.42722944106345, 0, 1446]"
"(-43, 70, -4, 110)","[198.01971872584525, 0, 854]"
"(-47, 60, -7, 0)","[199.64558072177715, 0, 205]"
"(-43, 50, -7, 140)","[108.8864536817436, 0, 2]"
"(-43, 60, 6, 180)","[197.46063749436587, 0, 1065]"
"(-43, 60, 4, 110)","[199.75869668969673, 0, 282]"
"(-47, 80, -1, 110)","[198.31234217785243, 0, 834]"
"(-43, 70, -5, -40)","[199.3390343781147, 0, 1103]"
"(-43, 30, 9, 30)","[-794.1192503752654, 198.16480133570712, 57]"
"(-47, 20, 10, 20)","[-637.5039618295125, 0, 7]"
"(-43, 40, 7, 160)","[198.36621848795588, 0, 993]"
"(-10, 60, -8, 10)","[199.72663768819712, 0, 271]"
"(-20, 70, -7, 20)","[199.7653868146598, 0, 81]"
"(-30, 90, -3, 40)","[199.63447409312684, 0, 76]"
"(-40, 90, -2, 40)","[199.7090973637518, 0, 81]"
"(-43, 90, 1, 40)","[199.71125818177117, 0, 81]"
"(-47, 90, 2, 40)","[199.46824975579284, 0, 29]"
"(-43, 60, -9, 20)","[196.26794998644652, 0, 990]"
"(-47, 70, -8, 30)","[195.8271763185964, 0, 743]"
"(80, 40, -6, 0)","[195.2013921491595, 0, 793]"
"(70, 50, -3, 0)","[192.96246971856934, 0, 551]"
"(50, 50, 2, 0)","[187.05992491268893, -892.340768995029, 550]"
"(-10, 60, 3, 130)","[159.55778028819753, 0, 65]"
"(-20, 50, 5, 120)","[155.18399891586446, 0, 123]"
"(-20, 40, 7, 110)","[179.13893347360303, 0, 14]"
"(-30, 30, 8, 100)","[-847.8300000000444, 192.70106576106127, 59]"
"(-30, 20, 9, 90)","[-847.8300000000444, 0, 1]"
"(-40, 10, 10, 80)","[169.36627467910907, 0, 1]"
"(-47, 50, -7, 80)","[197.8567095124196, 0, 577]"
"(-47, 40, -9, 30)","[197.62050797744016, 0, 614]"
"(90, 40, -8, 0)","[197.56784394072133, 0, 170]"
"(-10, 60, 2, 180)","[-682.0372894415863, -1135.7976631267509, 51]"
"(-30, 30, 7, 170)","[-1383.6566096493848, -89.29785594410963, 3]"
"(-40, 30, -9, 170)","[-99.799527559379, -775.8000000001057, 7]"
"(-41, 40, -8, 170)","[16.972005362753645, 0, 1]"
"(-45, 50, -7, 180)","[10.54693379814753, 0, 1]"
"(-49, 50, -6, 180)","[2.5692591624552805, 0, 1]"
"(60, 240, -2, 0)","[-1165.8662114098931, -1295.833002337468, 52]"
"(60, 240, -1, 0)","[-1205.9519524203195, -1505.1720042017223, 51]"
"(50, 240, 0, 0)","[-1449.4868342867283, -1917.7126460001894, 31]"
"(50, 240, 1, 0)","[-1388.7056928820361, -1737.7897575879088, 37]"
"(-49, 60, 6, 170)","[198.86765920300058, 0, 7]"
"(-43, 70, -4, 130)","[197.77856962314542, 0, 353]"
"(-47, 70, -3, 130)","[197.69825433514617, 0, 368]"
"(-47, 40, -9, -70)","[199.31375450808468, 0, 377]"
"(-43, 50, 6, -70)","[199.3701408029105, 0, 56]"
"(-41, 50, 6, 180)","[197.425833057343, 0, 16]"
"(-45, 50, 7, 170)","[198.25344290416643, 0, 5]"
"(-49, 40, 8, 160)","[199.00109410057172, 0, 12]"
"(-30, 50, -9, -20)","[199.62983325810987, 0, 483]"
"(-47, 80, -4, 10)","[199.40573250612414, 0, 472]"
"(-10, 50, -8, -70)","[199.6620650172198, 0, 214]"
"(-20, 60, -6, -60)","[199.57318831730606, 0, 620]"
"(-43, 70, 2, -50)","[199.20257548961249, 0, 6]"
"(-47, 70, 3, -50)","[199.15047661269367, 0, 87]"
"(70, -80, 8, 0)","[8.477100000000444, 0, 1]"
"(70, -90, 9, 0)","[-42.538591229866874, 0, 1]"
"(-41, 80, -1, 70)","[196.40936196313257, 0, 9]"
"(-45, 80, 0, 70)","[195.67550434563725, 0, 9]"
"(-49, 80, 1, 70)","[199.83767408245555, 0, 7]"
"(100, 80, -9, 0)","[-435.3596770464993, 183.31321582249993, 20]"
"(90, 90, -7, 0)","[199.50034750402327, -723.9163582161204, 384]"
"(-41, 80, 0, 70)","[194.73095862738438, 0, 8]"
"(-45, 80, 1, 70)","[193.01186037329364, 0, 10]"
"(-49, 70, 2, 70)","[197.9470364600225, 0, 3]"
"(-43, 50, -7, 40)","[198.17981070855947, 0, 616]"
"(-10, 80, 0, 10)","[199.75679532347297, 0, 643]"
"(-10, 80, 1, 10)","[199.7740420895943, 0, 295]"
"(-20, 70, 4, 0)","[199.73370559600315, 0, 389]"
"(-30, 60, 6, -10)","[199.68080585919722, 0, 295]"
"(-47, 40, -8, -50)","[199.59180711073162, 0, 14]"
"(-10, 80, -2, -50)","[199.07905476814773, 0, 147]"
"(-20, 80, 0, -50)","[198.71707143563012, 0, 209]"
"(-43, 50, 7, -50)","[198.4293749562293, 0, 360]"
"(-47, 40, 8, -60)","[199.16171702857724, 0, 353]"
"(100, -70, 9, 0)","[-46.34673528182846, 199.28633541412086, 300]"
"(-20, 50, 5, 10)","[199.7586749344384, 0, 248]"
"(-41, 70, -4, 30)","[191.543699148706, 0, 7]"
"(-45, 70, -3, 30)","[189.51597840063872, 0, 2]"
"(-30, 80, -9, 110)","[8.475300000000447, 0, 1]"
"(-40, 90, -8, 120)","[-847.5300000000447, 0, 1]"
"(-40, 90, -7, 130)","[-847.5300000000447, 0, 1]"
"(-40, 100, -6, 130)","[169.13158539801094, 0, 1]"
"(-10, 40, 9, 130)","[-847.5000000000447, 0, 1]"
"(-10, 30, 10, 120)","[-847.5000000000447, 0, 1]"
"(-10, 40, 5, -10)","[162.37934274382908, 0, 1]"
"(100, 100, 2, 0)","[199.58278108989688, 0, 1244]"
"(-40, 70, -7, 90)","[198.43372221633314, 0, 223]"
"(90, 60, -6, 0)","[195.47263083908115, 0, 619]"
"(40, 60, 5, 0)","[193.78317142937152, -1098.0504061274887, 525]"
"(-43, 30, 9, -10)","[-816.0184353335271, 198.3415002305304, 57]"
"(-47, 20, 10, -20)","[-654.9372927047359, 0, 2]"
"(-43, 60, 6, -60)","[199.17041545985052, 0, 96]"
"(30, 110, -1, 0)","[-2171.276533301009, -1491.8048090467723, 4]"
"(-10, 80, -1, -20)","[199.70160756514935, 0, 461]"
"(-30, 70, 4, -30)","[199.65425772724274, 0, 461]"
"(-43, 30, 9, -60)","[-713.3713965264095, 199.74339111589663, 7]"
"(-47, 20, 10, -70)","[194.18601842288246, 0, 3]"
"(100, 180, -3, 0)","[-294.2284883995443, -1145.50526764098, 185]"
"(-41, 80, 0, 80)","[197.80874477746468, 0, 6]"
"(-45, 80, 1, 80)","[198.12759532054991, 0, 5]"
"(-20, 40, -8, 120)","[198.72558507787443, 0, 129]"
"(-30, 90, -3, 30)","[199.72473709409456, 0, 78]"
"(-47, 90, 2, 30)","[199.71328953514308, 0, 36]"
"(-20, 80, 2, 60)","[198.28319514548525, 0, 1396]"
"(-47, 70, -7, -10)","[199.78080455439374, 0, 90]"
"(-40, 40, -9, 70)","[199.1506557271144, 0, 639]"
"(100, 100, -4, 0)","[197.64166859583761, 0, 109]"
"(-41, 50, -7, 0)","[199.4689948148079, 0, 10]"
"(-49, 60, -5, 10)","[199.57652694214408, 0, 6]"
"(-10, 40, 6, 60)","[149.85502800124684, 0, 2]"
"(-49, 70, -5, 30)","[199.58036366340394, 0, 6]"
"(-10, 60, 3, 20)","[199.77936742509246, 0, 151]"
"(-41, 70, -5, 30)","[197.2900734015572, 0, 6]"
"(-45, 70, -4, 40)","[197.45288547371672, 0, 8]"
"(-49, 80, -3, 40)","[196.76246833181864, 0, 3]"
"(-10, 50, 4, 120)","[197.69521452041607, 0, 84]"
"(-20, 30, 7, 100)","[-847.200000000045, 196.73921002424908, 82]"
"(-30, 10, 9, 80)","[168.78660944000072, 0, 1]"
"(-45, 80, -3, 120)","[172.03124299811614, 0, 2]"
"(-10, 80, 0, 150)","[37.063971888206474, -1399.9806570602213, 55]"
"(-41, 40, 8, 110)","[168.70748774977068, 0, 2]"
"(-45, 30, 9, 100)","[180.95312201724303, 0, 2]"
"(-49, 20, 10, 90)","[191.82283792741356, 0, 2]"
"(-20, 40, 6, -100)","[199.6191033206482, 0, 173]"
"(-30, 40, -9, -100)","[199.57027932395818, 0, 208]"
"(-30, 50, -8, -90)","[199.51771908908952, 0, 237]"
"(-40, 70, -5, -70)","[199.59483711588334, 0, 302]"
"(-43, 70, -4, -70)","[199.4869854682573, 0, 103]"
"(-47, 70, -3, -60)","[199.3296503775913, 0, 318]"
"(70, -70, 3, 0)","[-339.47629217360105, -469.50634872922126, 5]"
"(60, -80, 6, 0)","[3.9158835436561015, 0, 3]"
"(50, -90, 7, 0)","[8.47140000000045, 0, 1]"
"(50, -100, 8, 0)","[-163.65888740045463, 0, 1]"
"(-41, 80, 0, 120)","[103.39037378582896, 0, 1]"
"(-45, 80, 1, 120)","[117.94811185998148, 0, 1]"
"(-49, 80, 2, 110)","[186.9692157548422, 0, 2]"
"(-43, 40, -9, 50)","[199.0330502412055, 0, 763]"
"(-47, 40, -8, 50)","[198.6927358806663, 0, 46]"
"(100, 60, -7, 0)","[197.97976037450383, 0, 541]"
"(-47, 70, -2, -10)","[199.28913906485596, 0, 417]"
"(20, 70, -9, 0)","[-1414.9263478231387, -1216.5118731726275, 9]"
"(-49, 40, 8, -90)","[180.10265382008046, 0, 2]"
"(-45, 70, -3, 120)","[127.07044460000596, 0, 1]"
"(-43, 70, -5, 160)","[35.89228759995208, -1280.5300800645052, 37]"
"(-20, 40, -9, -90)","[199.44027656236537, 0, 920]"
"(-20, 50, -7, -70)","[199.47369600786246, 0, 486]"
"(-40, 70, -4, -60)","[199.36540683699593, 0, 920]"
"(-40, 70, -2, -50)","[199.31779386846586, 0, 486]"
"(-43, 80, -1, -50)","[199.18603565062006, 0, 204]"
"(-47, 80, 0, -50)","[199.1173677065463, 0, 204]"
"(100, -50, 1, 0)","[199.06147714696493, 0, 205]"
"(-40, 50, -6, 100)","[196.83136246275402, 0, 4]"
"(-43, 40, -8, 40)","[196.9964238854319, 0, 126]"
"(-45, 80, -3, 40)","[197.7571029165763, 0, 3]"
"(-10, 50, -9, 80)","[199.59678157553498, 0, 287]"
"(-30, 80, -4, 110)","[199.4243772644028, 0, 287]"
"(-40, 90, -1, 120)","[199.35716387830985, 0, 205]"
"(-20, 10, 8, -80)","[169.09654828244, 0, 1]"
"(-41, 70, 0, 70)","[153.22055572338255, 0, 1]"
"(100, 120, -4, 0)","[181.42909561169014, 0, 3]"
"(90, 30, -7, 0)","[198.4511990798449, 0, 502]"
"(-41, 50, 6, -40)","[199.30093244960543, 0, 9]"
"(-45, 40, 7, -50)","[191.99862576854179, 0, 11]"
"(-40, 60, -8, -10)","[199.72856058397429, 0, 1074]"
"(-20, 90, -3, 100)","[199.81463434182393, 0, 1746]"
