A,B 
"(-45, 80, 4, 60)","[199.014291155602, 0, 7]"
"(-49, 70, 5, 50)","[198.29320352018254, 0, 20]"
"(-43, 50, 6, 90)","[199.94623035477247, -68.78782897287496, 295]"
"(-47, 40, 7, 80)","[-144.31513947663967, 199.94369898325553, 193]"
"(-47, 60, 5, -20)","[199.7747254196243, 0, 378]"
"(-47, 80, 3, 90)","[195.89861804243577, 0, 315]"
"(-43, 50, -8, 90)","[199.9127097194669, 0, 159]"
"(-47, 60, -7, 90)","[199.76901733385063, 0, 136]"
"(90, 100, -6, 0)","[199.9205779014938, 0, 138]"
"(80, 100, -5, 0)","[199.92944366997506, -1615.7455442244047, 602]"
"(-10, 60, 2, -30)","[199.87523265727316, 0, 255]"
"(-30, 40, 7, -60)","[193.93434179325044, 0, 4]"
"(-41, 40, -8, -50)","[136.8789515625459, 0, 1]"
"(-45, 50, -7, -40)","[182.65684467127468, 0, 3]"
"(-49, 60, -6, -40)","[197.29220056513003, 0, 4]"
"(-10, 80, -2, 60)","[199.9418932104386, 0, 1008]"
"(-20, 80, 1, 60)","[199.94774077654904, 0, 1238]"
"(-30, 80, 3, 60)","[199.835854916189, 0, 256]"
"(-40, 60, 6, 40)","[199.95339786875215, 0, 1238]"
"(-40, 60, 7, 40)","[199.95377935292214, 0, 638]"
"(-41, 50, 8, 30)","[198.8785794242235, 0, 6]"
"(-45, 40, 9, 20)","[199.17956302063808, 0, 5]"
"(-49, 30, 10, 10)","[199.57301817469542, 0, 5]"
"(-10, 40, 4, -10)","[199.9609268270974, 0, 1214]"
"(-43, 80, -2, 30)","[199.94396916250912, 0, 660]"
"(-47, 80, -1, 30)","[199.95585331692712, 0, 808]"
"(-43, 80, 3, 180)","[199.42381251740983, 0, 377]"
"(-47, 70, 4, 180)","[199.61624526154043, 0, 762]"
"(100, 180, 5, 0)","[199.3986717675881, 0, 493]"
"(-45, 60, 6, -10)","[197.79678422897058, 0, 25]"
"(-49, 60, 7, -20)","[199.27976159848808, 0, 9]"
"(-10, 40, 5, 80)","[142.89073029422133, 0, 4]"
"(-10, 30, 6, 80)","[186.91873552222103, 0, 6]"
"(-41, 70, -3, 110)","[198.844010026075, 0, 9]"
"(-45, 70, -2, 110)","[187.76485431580264, 0, 7]"
"(-49, 70, -1, 120)","[197.57098401677857, 0, 8]"
"(-10, 90, -1, 70)","[199.9125858372952, 0, 206]"
"(-10, 90, 0, 70)","[199.95779387541324, 0, 436]"
"(-20, 90, 2, 60)","[199.93368728396968, 0, 171]"
"(-30, 80, 4, 60)","[199.8823247668242, 0, 206]"
"(70, 40, -3, 0)","[-78.84151229650456, 195.1292976720415, 29]"
"(-10, 40, -8, -40)","[199.89031784783168, 0, 137]"
"(-40, 70, -1, -10)","[199.88827573900673, 0, 369]"
"(-43, 70, 2, -20)","[199.4067671952596, 0, 268]"
"(-43, 60, 4, 180)","[198.8870294131112, 0, 542]"
"(100, 180, 6, 0)","[198.72017636721526, 0, 352]"
"(80, 170, 9, 0)","[199.85920502366486, 0, 232]"
"(-10, 40, 4, 0)","[199.8672081389423, 0, 1376]"
"(-20, 30, 6, -10)","[-883.6176504261047, 199.83026572710796, 1152]"
"(-43, 70, -4, 20)","[199.93493673523457, 0, 970]"
"(-47, 80, 3, 80)","[197.96649277163834, 0, 358]"
"(-43, 80, 1, 20)","[199.86073637878138, 0, 399]"
"(-43, 80, -5, 80)","[196.7799902768098, 0, 82]"
"(-47, 80, -4, 80)","[195.61205911559335, 0, 296]"
"(-41, 70, -3, 50)","[198.79876018793442, 0, 5]"
"(-45, 70, -2, 60)","[197.17255683964044, 0, 3]"
"(-49, 70, -1, 60)","[45.35099906790866, 0, 1]"
"(-10, 40, 9, 110)","[-900.0, 145.0483526430074, 3]"
"(-10, 30, 10, 100)","[-900.0, 199.49244617831496, 4]"
"(-20, 20, 10, 90)","[179.49194763416776, 0, 1]"
"(-49, 60, -5, 110)","[199.08767008407256, 0, 8]"
"(-20, 80, 0, 100)","[199.83774665106128, 0, 1098]"
"(-43, 70, 3, 30)","[199.8819028767043, 0, 947]"
"(100, 20, 5, 0)","[199.85126523863212, 0, 718]"
"(-43, 40, 7, 100)","[199.78150545791473, 0, 71]"
"(-47, 70, 3, 50)","[199.94077792969222, 0, 1421]"
"(-30, 70, 3, 110)","[199.7338473172822, 0, 1156]"
"(-40, 60, 5, 100)","[199.6784330749419, -232.9138651677038, 1445]"
"(-49, 40, 8, 80)","[199.55973575245352, 0, 6]"
"(50, 110, 1, 0)","[199.92920500846083, -2246.6979955393867, 377]"
"(30, 90, 6, 0)","[199.9005830678612, -1514.032820126858, 373]"
"(-43, 70, -4, 70)","[199.33990675676483, 0, 1399]"
"(100, 80, -2, 0)","[199.72272086308385, 0, 1005]"
"(-45, 80, 2, 110)","[197.86812141918824, 0, 14]"
"(60, 70, -3, 0)","[199.92022477178105, 0, 1445]"
"(40, 70, 2, 0)","[199.8872507022578, 0, 1445]"
"(-47, 60, 6, 10)","[199.9173033063591, 0, 505]"
"(-10, 50, 6, 120)","[33.46213311407709, 0, 2]"
"(-10, 40, 7, 110)","[10.827902521291058, 0, 3]"
"(-43, 70, -2, 150)","[199.39459307008127, 0, 119]"
"(-41, 40, 9, 80)","[139.10401450099872, 0, 1]"
"(-45, 30, 10, 70)","[152.168438012864, 0, 1]"
"(-49, 20, 10, 60)","[167.44846551212163, 0, 1]"
"(-43, 60, 5, -10)","[199.91807040501624, 0, 480]"
"(-10, 30, 5, 120)","[-881.9501039432079, 0, 5]"
"(-20, 40, -8, 130)","[199.77995937239723, 0, 150]"
"(-47, 70, -1, 160)","[182.48070338475847, 0, 3]"
"(100, 160, 0, 0)","[199.9037472714789, 0, 292]"
"(-20, 80, 2, 10)","[199.7392085812128, 0, 870]"
"(-20, 80, 3, 10)","[199.7114426112102, 0, 663]"
"(-30, 70, 5, 0)","[199.64386133794108, 0, 721]"
"(-40, 60, 7, -10)","[199.55679129094437, 0, 533]"
"(-40, 50, 8, -20)","[199.49324332286372, 0, 663]"
"(-40, 40, 9, -30)","[199.92081479070677, 0, 379]"
"(-43, 30, 10, -40)","[-888.2576948125314, 199.91486615134346, 377]"
"(-47, 20, 10, -50)","[-734.7064709767076, 179.94545335587057, 3]"
"(80, 160, -8, 0)","[-832.0398131844779, -1647.9461500349819, 32]"
"(100, 40, 7, 0)","[199.94858085779816, 0, 658]"
"(-41, 60, -7, 70)","[196.23908789729177, 0, 11]"
"(-10, 80, -1, 50)","[199.8852943325895, 0, 853]"
"(-30, 70, 4, 40)","[199.82858437019266, 0, 853]"
"(-41, 40, 9, 10)","[198.79633466250428, 0, 6]"
"(-45, 30, 10, 0)","[198.8775132277927, 0, 6]"
"(-49, 20, 10, -10)","[198.92065402323504, 0, 6]"
"(-40, 70, -5, 0)","[199.86381255564618, 0, 1619]"
"(-43, 70, -4, 10)","[199.9426394587271, 0, 894]"
"(-47, 70, -3, 10)","[199.94037677959034, 0, 637]"
"(100, 10, -2, 0)","[199.93687328001903, 0, 396]"
"(90, 10, 0, 0)","[199.93216313982825, 0, 951]"
"(-10, 70, -7, 170)","[199.21729551647203, -1759.2509297187255, 103]"
"(-20, 70, -6, 170)","[196.6814140493843, 0, 216]"
"(80, 170, 5, 0)","[199.77340193284493, 0, 974]"
"(70, 150, 8, 0)","[199.73490530315507, 0, 758]"
"(-43, 40, 9, 40)","[199.9263659226563, 0, 341]"
"(-47, 30, 10, 30)","[199.9233179747588, 0, 341]"
"(100, 20, 10, 0)","[199.91543003032075, 0, 971]"
"(-10, 60, 5, 50)","[47.31512964079059, 0, 2]"
"(-20, 40, 8, 30)","[-891.2949797008865, 0, 2]"
"(-41, 50, -7, -30)","[194.32568642581103, 0, 4]"
"(-40, 70, -5, 30)","[199.5187712264114, 0, 2294]"
"(-41, 80, -3, 40)","[192.10814755272023, 0, 11]"
"(-45, 80, -2, 40)","[190.98132101097082, 0, 13]"
"(-49, 80, -1, 40)","[189.60757772715584, 0, 15]"
"(60, 0, 9, 0)","[199.7020159765403, 0, 2815]"
"(-43, 70, 2, 70)","[199.23411810624646, 0, 1157]"
"(-47, 60, 3, 70)","[199.9264557782408, 0, 23]"
"(-10, 50, -9, 170)","[188.00966158846796, 0, 32]"
"(-10, 60, -8, 180)","[196.86318250874604, -1361.1619113768947, 93]"
"(-20, 60, -7, 180)","[199.7250285734724, -1396.4449542022624, 640]"
"(-40, 80, -2, 180)","[199.83661695608973, -1821.3346178710945, 1930]"
"(-43, 80, 1, 180)","[199.8131786392079, 0, 582]"
"(-47, 80, 2, 180)","[199.79532623392063, 0, 426]"
"(100, 180, 3, 0)","[199.7751818793747, 0, 388]"
"(80, 180, 6, 0)","[199.73251675042388, -1673.9027266491548, 1162]"
"(70, 160, 9, 0)","[199.7756875806437, -1721.947480976209, 414]"
"(-10, 70, -1, 50)","[199.95197169192164, 0, 712]"
"(-30, 60, 4, 40)","[199.94270019761336, 0, 712]"
"(-47, 40, -9, 30)","[199.94075032910285, 0, 458]"
"(-10, 70, -1, 110)","[199.94759405608974, 0, 497]"
"(-30, 60, 4, 100)","[199.94982821575044, 0, 496]"
"(-43, 40, 8, 80)","[199.94394971718341, 0, 744]"
"(-47, 30, 9, 70)","[199.94145973547597, 0, 747]"
"(-10, 60, 5, 30)","[28.899462374999995, 0, 1]"
"(-10, 50, 6, 20)","[23.274224999999994, 0, 1]"
"(-20, 50, 7, 20)","[16.694999999999997, 0, 1]"
"(-20, 40, 8, 10)","[9.0, 0, 1]"
"(-30, 20, 10, -10)","[-731.7453899912452, 0, 1]"
"(30, -40, 0, 0)","[-2940.496499686723, -810.0722005342802, 7]"
"(-30, 60, -8, 120)","[27.906663249709812, 0, 6]"
"(-49, 50, 7, 0)","[189.8225684130414, 0, 31]"
"(-20, 70, -7, 40)","[197.24769049602165, 0, 47]"
"(-40, 90, -2, 60)","[197.47153139202618, 0, 47]"
"(-43, 90, 1, 60)","[197.7659659439533, 0, 47]"
"(-47, 70, 4, 140)","[199.1567730223349, 0, 915]"
"(-10, 40, -9, -50)","[199.8788411336631, 0, 689]"
"(-30, 70, -4, -20)","[199.87333280344424, 0, 689]"
"(-49, 70, 3, -20)","[198.83350004983689, 0, 8]"
"(-20, 90, -1, 90)","[198.6907493570357, 0, 221]"
"(-40, 80, 4, 80)","[199.7548158450716, 0, 221]"
"(-43, 70, 5, 70)","[198.80351330243636, 0, 77]"
"(100, 60, 7, 0)","[199.97002048226082, 0, 666]"
"(-40, 80, -1, 120)","[199.61556025158313, 0, 2786]"
"(-43, 80, 1, 120)","[199.8926572711775, 0, 682]"
"(-47, 70, 2, 110)","[199.5978620682704, -1265.3546437688374, 777]"
"(100, 110, 3, 0)","[199.7444185116039, 0, 650]"
"(-10, 60, 2, -60)","[199.82943512110057, 0, 119]"
"(-20, 50, 4, -60)","[199.88420633205405, 0, 508]"
"(-30, 30, 7, -80)","[199.8165431618281, 0, 256]"
"(-40, 30, -9, -80)","[199.7825793257516, 0, 224]"
"(-41, 40, -8, -70)","[126.97006507289377, 0, 2]"
"(-45, 50, -7, -60)","[167.6584812995351, 0, 2]"
"(-49, 50, -6, -60)","[141.582033390107, 0, 2]"
"(80, -50, -4, 0)","[199.5917355801504, 0, 356]"
"(70, -40, -2, 0)","[199.609081503095, 0, 359]"
"(60, -40, 1, 0)","[-622.0751443680558, 199.77827087274733, 204]"
"(50, -50, 3, 0)","[-62.002031697363726, 0, 3]"
"(40, -60, 6, 0)","[-1512.599249060237, -1478.381434928358, 7]"
"(30, -80, 8, 0)","[-1913.4, -1782.9382001028612, 3]"
"(-30, 40, 7, 70)","[194.22262033796898, 0, 4]"
"(-41, 40, -8, 70)","[159.3414959012004, 0, 3]"
"(-45, 50, -7, 80)","[68.17041132674646, 0, 2]"
"(-10, 80, -3, 30)","[199.80229743096453, 0, 444]"
"(-30, 80, 2, 30)","[199.6753079075587, 0, 444]"
"(-45, 60, 6, 10)","[197.57719116280649, 0, 23]"
"(-10, 30, 8, 110)","[-900.0, 180.18731158443774, 4]"
"(-20, 20, 9, 100)","[-900.0, 0, 1]"
"(-20, 10, 10, 90)","[179.5052721706959, 0, 1]"
"(-10, 50, 7, 20)","[16.694999999999997, 0, 1]"
"(-10, 40, 8, 20)","[-899.1, 0, 2]"
"(-10, 30, 9, 10)","[-900.0, 199.93179774103893, 7]"
"(-20, 10, 10, -10)","[197.85496098224462, 0, 2]"
"(-41, 70, 5, 30)","[195.86701114774291, 0, 28]"
"(-45, 60, 6, 20)","[183.7174681597756, 0, 23]"
"(-10, 50, 6, 0)","[17.4645, 0, 1]"
"(-10, 30, 8, -10)","[-900.0, 198.7428167308474, 4]"
"(-20, 20, 9, -20)","[-900.0, 179.68861419540843, 2]"
"(-20, 10, 10, -30)","[197.92632554197655, 0, 2]"
"(-41, 60, 4, 100)","[-115.04766237001506, 18.027559274302906, 9]"
"(-20, 70, -5, -50)","[199.6839996656284, 0, 251]"
"(-20, 80, -4, -50)","[197.2675102989552, 0, 54]"
"(-30, 80, -1, -40)","[199.55463731807544, 0, 183]"
"(-40, 80, 0, -40)","[199.56168715304702, 0, 251]"
"(-41, 80, 2, -40)","[120.1953689008368, 0, 2]"
"(-45, 80, 3, -50)","[172.60925790797126, 0, 2]"
"(-49, 70, 4, -50)","[199.13889478163236, 0, 5]"
"(40, -140, -9, 0)","[18.1224225, 0, 1]"
"(30, -120, -6, 0)","[-900.0, 0, 1]"
"(-10, 70, -3, 170)","[199.61496130459284, -855.5738878770961, 260]"
"(-20, 70, 1, 170)","[199.5171965800379, -1410.6669290180664, 289]"
"(-30, 70, 2, 170)","[199.32229835359064, -1343.9710498552326, 258]"
"(-40, 50, 6, 150)","[199.69885315561723, -1568.2172374774364, 286]"
"(-43, 40, 7, 140)","[199.7251948520308, 0, 50]"
"(-47, 30, 8, 130)","[199.78118504472693, 0, 38]"
"(-43, 80, 2, 160)","[199.7568456808487, 0, 409]"
"(-47, 70, 3, 160)","[199.61236121726603, 0, 715]"
"(-45, 70, 5, -50)","[198.34447470238976, 0, 13]"
"(-20, 60, 0, 110)","[198.30599503844365, 0, 45]"
"(110, -80, -7, 0)","[199.12022332184543, 0, 155]"
"(100, -70, -5, 0)","[198.99135006442668, 0, 187]"
"(90, -60, -2, 0)","[199.15030014172368, 0, 222]"
"(80, -60, 0, 0)","[199.71886221835194, 0, 280]"
"(70, -70, 3, 0)","[-5.563554990608889, -280.04251787329173, 7]"
"(110, -90, -7, 0)","[198.80790297435078, 0, 177]"
"(90, -70, -2, 0)","[199.2234293587782, 0, 182]"
"(-30, 60, -7, -10)","[199.88169636240508, 0, 875]"
"(-41, 70, -4, 10)","[199.73722142069704, 0, 8]"
"(-45, 80, -3, 10)","[199.7637424320401, 0, 7]"
"(-49, 80, -2, 10)","[199.55495748158953, 0, 5]"
"(-49, 70, -9, 110)","[-513.474457768491, -1525.337610524975, 11]"
"(-30, 50, 5, 20)","[199.94848969809715, 0, 740]"
"(-40, 40, 7, 10)","[199.9280768606929, 0, 833]"
"(-41, 40, -9, 10)","[174.81130473723428, 0, 4]"
"(-45, 50, -8, 20)","[171.73886262834503, 0, 3]"
"(-49, 60, -7, 30)","[167.8839998091164, 0, 2]"
"(-41, 70, 0, 80)","[197.18735248456625, 0, 3]"
"(-45, 70, 1, 80)","[198.4169146103679, 0, 3]"
"(-49, 70, 2, 80)","[199.64457391348438, 0, 8]"
"(-10, 30, -9, 100)","[199.8373331359207, 0, 13]"
"(-20, 50, -7, 120)","[199.66921156895117, 0, 634]"
"(-30, 60, -4, 130)","[199.8729253603663, 0, 13]"
"(-40, 70, -2, 140)","[199.53434030253857, 0, 634]"
"(-43, 70, 1, 140)","[199.71850281485962, 0, 395]"
"(-47, 70, 2, 140)","[199.68108911540267, 0, 610]"
"(-40, 40, -9, -30)","[199.95523185694776, 0, 461]"
"(-43, 60, -7, -20)","[199.43519254075497, 0, 58]"
"(-47, 60, -6, -10)","[199.66318474357305, 0, 89]"
"(100, -10, -5, 0)","[199.46559053744042, 0, 44]"
"(-20, 50, -6, 110)","[99.28928019173433, 0, 1]"
"(-43, 60, 2, 130)","[119.3587159692209, 0, 2]"
"(-47, 60, 3, 120)","[199.5643627459255, -236.48898701276494, 12]"
"(-10, 80, 3, 170)","[41.33715120769514, 0, 1]"
"(-10, 80, 4, 160)","[37.82122948268437, 0, 1]"
"(-10, 70, 5, 160)","[33.709040330624994, 0, 1]"
"(-20, 70, 6, 150)","[28.899462374999995, 0, 1]"
"(-20, 60, 7, 140)","[168.05874384290456, 0, 3]"
"(-30, 50, 8, 140)","[16.694999999999997, 0, 1]"
"(-30, 40, 9, 130)","[9.0, 0, 1]"
"(-30, 30, 10, 120)","[-900.0, 0, 1]"
"(-40, 20, 10, 110)","[-746.6756294332171, 0, 1]"
"(-30, 30, -9, -20)","[135.52433156798992, 0, 1]"
"(-30, 40, -8, -10)","[147.98167434852624, 0, 1]"
"(-45, 60, -4, 10)","[156.5774990572845, 0, 1]"
"(-43, 60, 6, 20)","[199.3208936519891, 0, 164]"
"(-47, 50, 7, 10)","[198.84689837298873, 0, 229]"
"(-41, 70, 5, 20)","[197.3697605724995, 0, 23]"
"(-45, 40, 8, 70)","[199.51752475728904, 0, 11]"
"(-49, 30, 9, 60)","[199.48527858173085, 0, 10]"
"(100, 0, 1, 0)","[199.85941985438413, 0, 440]"
"(90, -10, 2, 0)","[199.8804561069607, 0, 613]"
"(90, -10, 3, 0)","[199.7796675706748, 0, 576]"
"(60, -50, 9, 0)","[-647.6000692019131, 199.78433770952333, 396]"
"(20, -60, -6, 0)","[199.7259000343565, 0, 3]"
"(50, 10, 3, 0)","[199.25341397161858, -735.4982602755206, 352]"
"(-10, 40, 4, -60)","[-701.5236880427257, 199.93551099227722, 505]"
"(-10, 40, 5, -60)","[9.0, 0, 1]"
"(-20, 30, 6, -70)","[-900.0, 197.39325405570992, 326]"
"(-20, 20, 7, -70)","[-900.0, 198.9128513368447, 6]"
"(-30, 10, 8, -80)","[179.61111092506107, 0, 1]"
"(-10, 40, -8, 140)","[199.82811257013003, 0, 119]"
"(-20, 60, 0, 70)","[198.70637775354746, 0, 35]"
"(-30, 60, 3, 60)","[197.3099705446595, 0, 135]"
"(-40, 50, 5, 50)","[199.9380714831944, 0, 264]"
"(-41, 40, 7, 40)","[197.89700354031388, 0, 5]"
"(-45, 30, 8, 30)","[198.44478378804914, 0, 5]"
"(-49, 20, 9, 20)","[199.04268825171653, 0, 4]"
"(-10, 40, 7, 120)","[99.25978583686383, 0, 1]"
"(90, 160, 2, 0)","[199.60473967275368, 0, 826]"
"(-41, 60, 3, 100)","[199.3590444271806, 0, 6]"
"(-10, 80, -3, 70)","[199.9395391427775, 0, 559]"
"(-20, 90, -1, 80)","[196.39508838925678, 0, 209]"
"(-30, 80, 2, 70)","[199.92981738165616, 0, 559]"
"(-40, 80, 4, 70)","[197.358319772511, 0, 209]"
"(-45, 70, 6, 60)","[195.2686691606056, 0, 3]"
"(-49, 60, 7, 50)","[198.54832162751438, 0, 13]"
"(-43, 80, -2, 180)","[199.5989879448561, -1511.0105648347276, 530]"
"(-47, 80, -1, 180)","[199.89503924283713, -1656.3707754399338, 633]"
"(60, -80, 5, 0)","[7.957645098718449, -1505.2320411699109, 4]"
"(40, -70, -5, 0)","[-1300.0896986791317, -2461.010997816823, 7]"
"(30, -60, -2, 0)","[-1736.4619670235115, -1591.8089007620683, 4]"
"(-49, 90, -9, 150)","[62.34398587520647, 0, 1]"
"(90, 160, -8, 0)","[-715.902475359341, -1444.274619297794, 41]"
"(80, 170, -7, 0)","[-796.0789803120947, -1498.7306721195419, 41]"
"(70, 180, -5, 0)","[-1169.6370123745849, -1819.9189374275757, 146]"
"(70, 180, -4, 0)","[-1216.3744879606795, -1597.9649885972028, 202]"
"(70, 180, -3, 0)","[-967.3568056150766, -1789.4957991940466, 245]"
"(50, 180, 2, 0)","[-1309.3000470471175, -2338.3667381666014, 237]"
"(40, 180, 3, 0)","[-1705.1448523360066, -3235.7837492920794, 208]"
"(40, 180, 4, 0)","[-1465.7892261241848, -2489.842047529148, 265]"
"(90, 110, -8, 0)","[-612.0796537363447, -1587.8732817698044, 34]"
"(-10, 60, 1, 170)","[-302.9064465744311, -1385.3461069935536, 75]"
"(-30, 40, 6, 150)","[-1311.7100734733933, -518.0039944768743, 35]"
"(-40, 30, 7, 140)","[-1690.9353444126252, -1451.786284022975, 19]"
"(-43, 40, -8, 150)","[-60.51540063990589, -900.0, 6]"
"(-47, 40, -7, 160)","[-225.23133399327952, 0, 2]"
"(80, 170, -5, 0)","[-727.0028074593866, -1778.5185414454363, 83]"
"(70, 180, -2, 0)","[-1025.9438958302214, -1776.76470490252, 259]"
"(60, 180, 0, 0)","[-1149.2294618647627, -2103.864222338684, 342]"
"(-41, 70, -4, 20)","[199.71914289333583, 0, 7]"
"(-41, 80, 1, 150)","[199.27677598531858, 0, 8]"
"(-45, 80, 2, 150)","[199.37413015441524, 0, 7]"
"(-20, 90, 1, 40)","[199.8167151804258, 0, 212]"
"(-20, 90, 2, 40)","[199.93188465024045, 0, 136]"
"(-30, 70, 5, 20)","[199.80500254690418, 0, 846]"
"(-40, 70, 6, 20)","[199.64494030184954, 0, 212]"
"(-43, 40, 9, -10)","[199.70114926948347, 0, 331]"
"(-47, 30, 10, -20)","[199.66350957357844, 0, 331]"
"(-20, 60, 2, 30)","[199.94741908673024, 0, 579]"
"(-40, 30, 7, 0)","[198.43634915598903, 0, 202]"
"(-40, 30, -9, 10)","[198.2097017045743, 0, 17]"
"(-43, 40, -8, 10)","[199.00036070477316, 0, 165]"
"(-47, 50, -7, 20)","[199.94669666058826, 0, 198]"
"(80, 30, -5, 0)","[199.93865509296876, 0, 429]"
"(-43, 80, 2, 40)","[199.9505811344736, 0, 508]"
"(80, 30, 5, 0)","[199.82311492115366, 0, 3453]"
"(80, 160, -9, 0)","[-791.946070170314, -1743.3892053255215, 20]"
"(70, 170, -8, 0)","[-844.1941248040764, -1816.8855542139545, 17]"
"(30, 180, 2, 0)","[-2458.169167557112, -1769.6177774491812, 30]"
"(30, 180, 3, 0)","[-2469.9166124754993, -1770.1973640778685, 29]"
"(20, 180, 4, 0)","[179.66246807252932, 0, 1]"
"(-45, 60, 6, 30)","[199.19426379754927, 0, 34]"
"(-20, 40, 6, -80)","[199.8261394535698, 0, 195]"
"(-30, 40, -9, -80)","[199.85593760461703, 0, 388]"
"(-40, 50, -8, -70)","[199.73894471732507, 0, 348]"
"(-40, 60, -7, -60)","[199.47611994317896, 0, 257]"
"(-40, 60, -6, -60)","[199.3973104470551, 0, 511]"
"(-43, 70, -5, -50)","[199.69885113884507, 0, 82]"
"(-47, 70, -4, -50)","[199.63427851700675, 0, 152]"
"(80, -40, -2, 0)","[199.64042188898594, 0, 529]"
"(-43, 60, -6, 130)","[199.63771837546054, -1482.556082631044, 55]"
"(-47, 60, -5, 130)","[199.68232747722055, 0, 42]"
"(-43, 70, 5, 0)","[199.402774062814, 0, 55]"
"(-47, 80, -3, 80)","[199.73572133405344, 0, 921]"
"(-41, 70, 5, 80)","[197.45163913758492, 0, 15]"
"(-49, 60, 7, 70)","[198.90077875254661, 0, 8]"
"(-47, 70, -3, 160)","[198.53259963901164, 0, 116]"
"(70, 180, -8, 0)","[-1056.4809909229923, -1808.537626110832, 47]"
"(30, 180, 1, 0)","[-2495.7033320322757, -1769.596349810636, 38]"
"(-40, 70, -5, 100)","[199.81162320361392, 0, 2142]"
"(-41, 80, -3, 100)","[198.85227313902374, 0, 18]"
"(-45, 80, -2, 110)","[199.32833857129006, 0, 18]"
"(-49, 80, -1, 110)","[199.33360239855722, -1484.6064450172303, 23]"
"(-41, 60, 5, 30)","[199.46770864620748, 0, 36]"
"(50, 140, 1, 0)","[-2317.7386282457155, -2268.976423264365, 31]"
"(40, 140, 3, 0)","[-3270.8018447629884, -2645.270392244564, 26]"
"(30, 120, 6, 0)","[-801.2152431423036, -2944.6855133226536, 18]"
"(-43, 70, 2, 170)","[199.64607815711818, 0, 440]"
"(-47, 70, 3, 170)","[199.63879984247637, 0, 554]"
"(100, 170, 4, 0)","[199.71727025256558, 0, 298]"
"(-10, 70, -1, 70)","[199.71766491222022, 0, 810]"
"(-10, 70, 1, 70)","[199.48962063296995, 0, 291]"
"(-30, 60, 4, 60)","[199.80340661603987, 0, 810]"
"(-30, 50, 6, 50)","[199.47099976872542, 0, 291]"
"(-41, 60, -8, 60)","[189.9741341479465, 0, 4]"
"(-45, 70, -7, 60)","[197.20890366552123, 0, 3]"
"(-49, 70, -6, 70)","[191.51136372979255, 0, 7]"
"(-10, 80, -1, 100)","[199.91276802859235, 0, 628]"
"(-20, 80, 3, 90)","[199.76111779912605, 0, 558]"
"(-30, 70, 4, 90)","[199.8420331781353, 0, 628]"
"(-30, 70, 5, 80)","[199.69186460608063, 0, 648]"
"(-40, 60, 7, 70)","[199.6805362091664, 0, 458]"
"(-40, 50, 8, 60)","[199.63749242735918, 0, 558]"
"(-41, 40, 9, 50)","[184.11907933212967, 0, 2]"
"(-45, 30, 10, 40)","[189.53811474311013, 0, 2]"
"(-49, 20, 10, 30)","[194.51605195251688, 0, 2]"
"(-47, 80, 2, 10)","[199.87384319304178, 0, 203]"
"(-20, 60, -1, 130)","[199.5791586048481, 0, 44]"
"(-20, 60, 0, 130)","[171.45573878712693, 0, 45]"
"(-40, 50, 4, 120)","[199.68787496252696, -1030.926400866753, 43]"
"(-49, 70, 3, 40)","[199.8502102548308, 0, 22]"
"(-10, 50, 4, -10)","[199.96197023901905, 0, 417]"
"(-20, 40, -9, -20)","[199.9372734464142, 0, 1983]"
"(-40, 70, -5, 10)","[199.9516572878416, 0, 1945]"
"(-40, 70, -4, 10)","[199.9389605129128, 0, 1983]"
"(-43, 80, -3, 20)","[199.94211161557598, 0, 303]"
"(-47, 80, -2, 20)","[199.9405470625195, 0, 470]"
"(100, 20, -1, 0)","[199.93927183534112, 0, 285]"
"(90, 20, 0, 0)","[199.94195368044674, 0, 1163]"
"(-43, 70, -5, 90)","[199.61181751463366, 0, 318]"
"(-47, 70, -4, 90)","[199.70274715136938, 0, 533]"
"(-40, 90, -1, 40)","[198.5809462995375, 0, 141]"
"(100, 30, 4, 0)","[199.94411561591136, 0, 617]"
"(-47, 50, 5, 150)","[199.70706433027226, 0, 187]"
"(-20, 50, 2, 20)","[198.97680705104017, 0, 270]"
"(100, 40, -4, 0)","[199.93276880468994, 0, 321]"
"(-47, 80, 4, -10)","[199.43564479486605, 0, 56]"
"(-20, 50, -7, 150)","[199.7707945312609, 0, 242]"
"(-30, 60, -5, 160)","[199.80280084688715, 0, 64]"
"(-40, 70, -2, 170)","[199.74493612884947, 0, 242]"
"(-43, 70, -1, 170)","[199.91343588349372, 0, 31]"
"(-47, 70, 0, 170)","[199.9181962263952, 0, 31]"
"(100, 50, 8, 0)","[199.84579434400152, 0, 268]"
"(-10, 40, -7, -30)","[199.89206484097699, 0, 27]"
"(-10, 50, -6, -20)","[199.9306324073689, 0, 203]"
"(-20, 60, -4, -10)","[199.613164093333, 0, 287]"
"(-20, 60, -3, -10)","[199.86187994415178, 0, 84]"
"(-30, 60, -2, -10)","[199.85253374153643, 0, 27]"
"(-40, 60, 1, -10)","[199.82983675328836, 0, 27]"
"(-40, 60, 2, -10)","[199.8324031676182, 0, 84]"
"(-43, 60, 3, -10)","[199.87963885024723, 0, 140]"
"(-20, 60, -1, 50)","[199.77039221945859, 0, 25]"
"(-40, 50, 4, 40)","[199.7161168727896, 0, 25]"
"(-43, 40, 7, 20)","[194.70134909005333, 0, 107]"
"(-47, 30, 8, 10)","[183.79388391582148, 0, 46]"
"(100, 0, 9, 0)","[199.77517031272072, 0, 497]"
