A,B 
"(-30, 70, 6, 140)","[55.040379855702234, 0, 6]"
"(-40, 40, 9, 110)","[-168.86399692625508, 0, 6]"
"(-43, 30, 10, 100)","[-880.8733580845291, -210.29204881246832, 5]"
"(-47, 20, 10, 90)","[-709.50695329892, 0, 3]"
"(-41, 40, 9, 70)","[182.71689454714075, 0, 2]"
"(-45, 30, 10, 60)","[185.73498147575546, 0, 2]"
"(-43, 60, 7, 100)","[199.99211915723671, 0, 27]"
"(-47, 80, -9, 100)","[-29.518659905114802, -1673.1016727441222, 10]"
"(70, 130, -3, 0)","[190.00364223358542, -1904.269571626129, 40]"
"(50, 130, 2, 0)","[192.64338953021002, -2277.4771844249935, 36]"
"(-41, 60, -9, 140)","[47.38343595632901, 0, 1]"
"(-45, 70, -8, 150)","[44.892907551262, 0, 1]"
"(-49, 80, -7, 160)","[41.98000883188538, 0, 1]"
"(-41, 30, 9, -30)","[-900.0, 0, 1]"
"(-45, 20, 10, -40)","[-900.0, 0, 1]"
"(-49, 10, 10, -50)","[179.58162344278983, 0, 1]"
"(-41, 40, 9, -40)","[16.694999999999997, 0, 1]"
"(-45, 30, 10, -50)","[9.0, 0, 1]"
"(-49, 20, 10, -60)","[-53.01043798571236, 0, 1]"
"(70, -150, -9, 0)","[-22.55179243044995, -909.4176407549811, 20]"
"(70, -140, -8, 0)","[-480.2196696801257, -630.5547119332276, 16]"
"(60, -130, -6, 0)","[-633.2541118879677, -717.2339778080753, 13]"
"(60, -120, -5, 0)","[-713.9137211343499, -1961.4798703693837, 6]"
"(50, -120, -4, 0)","[-61.52974461833957, -986.898810662334, 11]"
"(40, -110, -1, 0)","[-1398.5989874999998, -2555.6015300887725, 4]"
"(40, -110, 0, 0)","[-1571.4225, -2173.816464700008, 3]"
"(-45, 60, -8, 60)","[199.00124694460646, 0, 6]"
"(30, 60, 7, 0)","[199.95666938027958, -1218.4027507550827, 451]"
"(-10, 90, -4, -30)","[171.70954905510152, 0, 2]"
"(-20, 90, -1, -20)","[199.9222420831279, 0, 371]"
"(-30, 90, 1, -20)","[199.9087511420195, 0, 219]"
"(-40, 90, 3, -30)","[117.34029330580785, 0, 1]"
"(-40, 80, 4, -30)","[199.87766027180731, 0, 371]"
"(-41, 80, 5, -40)","[137.67695127500133, 0, 1]"
"(-45, 70, 6, -40)","[192.4901413207473, 0, 3]"
"(-49, 60, 7, -50)","[165.49632539926995, 0, 1]"
"(-43, 30, 10, -40)","[-900.0, 0, 1]"
"(-47, 20, 10, -50)","[-749.3768789374016, 0, 1]"
"(-40, 60, -9, 140)","[146.70467263280162, -944.6341940274935, 26]"
"(-40, 70, -8, 150)","[-1137.3061966241744, -757.9644668717459, 32]"
"(-43, 80, -7, 150)","[-328.289177900223, -900.0, 7]"
"(-43, 70, -7, 10)","[199.96502183885121, 0, 126]"
"(-30, 90, -9, 150)","[-982.0997648103419, -900.0, 4]"
"(-30, 100, -8, 160)","[199.83472834315688, 0, 4]"
"(-45, 70, -5, 160)","[108.73309398234431, 0, 7]"
"(-20, 70, -9, 80)","[-1157.0585502445529, -1275.2117280799282, 6]"
"(-20, 70, -8, 90)","[-80.58281157534874, -1496.357912306845, 6]"
"(-20, 80, -7, 100)","[-109.29264205671315, -1752.4261816444277, 12]"
"(-30, 90, -6, 110)","[-900.0, -810.2799631297556, 5]"
"(-30, 90, -5, 110)","[33.20745795698624, -980.2194702192719, 6]"
"(-40, 100, -4, 110)","[179.55672282780156, 0, 1]"
"(-10, 90, -3, 110)","[199.98735288430768, 0, 74]"
"(-30, 90, 2, 110)","[199.98893318896745, -1669.5, 74]"
"(-30, 60, 7, 50)","[128.87948441217392, 0, 2]"
"(90, 70, -9, 0)","[199.96448578509617, 0, 1308]"
"(70, 100, -4, 0)","[199.95234281758007, -1851.7653730710788, 1372]"
"(-47, 70, 3, 120)","[199.41866483101825, 0, 2283]"
"(-43, 80, -2, 110)","[199.31037018045393, 0, 457]"
"(-47, 80, -1, 110)","[199.20656154540836, 0, 470]"
"(-41, 30, 9, 40)","[-900.0, 102.14782661840091, 2]"
"(-45, 20, 10, 30)","[-746.8559594749181, 0, 1]"
"(20, 160, 6, 0)","[199.75158296797872, 0, 3]"
"(-10, 30, 4, 100)","[-889.0564182375388, 126.40230455944305, 5]"
"(-49, 70, -1, 140)","[52.47883249365828, 0, 1]"
"(-40, 50, 7, -50)","[199.96384122491946, 0, 1045]"
"(-41, 30, 9, -60)","[56.10224217264423, 0, 1]"
"(-45, 20, 10, -70)","[-848.40062410537, 0, 2]"
"(-49, 10, 10, -80)","[185.22171056041353, 0, 2]"
"(-49, 60, 4, 20)","[194.7348678235896, 0, 7]"
"(-43, 70, -3, 60)","[199.9944322984134, 0, 536]"
"(-47, 70, -2, 60)","[199.98979158966915, 0, 253]"
"(-43, 80, -5, 20)","[199.96161922400114, 0, 776]"
"(-30, 100, -9, 160)","[199.97325566306506, 0, 6]"
"(-41, 40, 9, 40)","[178.61458947105987, 0, 2]"
"(-45, 30, 10, 30)","[193.25362316486772, 0, 3]"
"(-49, 20, 10, 20)","[194.20102631094167, 0, 3]"
"(-10, 40, 9, 130)","[9.9, 0, 2]"
"(-10, 30, 10, 120)","[-900.0, 0, 1]"
"(-10, 20, 10, 110)","[-900.0, 0, 1]"
"(-20, 10, 10, 100)","[197.92818085973985, 0, 2]"
"(-10, 60, 2, -70)","[199.72362718598836, 0, 44]"
"(-10, 50, 4, -80)","[199.50007882994402, 0, 71]"
"(-20, 40, 6, -90)","[199.19056025723233, 0, 44]"
"(-30, 30, 7, -100)","[-900.0, 197.88988554998141, 37]"
"(-30, 20, 8, -100)","[-900.0, 199.8370837435552, 29]"
"(-30, 10, 9, -110)","[179.58401852975396, 0, 1]"
"(-30, 80, -9, 150)","[-900.0, -1538.3921102163297, 2]"
"(-30, 90, -8, 160)","[-900.0, -802.3776663989788, 3]"
"(-30, 100, -7, 170)","[-882.038328560187, 0, 2]"
"(-41, 30, 10, -90)","[-900.0, 0, 1]"
"(-45, 20, 10, -100)","[179.5598154525245, 0, 1]"
"(-30, 60, 5, 180)","[-10.69780894692159, -1449.8137279657053, 9]"
"(-43, 40, -9, 150)","[-153.56124284316843, 0, 2]"
"(-47, 50, -8, 160)","[-611.4230575816059, -191.18274016744846, 3]"
"(-30, 60, -8, 10)","[199.99084184145178, 0, 325]"
"(-41, 80, -5, 30)","[116.77599232444736, 0, 1]"
"(-49, 90, -3, 30)","[124.86817675819663, 0, 1]"
"(-20, 50, -8, 130)","[189.2249746680641, 0, 7]"
"(-30, 70, -5, 150)","[189.39051680050147, 0, 5]"
"(-41, 70, -2, 160)","[69.36303620642252, 0, 1]"
"(-45, 80, -1, 160)","[70.60004234669302, 0, 1]"
"(-49, 80, 0, 160)","[72.04683315402691, 0, 1]"
"(70, 140, 6, 0)","[199.9158849720124, 0, 91]"
"(60, 120, 9, 0)","[199.93436847940063, -2043.546451417812, 309]"
"(-43, 40, 9, -20)","[199.968016387093, 0, 422]"
"(-47, 30, 10, -30)","[199.96811866241814, 0, 423]"
"(100, 30, -1, 0)","[199.98810617592832, 0, 713]"
"(-47, 60, 4, -10)","[199.91969795090282, 0, 60]"
"(-43, 50, -8, -20)","[199.87450331166104, 0, 554]"
"(-47, 60, -7, -10)","[199.85490422544143, 0, 804]"
"(-43, 50, -8, 50)","[199.6202511145787, 0, 355]"
"(-41, 50, -7, 10)","[194.61916893514473, 0, 3]"
"(100, 50, -3, 0)","[199.97047007251055, 0, 385]"
"(-43, 80, -2, 120)","[199.671054498717, -71.2690753351167, 389]"
"(-47, 80, -1, 130)","[199.46661679194588, 0, 349]"
"(-10, 80, 3, 90)","[100.67777971752321, 0, 1]"
"(-10, 70, 5, 80)","[199.46645400618124, 0, 10]"
"(-30, 50, 8, 60)","[106.48305178266553, 0, 1]"
"(-30, 40, 9, 50)","[199.59672596858417, 0, 9]"
"(-45, 50, -8, -30)","[85.14558849506695, 0, 1]"
"(60, 20, -1, 0)","[198.74923226664964, -727.1664193924975, 331]"
"(50, 20, 1, 0)","[198.93607580092612, 0, 69]"
"(40, 10, 4, 0)","[199.95199943287204, 0, 198]"
"(-41, 70, -4, -10)","[181.32214070257515, 0, 3]"
"(-45, 80, -3, -10)","[197.99775135990518, 0, 3]"
"(-49, 80, -2, -10)","[199.08336484038827, 0, 3]"
"(100, 70, 0, 0)","[199.9909789587523, 0, 339]"
"(70, 50, 6, 0)","[199.99195368943492, 0, 85]"
"(-45, 70, 2, 170)","[181.24986700867197, 0, 3]"
"(-20, 60, 1, 40)","[199.37875182810313, 0, 7]"
"(-40, 40, 6, 20)","[198.89886140000573, 0, 5]"
"(-20, 90, -9, 110)","[-1686.3901177785358, -810.0466457142926, 17]"
"(-30, 100, -8, 120)","[199.62755613973343, 0, 4]"
"(-49, 30, -9, 60)","[97.4549410525863, 0, 1]"
"(90, 70, -8, 0)","[199.9711496451369, 0, 227]"
"(-10, 100, -9, 60)","[197.82178547145705, 0, 2]"
"(20, 170, -2, 0)","[179.52951008862019, 0, 1]"
"(-41, 70, 4, 170)","[167.79622979492086, 0, 2]"
"(-45, 60, 5, 170)","[172.64036792032513, 0, 2]"
"(-49, 60, 6, 160)","[177.31787469489436, 0, 2]"
"(-45, 80, 3, 150)","[193.69670966840263, 0, 5]"
"(-47, 50, -8, 70)","[199.89733460797532, 0, 362]"
"(100, 80, -7, 0)","[199.95191639850268, 0, 234]"
"(-49, 30, 8, -50)","[140.20261059984523, 0, 1]"
"(100, 110, -3, 0)","[195.34626169236026, 0, 322]"
"(-40, 70, -3, 70)","[199.98082312926405, 0, 220]"
"(90, 70, 2, 0)","[-183.4606572781371, 199.96809182914615, 240]"
"(60, 40, 8, 0)","[199.79012455828092, 0, 774]"
"(-20, 70, 4, 10)","[199.93122075962418, 0, 2001]"
"(-43, 40, -9, -10)","[199.92566409016354, 0, 984]"
"(-47, 50, -8, -10)","[199.9363290371422, 0, 915]"
"(100, 0, -7, 0)","[199.94024903212133, 0, 901]"
"(-43, 70, -2, 90)","[182.66143209643002, 0, 2]"
"(-47, 70, -1, 90)","[28.34441685920933, 0, 1]"
"(-10, 90, -5, 180)","[-888.3534223367395, 0, 3]"
"(-20, 100, -2, 180)","[179.53296900594628, 0, 1]"
"(-41, 90, 1, 30)","[196.7011152375329, 0, 3]"
"(-45, 90, 2, 30)","[170.44254774680738, 0, 1]"
"(-43, 50, -9, 10)","[198.34500750139858, 0, 610]"
"(-10, 60, 3, 120)","[199.8681489411367, 0, 68]"
"(-20, 50, 6, 110)","[199.44992045499586, -487.9416371570119, 229]"
"(-20, 40, 7, 100)","[-880.0055826941112, 199.89297271332364, 105]"
"(-30, 30, 8, 90)","[-900.0, 199.80620775390065, 37]"
"(-30, 20, 9, 80)","[-900.0, 87.84298339711427, 2]"
"(-40, 10, 10, 70)","[197.50175148020708, 0, 2]"
"(-43, 50, -8, 180)","[-573.1561756064647, -473.5077460320613, 5]"
"(-45, 50, 5, 170)","[181.78095511098124, 0, 3]"
"(-43, 70, -3, -10)","[199.94961734306904, 0, 489]"
"(-40, 40, -8, -70)","[199.95112658996007, 0, 120]"
"(-49, 60, -9, 160)","[-292.2963756699867, 0, 1]"
"(-10, 80, 3, 60)","[57.955397472393564, 0, 1]"
"(-10, 70, 5, 50)","[192.41628511573052, 0, 5]"
"(-30, 50, 8, 30)","[9.0, 0, 1]"
"(-30, 40, 9, 20)","[-900.0, 197.65530159967483, 3]"
"(-30, 30, 10, 10)","[-900.0, 178.53287321196095, 4]"
"(-41, 80, -2, 130)","[150.52418179738098, 0, 2]"
"(-45, 80, -1, 130)","[154.06103771748047, 0, 2]"
"(-49, 80, 0, 130)","[157.48461776206096, 0, 2]"
"(-20, 30, 7, 30)","[-893.1444020539751, 199.8742507388347, 563]"
"(-40, 40, -7, 50)","[49.00078259487301, 0, 1]"
"(20, 100, 6, 0)","[199.9723799797755, 0, 546]"
"(-20, 80, -9, 150)","[-1823.2214381336753, -1776.1145571120853, 13]"
"(-20, 90, -8, 160)","[-990.0, -982.1110365177352, 5]"
"(-30, 100, -6, 170)","[-882.0450305040911, 0, 2]"
"(-47, 30, -9, 20)","[196.58000082245118, 0, 64]"
"(100, 30, -8, 0)","[199.9537594397491, 0, 373]"
"(-10, 30, 2, 110)","[83.63376639045853, 0, 1]"
"(-20, 50, -8, 120)","[199.6374607949384, 0, 151]"
"(-30, 70, -5, 140)","[187.5804606632836, 0, 6]"
"(-43, 80, -1, 150)","[180.49958224508003, 0, 4]"
"(-47, 80, 0, 150)","[186.48402377518602, 0, 4]"
"(-10, 80, 0, 120)","[199.50427244044968, 0, 85]"
"(-30, 60, 5, 110)","[199.76940264311253, 0, 47]"
"(-41, 30, 9, 80)","[37.25087739199041, 0, 1]"
"(-49, 30, -9, 80)","[28.119253639739277, 0, 1]"
"(-45, 70, -2, 100)","[198.20773812219718, 0, 4]"
"(-49, 80, -1, 100)","[164.5402859701383, 0, 2]"
"(-41, 60, -6, 160)","[142.095387179613, 0, 2]"
"(-20, 90, 0, 170)","[199.9044700761876, 0, 215]"
"(-41, 60, 7, 140)","[133.14122352743456, 0, 1]"
"(-45, 50, 8, 130)","[145.19441348237962, 0, 1]"
"(-49, 40, 9, 120)","[159.2917116752978, 0, 1]"
"(-41, 70, -4, 0)","[193.5797415545135, 0, 2]"
"(-49, 70, -2, 0)","[199.5672147033008, 0, 3]"
"(-20, 70, 4, 140)","[55.218089185093, -760.5, 70]"
"(-43, 40, -9, 110)","[-4.168808790036141, -900.0, 3]"
"(-47, 50, -8, 120)","[167.43194209496963, -1521.4910938679513, 4]"
"(-41, 60, 4, 180)","[179.17606987087447, 0, 2]"
"(-49, 50, 6, 170)","[183.13240090134187, 0, 2]"
"(-49, 60, -7, 30)","[199.1935020660654, 0, 6]"
"(-40, 70, -6, 40)","[199.02080774230888, 0, 5]"
"(-41, 70, -5, 40)","[195.21603689548883, 0, 6]"
"(-49, 80, -3, 50)","[199.31047724301243, 0, 3]"
"(-41, 50, -8, 80)","[184.0259374782398, 0, 4]"
"(20, 150, 2, 0)","[197.50755822443656, 0, 2]"
"(-41, 40, -9, -20)","[176.76128840238323, 0, 3]"
"(-45, 50, -8, -10)","[181.57987872941774, 0, 4]"
"(-49, 60, -7, 0)","[190.8362100176218, 0, 3]"
"(-10, 40, 5, 100)","[197.35911236187684, 0, 5]"
"(-20, 30, 7, 90)","[-900.0, 199.87985895748346, 192]"
"(-20, 20, 8, 80)","[-900.0, 0, 1]"
"(-20, 10, 9, 70)","[199.78594170423844, 0, 3]"
"(-20, 100, -9, 90)","[-880.0141132099154, 179.69376271662475, 8]"
"(-41, 60, 6, 170)","[134.342019128686, 0, 1]"
"(-45, 50, 7, 160)","[146.59885278208887, 0, 1]"
"(-49, 40, 8, 150)","[160.93433073928526, 0, 1]"
"(-43, 70, -5, 0)","[199.96580835257777, 0, 556]"
"(-47, 70, -4, 0)","[199.9684331393469, 0, 334]"
"(-43, 40, -9, 130)","[-562.8926203760115, 0, 3]"
"(-47, 50, -8, 140)","[-671.3406820068542, -751.5501591249881, 5]"
"(-40, 90, -1, -20)","[199.96449578702538, 0, 281]"
"(-47, 80, 2, -20)","[196.24503102758536, 0, 374]"
"(-20, 60, -3, 170)","[199.8981548589423, 0, 203]"
"(-20, 60, -2, 170)","[199.9191271583507, 0, 32]"
"(-40, 60, 1, 170)","[199.9174978950516, 0, 31]"
"(-40, 60, 2, 170)","[199.81958000518034, 0, 203]"
"(-43, 70, -5, 40)","[199.7506968314588, 0, 439]"
"(-47, 70, -4, 40)","[199.96624336229152, 0, 748]"
"(-43, 80, -3, 30)","[199.97179327045114, 0, 287]"
"(-47, 80, -2, 30)","[199.97330638454915, 0, 563]"
"(-45, 70, 2, 40)","[199.97096539017727, 0, 20]"
"(-40, 80, -3, -10)","[199.98815687680087, 0, 145]"
"(-47, 50, 5, 80)","[199.94481314587773, 0, 615]"
"(100, 110, 0, 0)","[199.8762080994752, 0, 271]"
"(-49, 50, 9, -20)","[163.65020039002619, 0, 1]"
"(-10, 60, -9, 80)","[-62.323291756565936, -1000.992186570007, 15]"
"(-30, 80, -5, 110)","[152.1874839127268, 0, 2]"
"(-30, 90, -4, 110)","[23.393250267243413, 0, 5]"
"(-41, 90, 0, 120)","[114.87665864943375, 0, 1]"
"(-45, 90, 1, 120)","[123.83234929758333, 0, 1]"
"(-49, 90, 2, 120)","[134.3068412837232, 0, 1]"
"(-10, 100, -9, 240)","[179.5861736456988, 0, 1]"
"(-49, 70, -7, 70)","[199.03939866503256, 0, 3]"
"(-10, 90, -9, 90)","[-973.0888678993987, -1538.332760979761, 3]"
"(-41, 30, 9, -40)","[32.729865129719826, 0, 1]"
"(-45, 20, 10, -50)","[182.07369308943322, 0, 2]"
"(-49, 10, 10, -60)","[21.934769850169047, 0, 1]"
"(-43, 60, 7, -30)","[199.54505350540924, 0, 140]"
"(-47, 50, 8, -40)","[-16.170986596433817, 199.95791350501207, 206]"
"(-10, 100, -8, 80)","[197.52592905063972, 0, 2]"
"(-41, 60, 7, 170)","[129.32906011606454, 0, 1]"
"(-45, 50, 8, 160)","[140.73574282580648, 0, 1]"
"(-49, 40, 9, 150)","[154.07689219392572, 0, 1]"
"(-41, 80, -3, 10)","[199.40314419379524, 0, 7]"
"(-45, 90, -2, 10)","[169.70722022421876, 0, 2]"
"(-49, 90, -1, 20)","[168.8370536974847, 0, 1]"
"(-47, 80, 4, 110)","[199.9323412819244, 0, 1541]"
"(-47, 80, -2, -30)","[199.96898379531765, 0, 193]"
"(-47, 40, -8, 0)","[199.993570889117, 0, 210]"
"(-41, 90, 1, 70)","[199.80720123068832, 0, 5]"
"(-20, 50, -8, -20)","[199.97478392981026, 0, 264]"
"(-47, 80, -1, 10)","[199.96599299209433, 0, 543]"
"(-40, 80, 3, -50)","[199.1227483226835, 0, 153]"
"(-47, 70, 5, -60)","[199.32969103954875, 0, 28]"
"(-41, 60, -8, 60)","[195.83134542739697, 0, 5]"
"(-45, 70, -7, 70)","[196.70414555351874, 0, 3]"
"(-49, 70, -6, 70)","[198.83287503654677, 0, 7]"
"(-47, 70, -5, 80)","[199.49865320904118, 0, 749]"
"(-47, 50, -8, 60)","[199.36105101727838, 0, 622]"
"(-40, 90, -9, 120)","[-836.2631314756844, -900.0, 3]"
"(-40, 100, -8, 130)","[179.60734257509483, 0, 1]"
"(-43, 60, -7, -60)","[190.507892073575, 0, 323]"
"(-43, 40, -9, 60)","[199.8983324314367, 0, 380]"
"(30, 70, 7, 0)","[199.97312234583316, 0, 418]"
"(-10, 80, -9, 100)","[-76.04999999999998, -900.0, 4]"
"(-20, 90, -8, 110)","[-999.0, -1669.5, 4]"
"(-20, 100, -7, 110)","[197.9285940613748, 0, 2]"
"(-49, 60, -7, -10)","[199.83639214028798, 0, 6]"
"(-43, 80, -3, 130)","[199.89610509109636, 0, 126]"
"(-43, 20, 10, 60)","[-900.0, 0, 1]"
"(-47, 10, 10, 50)","[179.53918291780525, 0, 1]"
"(-41, 50, -9, -10)","[191.54270430435375, 0, 4]"
"(-10, 30, 3, -10)","[120.03182393847759, 0, 2]"
"(-20, 20, 5, -20)","[-741.4579707096684, 127.9111587169927, 2]"
"(-45, 40, -7, -20)","[156.76992873467518, 0, 1]"
"(-41, 90, -3, 10)","[154.09967329170703, 0, 1]"
"(-49, 90, -1, 10)","[170.02532413226177, 0, 1]"
"(-41, 80, -1, -20)","[153.4824655682972, 0, 2]"
"(-45, 80, 0, -20)","[154.6689522652697, 0, 2]"
"(-49, 80, 1, -20)","[144.60533335373728, 0, 1]"
"(-43, 80, -4, 180)","[-148.5873408325916, 0, 6]"
"(-47, 90, -3, 180)","[-406.52135273368333, -1458.96030671583, 43]"
"(40, 180, 9, 0)","[-1388.0402976379341, -2288.7364639608045, 3]"
"(40, 170, 10, 0)","[-2242.600578105766, -2250.7100714514045, 5]"
"(-43, 80, 0, 110)","[172.7435274220006, 0, 2]"
"(-47, 80, 1, 110)","[176.31491794781883, 0, 2]"
"(100, 110, 2, 0)","[199.81370902996903, 0, 6]"
"(-43, 60, -7, 10)","[199.9835678914062, 0, 312]"
"(-47, 50, 5, 160)","[199.78028694013997, 0, 431]"
"(100, 110, -9, 0)","[-279.4534867903404, -1404.0435905916793, 3]"
"(-45, 70, 2, 110)","[199.95782642032907, 0, 14]"
"(-43, 70, 2, 80)","[199.91300816778278, 0, 1232]"
"(-20, 70, 3, -40)","[199.73423736460447, 0, 1456]"
"(-40, 40, 8, -70)","[199.90607881837926, 0, 1427]"
"(-43, 40, -9, -70)","[199.89998483311047, 0, 718]"
"(-47, 50, -8, -70)","[199.88685745508528, 0, 538]"
"(-10, 40, -9, 120)","[199.8087933874202, 0, 206]"
"(-30, 70, -4, 150)","[199.75580754376819, 0, 206]"
"(100, 150, 3, 0)","[199.9560228312461, 0, 578]"
"(-47, 70, -7, 70)","[199.9291935085807, 0, 122]"
"(-20, 50, -7, 60)","[199.98516003018898, 0, 12]"
"(-40, 70, -2, 80)","[199.98447784095052, 0, 12]"
"(-40, 70, -1, 80)","[199.95263782756436, 0, 35]"
"(-43, 70, 1, 80)","[199.98596356237624, 0, 7]"
"(-47, 70, 2, 80)","[199.96481763383684, 0, 27]"
"(-43, 60, -5, 40)","[199.9859746067885, 0, 303]"
"(-10, 40, 9, -20)","[184.30324122988907, 0, 3]"
"(-30, 70, -5, 0)","[146.34113058044855, 0, 3]"
"(-43, 80, -1, 10)","[124.52665847636031, 0, 2]"
"(-47, 80, 0, 10)","[117.08222555764164, 0, 2]"
"(50, 170, 2, 0)","[-1429.4837788786763, -2431.9454667447526, 28]"
"(40, 160, 5, 0)","[-1388.6586856691138, -2179.7425017014903, 35]"
"(30, 150, 6, 0)","[-1841.8694266367766, -3137.1411244970495, 16]"
"(30, 150, 7, 0)","[-2528.5757913234206, -906.0572354088044, 19]"
"(20, 140, 8, 0)","[199.27814834878723, 0, 3]"
"(-43, 70, -6, 10)","[199.964417353951, 0, 922]"
"(30, 150, 8, 0)","[-1749.5242117289138, -1756.069549703489, 8]"
"(30, 140, 9, 0)","[-2358.232039723727, -1768.743658945366, 10]"
"(-41, 70, -9, 140)","[-7.729638556451981, 0, 6]"
"(-45, 80, -8, 150)","[-20.79546836340913, -590.3704642971709, 6]"
"(-49, 90, -7, 150)","[-34.81015221646552, -1572.162637153181, 4]"
"(-41, 60, 7, 90)","[154.540792139238, 0, 1]"
"(-49, 40, 9, 80)","[171.33876982674622, 0, 1]"
"(-47, 40, 7, 0)","[188.0729456523208, 0, 3]"
"(-45, 80, -9, 170)","[10.129104546168795, 0, 2]"
"(-49, 90, -8, 180)","[-252.03550155275053, -1321.08668634038, 3]"
"(60, 240, -3, 0)","[-1029.2207776409175, -1974.1031109563608, 16]"
"(60, 240, -2, 0)","[-1115.3793466383443, -1803.8618024800312, 17]"
"(50, 240, -1, 0)","[10.979192249999999, 0, 3]"
"(50, 240, 0, 0)","[-1295.1790107503634, -2047.312789631163, 14]"
"(40, 240, 1, 0)","[-1469.8921995780356, -2322.4423944768355, 7]"
"(40, 240, 2, 0)","[-1504.1894357753606, -2331.08553297137, 10]"
"(-43, 40, -8, -50)","[199.9234462522283, 0, 201]"
"(100, 140, -4, 0)","[199.76779996206875, 0, 46]"
"(-20, 30, -9, -40)","[199.98465582794796, 0, 78]"
"(-40, 60, -4, -10)","[199.98885256146417, 0, 78]"
"(-43, 70, -6, -20)","[198.06161769325183, 0, 1037]"
"(-47, 70, -5, -20)","[195.83289901136337, 0, 914]"
"(-20, 40, 7, 60)","[199.61478505970138, 0, 382]"
"(-47, 70, -4, 90)","[197.63497636561485, 0, 748]"
"(-40, 80, -3, 20)","[185.53173778232812, 0, 467]"
"(-47, 40, 7, 140)","[192.4662370294743, 0, 4]"
"(-10, 70, 4, -60)","[199.64558645940326, 0, 133]"
"(-20, 60, 6, -80)","[199.53166477289074, 0, 76]"
"(-40, 40, -9, -90)","[199.80623518801013, 0, 425]"
"(-40, 50, -8, -80)","[199.78885539969824, 0, 381]"
"(-40, 60, -7, -80)","[197.55073945616246, 0, 97]"
"(-43, 60, -6, -70)","[199.57814726903902, 0, 150]"
"(-47, 70, -5, -60)","[199.59531581057172, 0, 101]"
"(-20, 50, -7, 30)","[199.96377526948405, 0, 13]"
"(-40, 70, -2, 50)","[199.9479295374903, 0, 13]"
"(-43, 70, 0, 50)","[193.1434008706963, 0, 2]"
"(-47, 70, 1, 50)","[197.10348461017705, 0, 2]"
"(-43, 70, 2, 130)","[199.8070263516263, 0, 1067]"
"(-47, 70, -2, 70)","[199.9820631405802, 0, 78]"
"(-43, 60, -6, -40)","[199.8893810186186, 0, 178]"
"(-47, 70, -5, -30)","[199.35353016495026, 0, 341]"
"(100, -30, -4, 0)","[199.96624110056237, 0, 79]"
"(-45, 40, -9, 90)","[5.5585024298202, 0, 3]"
"(-49, 50, -8, 90)","[9.0, 0, 1]"
"(-41, 70, -4, 40)","[196.6631762292531, 0, 7]"
"(-45, 70, -3, 50)","[170.88313045060596, 0, 3]"
"(-49, 80, -2, 50)","[197.0203543793702, 0, 4]"
"(-10, 30, 10, 40)","[-900.0, 158.06242401471602, 2]"
"(-10, 20, 10, 30)","[179.49782423146732, 0, 1]"
"(-43, 70, -4, 70)","[198.42701721276217, 0, 1375]"
"(-47, 80, -2, 10)","[199.96668842292783, 0, 570]"
"(-47, 40, 7, 120)","[157.8306110560938, 0, 2]"
"(70, 60, -7, 0)","[199.9654291962256, 0, 1409]"
"(50, 80, -3, 0)","[199.92401931511412, 0, 2710]"
"(50, 80, -2, 0)","[199.95189735817831, 0, 1409]"
"(40, 80, 1, 0)","[199.94021838895867, -1494.8526025052117, 1805]"
"(30, 80, 2, 0)","[199.88264593601482, 0, 2708]"
"(20, 70, 5, 0)","[199.84737907649134, -1344.2564855453088, 3171]"
"(20, 60, 6, 0)","[199.9235047287739, 0, 1803]"
"(-10, 60, 4, -30)","[198.77660917488302, 0, 523]"
"(-20, 50, 7, -50)","[199.62943516334198, 0, 630]"
"(-43, 90, 2, 70)","[199.97202417024272, 0, 275]"
"(-10, 60, -3, 90)","[180.71738786682127, 0, 4]"
"(-30, 60, 2, 90)","[176.11886069790734, 0, 4]"
"(50, 100, 1, 0)","[199.94120356645152, 0, 1152]"
"(30, 80, 6, 0)","[199.94017055807032, 0, 1152]"
"(-30, 90, -3, 90)","[199.96637845301595, -900.0, 588]"
"(-43, 90, 2, 90)","[199.987649411155, 0, 302]"
"(-30, 90, -3, 110)","[199.97564194589341, 0, 475]"
"(-43, 90, 2, 110)","[199.97188775085343, 0, 259]"
"(-47, 90, -9, 90)","[-191.94255605741952, -1390.9893196050505, 4]"
"(100, 100, -8, 0)","[-255.47432223911426, -471.7482047528965, 4]"
"(-10, 60, 5, 60)","[175.1365815928695, 0, 2]"
"(-10, 50, 6, 60)","[199.71966629127243, 0, 8]"
"(-10, 50, 7, 50)","[25.621667594593244, 0, 2]"
"(-20, 40, 8, 40)","[93.87915315313742, 0, 1]"
"(-45, 70, -3, 70)","[45.10035207030317, 0, 2]"
"(-30, 50, -9, 70)","[198.8999106141831, 0, 672]"
"(-40, 60, -8, 80)","[199.27525816710542, 0, 769]"
"(-40, 70, -7, 80)","[199.73987077415183, 0, 597]"
"(-40, 70, -6, 90)","[198.77969620050885, 0, 858]"
"(-43, 80, -5, 90)","[199.817197303373, 0, 443]"
"(-47, 80, -4, 100)","[199.0284371122206, 0, 671]"
"(-10, 70, 4, 110)","[199.8319968844658, 0, 238]"
"(-20, 50, 7, 90)","[199.76435723473986, 0, 358]"
"(-43, 40, -8, -60)","[199.2335505391852, 0, 190]"
"(-43, 80, -3, 90)","[199.8253350110387, 0, 281]"
"(-10, 80, 5, 80)","[137.13999400347808, 0, 2]"
