A,B 
"(-47, 70, -7, 150)","[98.62277993534738, -1472.1337514369695, 23]"
"(-20, 70, -8, 170)","[-960.6887448994391, -1625.3690964791542, 18]"
"(-47, 90, -2, 180)","[-612.4489304182224, -1056.8905808385832, 280]"
"(-47, 60, -8, -70)","[199.52268381483907, 0, 427]"
"(-40, 90, -8, 140)","[-899.1, 0, 2]"
"(-43, 90, -7, 150)","[-900.0, 0, 1]"
"(-47, 100, -6, 160)","[-1006.6228218902013, 0, 1]"
"(-30, 50, -9, 170)","[-328.291947268086, -1241.972870514169, 48]"
"(-10, 70, -7, -70)","[199.78799460038033, 0, 35]"
"(-30, 90, -2, -50)","[199.7919603429117, 0, 35]"
"(-40, 90, 1, -50)","[199.75271083134498, 0, 54]"
"(-43, 70, -9, 160)","[-614.6652195123079, -1535.4920081363537, 5]"
"(-47, 80, -8, 170)","[-702.0564067184108, -1629.0916456369337, 4]"
"(-43, 60, 4, -60)","[199.78757388832733, 0, 53]"
"(-43, 90, -2, 180)","[142.23440142222222, -2237.851036417321, 446]"
"(-47, 90, -1, 180)","[154.42702111899445, -1375.5445917409536, 484]"
"(-20, 60, -8, 150)","[133.0351478533218, -1074.4641567893348, 534]"
"(-45, 40, -9, -60)","[178.86564636956084, 0, 2]"
"(-49, 40, -8, -50)","[179.1985857263309, 0, 1]"
"(-49, 60, 4, 30)","[199.92871143006047, 0, 6]"
"(-41, 70, 2, -50)","[154.36809265246816, 0, 1]"
"(-45, 70, 3, -50)","[170.02116099703878, 0, 1]"
"(-45, 70, -4, 100)","[196.46733852185747, 0, 6]"
"(-30, 70, -9, 140)","[-114.13312242573949, -2557.4957494268538, 11]"
"(-40, 80, -8, 150)","[-99.29424568774976, -1921.2182251107524, 17]"
"(-40, 80, -7, 150)","[145.36216334654006, -1675.6455328762502, 125]"
"(-40, 90, -6, 160)","[20.265390753404606, 0, 5]"
"(-43, 90, -5, 170)","[78.82105757448288, -2291.7990146700754, 11]"
"(-47, 100, -4, 170)","[161.89188162233052, 0, 2]"
"(100, -70, -2, 0)","[186.09348358466983, 0, 2]"
"(-47, 70, -1, 0)","[179.71318301510343, 0, 1]"
"(-41, 80, -1, 10)","[148.1174501180048, 0, 1]"
"(-45, 80, 0, 10)","[162.71046797427462, 0, 1]"
"(-49, 80, 1, 10)","[179.7783251161107, 0, 1]"
"(100, 180, 2, 0)","[183.1476015072732, 0, 415]"
"(-43, 40, -9, 160)","[-606.3753079871351, -900.0, 8]"
"(-47, 50, -8, 170)","[-641.7701898641711, -1523.2946000049799, 2]"
"(-41, 90, -6, 180)","[16.694999999999997, 0, 1]"
"(-45, 100, -5, 180)","[9.0, 0, 1]"
"(-49, 100, -4, 180)","[-514.4994099841011, 0, 1]"
"(-41, 80, -3, -40)","[147.69302137724213, 0, 1]"
"(-45, 80, -2, -40)","[162.2140600903417, 0, 1]"
"(-49, 80, -1, -40)","[179.19773109981486, 0, 1]"
"(60, 180, 9, 0)","[-1872.1211941436975, -2185.0267619918804, 143]"
"(50, 180, 10, 0)","[-1899.1640749772776, 0, 2]"
"(50, 170, 10, 0)","[-2362.981461437645, -2379.454178363472, 39]"
"(-45, 70, -3, 0)","[190.99436861190696, 0, 2]"
"(-40, 20, 9, 60)","[-900.0, 0, 1]"
"(-40, 10, 10, 50)","[179.98868933921, 0, 1]"
"(-41, 70, -7, 80)","[157.33628567712105, 0, 1]"
"(-49, 80, -5, 90)","[179.51839709536995, 0, 1]"
"(-41, 60, -8, 110)","[148.03556765769258, 0, 1]"
"(-45, 60, -7, 110)","[199.37581447966735, 0, 3]"
"(-49, 70, -6, 120)","[179.6663146372458, 0, 1]"
"(-43, 100, -7, 170)","[197.98046361382134, 0, 2]"
"(-40, 70, -1, -40)","[199.61660725803372, 0, 80]"
"(-41, 60, -7, 30)","[198.17325671804522, 0, 7]"
"(-40, 90, -7, 160)","[-26.24471675635398, -2918.4262911804117, 10]"
"(-43, 100, -6, 170)","[-1273.4544130454292, -973.0760723213726, 3]"
"(-47, 50, 7, -90)","[197.71194947881588, 0, 73]"
"(100, -100, 8, 0)","[198.94845929382222, 0, 54]"
"(-20, 30, -9, 170)","[-29.26907311837377, -15.055861876853653, 2]"
"(-47, 80, -4, 150)","[199.6964220090639, 0, 76]"
"(-43, 90, -5, 160)","[56.007314108197036, 0, 61]"
"(-49, 90, -9, 180)","[-668.9031516804623, -1587.0948671340318, 5]"
"(-49, 60, -6, 70)","[178.22633167682858, 0, 1]"
"(-41, 80, 3, -60)","[199.24568715998103, 0, 4]"
"(-41, 90, -2, 180)","[-589.8836393202541, -900.0, 11]"
"(-45, 90, -1, 180)","[-692.258628990174, -1401.222518682343, 11]"
"(-49, 90, 0, 180)","[-819.7215688460849, -1651.1460536141446, 9]"
"(-43, 90, -9, 170)","[-2293.0064226771615, -2266.0818136214607, 4]"
"(-49, 70, 6, 140)","[199.8226465062543, 0, 5]"
"(-41, 60, -6, -70)","[147.4464112067765, 0, 1]"
"(-45, 60, -5, -60)","[161.92562714242868, 0, 1]"
"(-49, 70, -4, -60)","[178.86038262272362, 0, 1]"
"(-30, 60, -9, 130)","[197.24387673221986, 0, 237]"
"(-40, 70, -8, 130)","[197.09345353113218, -169.0238670105894, 174]"
"(-40, 80, -6, 150)","[197.91652382942948, 0, 293]"
"(-43, 90, -5, 150)","[150.78587285026242, 0, 77]"
"(-47, 90, -4, 160)","[197.56061466071446, 0, 234]"
"(-40, 80, -8, 130)","[34.711120560004986, 0, 8]"
"(-40, 90, -7, 140)","[192.934361430654, 0, 4]"
"(-43, 90, -6, 150)","[183.80985969400217, -1370.765222742259, 20]"
"(-47, 100, -5, 150)","[180.26884173732023, 0, 2]"
"(-20, 40, 2, 90)","[199.16290659161444, 0, 26]"
"(-40, 80, -8, 140)","[-330.5097564650275, -2425.3717365062453, 18]"
"(-40, 90, -7, 150)","[-884.6445527184685, -900.0, 5]"
"(-43, 90, -6, 160)","[30.93954896038601, 0, 5]"
"(-47, 100, -5, 160)","[149.5676085927975, -1405.7632978632134, 4]"
"(-43, 60, 3, 150)","[199.7340821524038, 0, 30]"
"(-30, 70, -9, 130)","[-441.3473839485701, -1647.2297218496221, 17]"
"(-40, 90, -6, 150)","[197.52665902037486, -900.0, 15]"
"(-43, 100, -5, 150)","[199.47854613650117, 0, 4]"
"(-47, 100, -4, 160)","[180.79303052529835, 0, 12]"
"(-41, 90, 2, -20)","[198.89478100727416, 0, 3]"
"(-30, 50, 6, 170)","[-174.1030079157046, -1002.2240760844251, 15]"
"(-30, 50, 7, 160)","[-1322.461055795314, -395.93824277726674, 31]"
"(-43, 60, -7, 180)","[-531.9699742806605, -1528.2239956595818, 4]"
"(-47, 70, -6, 180)","[-511.0354575347731, -1539.4963531324531, 7]"
"(-43, 80, -7, 150)","[-333.0019198190223, -545.5291390500958, 5]"
"(-43, 90, 0, 180)","[152.56706841275874, -1804.5768670225225, 798]"
"(-47, 90, 1, 180)","[169.9840652498131, -1219.3863980941724, 767]"
"(-43, 60, 3, 20)","[199.91420778573973, 0, 72]"
"(-41, 50, -8, 140)","[24.03928724047258, 0, 1]"
"(-49, 60, -6, 150)","[-99.6833667582815, 0, 1]"
"(-43, 100, -4, 180)","[-169.019003262763, -2315.902842431701, 3]"
"(-10, 40, -8, -50)","[197.56091826213574, 0, 3]"
"(-49, 60, 4, -40)","[177.74521146419332, 0, 1]"
"(-43, 60, 3, 130)","[198.9566532361584, 0, 72]"
"(-49, 80, -9, 80)","[199.95239502219715, 0, 4]"
"(-20, 50, 5, 110)","[199.79462211877197, 0, 45]"
"(-43, 70, -7, -70)","[199.59221476114774, 0, 97]"
"(-30, 70, -7, -30)","[156.14683548439777, 0, 1]"
"(-41, 90, -2, -10)","[148.09929567066698, 0, 1]"
"(-45, 90, -1, -10)","[198.86095909439385, 0, 3]"
"(-49, 90, 0, -10)","[199.3127986508689, 0, 3]"
"(-45, 90, -9, 180)","[-608.9862530080873, -1471.1504311417648, 3]"
"(-49, 100, -8, 180)","[-723.8435707696926, -1455.6338330916049, 3]"
"(-10, 60, -9, 160)","[-883.3024031404062, -1231.9542522338247, 7]"
"(-40, 70, -9, 130)","[-267.9333637034863, -1333.1161906752998, 17]"
"(-40, 80, -7, 140)","[197.08373327589226, -760.5, 194]"
"(-47, 90, -5, 150)","[198.49459463161503, -1452.863609439286, 127]"
"(-47, 60, 5, -80)","[199.6480243370466, 0, 22]"
"(-40, 60, -9, 120)","[197.09221339985203, -219.18302596648078, 44]"
"(-43, 80, -7, 140)","[146.2042741684483, 0, 2]"
"(-47, 80, -6, 140)","[-40.05819278442769, 0, 3]"
"(-20, 80, -7, 170)","[9.0, 0, 1]"
"(-20, 80, -6, 180)","[-1386.3276059016412, -1660.429074933685, 32]"
"(-20, 50, 7, 140)","[119.80978989997229, -822.2707480540494, 53]"
"(-47, 50, -9, 130)","[-559.7315789516641, -1452.9042463881367, 3]"
"(-43, 70, -8, 170)","[-576.5581994498477, -1417.1134047845483, 4]"
"(-47, 70, -7, 170)","[-695.3399923549096, -1455.0543847934266, 7]"
"(20, 140, 10, 0)","[179.98059203962242, 0, 1]"
"(-40, 40, -9, 170)","[-476.1253096702279, -900.0, 5]"
"(-43, 50, -7, 180)","[-576.1058052039376, -1372.2162967559161, 4]"
"(-47, 60, -6, 180)","[-623.8270148345265, -1451.6082290196453, 2]"
"(-41, 50, -9, 0)","[188.04671784942175, 0, 2]"
"(-45, 60, -8, 0)","[192.1797672021419, 0, 2]"
"(-49, 70, -7, 10)","[178.7013698791482, 0, 1]"
"(-40, 80, -7, 160)","[-343.8054565891274, -1669.5, 38]"
"(90, 240, -9, 0)","[-388.52397822174316, -15.41264071883941, 2]"
"(70, 300, -8, 0)","[-35.68389873381419, 0, 1]"
"(60, 300, -6, 0)","[12.096896960111431, 0, 3]"
"(60, 300, -5, 0)","[-632.5344419219277, 0, 3]"
"(50, 300, -3, 0)","[-881.3413705688746, -2161.5512503699433, 6]"
"(40, 300, 0, 0)","[-1353.4241322999678, -2253.7772575161343, 4]"
"(-10, 60, -1, 40)","[183.37154962962498, 0, 2]"
"(-30, 50, 4, 30)","[176.04933939909486, 0, 2]"
"(-41, 30, -9, 20)","[153.85996677357755, 0, 1]"
"(-49, 50, -7, 30)","[177.20797149122956, 0, 1]"
"(-49, 80, 4, 150)","[199.86900346573196, 0, 6]"
"(-43, 80, -8, 170)","[-47.47623402559001, -1451.6340726223027, 3]"
"(-45, 50, -6, 90)","[155.17479358794344, 0, 1]"
"(-49, 60, -5, 100)","[170.96467086309175, 0, 1]"
"(-30, 80, -5, 170)","[104.71347708385078, 0, 59]"
"(50, 180, 9, 0)","[-2238.504171879055, -2365.185641900445, 31]"
"(-43, 100, -5, 160)","[188.823574660655, 0, 2]"
"(-45, 60, -7, -30)","[178.34241635498427, 0, 1]"
"(-20, 60, 3, 150)","[31.38467294131157, -1096.665289917709, 22]"
"(-40, 30, 8, 120)","[-899.1, 93.94842632479089, 12]"
"(-47, 80, -5, 180)","[-345.0605258232101, -1428.9318881990719, 31]"
"(-47, 50, -6, 100)","[199.86292390905822, 0, 19]"
"(-47, 40, -7, 30)","[199.68891361265113, 0, 9]"
"(-47, 40, -8, 130)","[-591.9111971589813, -1475.0269855058477, 5]"
"(-45, 60, -8, 110)","[167.60468682690595, 0, 1]"
"(-43, 80, -8, 150)","[10.6695, 0, 2]"
"(-47, 90, -7, 160)","[-660.9928440055619, -1482.2177410733402, 4]"
"(-45, 90, -2, 180)","[-95.85482196043887, -1483.8387310832363, 5]"
"(-49, 90, -1, 180)","[-101.24044524717583, -1680.0451895318145, 3]"
"(-30, 20, 9, -20)","[-882.0013442971413, 0, 2]"
"(-10, 70, 4, 180)","[-216.3725872501904, -1432.891607975627, 33]"
"(-20, 60, 6, 170)","[-305.315489070624, -1282.4260198189966, 20]"
"(-20, 50, 7, 170)","[-268.26765968370137, -690.2804163918972, 11]"
"(-30, 30, 9, 150)","[-630.2120471176091, -226.59944651322206, 4]"
"(-40, 30, -9, 150)","[-379.19580801818176, 0, 4]"
"(-43, 50, -7, 160)","[-166.12519783803072, -537.6632393470436, 4]"
"(-47, 50, -6, 170)","[-636.0921300321595, 0, 1]"
"(60, 300, -4, 0)","[13.811565967594314, 0, 1]"
"(50, 300, -2, 0)","[-80.53529512499996, 0, 2]"
"(-20, 40, -8, 130)","[199.61991699189434, 0, 3]"
"(-47, 70, -1, 160)","[199.70810534369076, 0, 16]"
"(-20, 50, 6, 170)","[-202.08760854086196, -1077.9987025965568, 26]"
"(-41, 30, 9, -60)","[-900.0, 0, 1]"
"(-45, 20, 10, -70)","[-900.0, 0, 1]"
"(-49, 10, 10, -80)","[179.89534745938863, 0, 1]"
"(-43, 100, -9, 240)","[179.96364470949376, 0, 1]"
"(-10, 30, 5, -30)","[198.4690532452073, 0, 3]"
"(-47, 70, -1, 10)","[199.61959591215137, 0, 3]"
"(-43, 40, -7, 10)","[199.980252747025, 0, 8]"
"(30, 240, 2, 0)","[-900.0, -729.0104643517104, 2]"
"(30, 240, 3, 0)","[-2421.0520673865435, -1580.769497897532, 4]"
"(20, 240, 4, 0)","[179.9892354668534, 0, 1]"
"(-43, 40, -8, 40)","[179.66972659571195, 0, 1]"
"(-30, 70, -5, -70)","[93.51281443830682, 0, 1]"
"(-43, 80, -1, -60)","[71.70419329580783, 0, 1]"
"(-47, 80, 0, -60)","[73.33823777287465, 0, 1]"
"(100, -60, 1, 0)","[75.24940090394695, 0, 1]"
"(90, -70, 3, 0)","[73.37971624378986, 0, 4]"
"(70, -90, 7, 0)","[-311.08171626015763, -408.58152855458366, 3]"
"(70, -100, 8, 0)","[-375.41721200018435, -986.5319762203018, 2]"
"(20, -40, -2, 0)","[179.97841592152722, 0, 1]"
"(-10, 60, 4, -80)","[197.44604594547064, 0, 33]"
"(-20, 80, 2, -70)","[198.62456752763256, 0, 3]"
"(-30, 60, -8, 10)","[199.95218765780297, 0, 683]"
"(-43, 80, -4, 30)","[199.96511739688498, 0, 869]"
"(-10, 70, 4, 160)","[105.42643501477785, -760.5, 39]"
"(90, 180, 9, 0)","[199.71061927170732, 0, 105]"
"(-40, 80, -5, 30)","[199.94579293165435, 0, 479]"
"(-47, 90, -3, 40)","[199.97893166450012, 0, 124]"
"(-43, 80, 2, -60)","[198.55731074515575, 0, 80]"
"(-47, 80, 3, -60)","[195.41348112477758, 0, 36]"
"(-43, 40, 7, -90)","[198.81258568594097, 0, 99]"
"(-47, 30, 8, -100)","[-132.96345335224123, 199.07245808683484, 34]"
"(-30, 50, 4, 180)","[52.06352572330624, 0, 2]"
"(-30, 40, 5, 180)","[-384.0063665403159, -293.6560295082342, 6]"
"(-40, 40, 6, 180)","[198.7881678487829, 0, 10]"
"(-40, 30, 7, 170)","[-900.0, -318.2701777968407, 4]"
"(-40, 20, 8, 160)","[-900.0, 29.957985879813442, 3]"
"(-43, 10, 9, 150)","[179.97836325316004, 0, 1]"
"(-41, 50, -8, -30)","[190.5043238412153, 0, 2]"
"(-45, 50, -7, -20)","[170.61849138578762, 0, 1]"
"(-41, 50, -8, 30)","[193.93461887622237, 0, 2]"
"(-45, 50, -7, 40)","[197.5140549651638, 0, 3]"
"(-10, 50, 5, 0)","[194.84029050780964, 0, 2]"
"(-43, 60, -9, 170)","[-663.985364543303, -1529.7901727753888, 5]"
"(-47, 60, -6, 150)","[78.36124014760894, -1477.0436583143226, 9]"
"(-20, 70, -7, -50)","[199.69408462578843, 0, 348]"
"(-40, 90, -2, -30)","[199.7342403123074, 0, 348]"
"(-43, 90, 1, -30)","[199.71971421518828, 0, 348]"
"(-45, 60, 4, 10)","[199.86576590817822, 0, 5]"
"(-43, 90, -3, 150)","[199.57808699331426, 0, 23]"
"(-30, 60, -8, 0)","[199.96709037055965, 0, 270]"
"(-40, 80, -5, 20)","[199.96520848832733, 0, 463]"
"(-47, 90, -3, 30)","[199.93686979475942, 0, 484]"
"(-43, 60, 3, -10)","[199.9095459397749, 0, 31]"
"(-40, 80, -3, -60)","[199.5687656987592, 0, 90]"
"(40, -120, -8, 0)","[9.0, 0, 1]"
"(30, -120, -7, 0)","[-900.0, 0, 1]"
"(20, -110, -5, 0)","[179.98711599426704, 0, 1]"
"(-47, 90, -9, 80)","[199.94268337022584, 0, 112]"
"(50, 240, 3, 0)","[-1132.625337468812, -1349.2894723347329, 3]"
"(40, 240, 4, 0)","[-1507.1617482122026, -2245.845199995542, 12]"
"(-10, 30, 2, -80)","[192.40195764102657, 0, 2]"
"(-41, 60, -3, -50)","[194.15867148621268, 0, 2]"
"(-45, 70, -2, -50)","[199.66580682607443, 0, 4]"
"(-49, 70, -1, -50)","[199.77658415513883, 0, 4]"
"(-20, 60, -4, -30)","[199.61864559527055, 0, 23]"
"(-45, 60, 3, -30)","[162.32236891489885, 0, 1]"
"(-49, 60, 4, -30)","[197.89584166582105, 0, 2]"
"(-20, 50, 5, 150)","[66.80813299732027, -66.40908776161449, 7]"
"(-41, 60, 6, 30)","[195.68902277587324, 0, 3]"
"(-30, 50, 5, 0)","[199.88563836893366, 0, 20]"
"(-45, 80, -9, 100)","[28.605866143406097, 0, 4]"
"(-49, 90, -8, 110)","[-33.46367370426128, 0, 4]"
"(-43, 70, -6, 140)","[199.81198122648982, 0, 85]"
"(-10, 80, -5, -60)","[199.17849846071192, 0, 47]"
"(-20, 90, -2, -50)","[199.16383653899612, 0, 43]"
"(-20, 90, -1, -50)","[196.01394397729806, 0, 26]"
"(-30, 90, 0, -50)","[199.36901459850552, 0, 47]"
"(-30, 90, 1, -50)","[195.1285518191127, 0, 24]"
"(-40, 80, 4, -60)","[197.16175289252692, 0, 26]"
"(-47, 70, 6, -70)","[196.41368441596674, 0, 23]"
"(-45, 90, -9, 170)","[-19.602404742372066, 0, 1]"
"(-40, 20, 9, 50)","[179.98736378220585, 0, 1]"
"(-40, 70, -8, 100)","[199.04208641002353, 0, 109]"
"(-43, 80, -7, 110)","[198.9081931659403, 0, 126]"
"(-43, 70, -7, 150)","[114.74771933706333, -1428.3703190761084, 23]"
"(-40, 30, 9, 140)","[-1746.7058579978952, -1512.6912102572164, 17]"
"(-43, 10, 10, 120)","[179.9739751434466, 0, 1]"
"(-20, 30, 7, 150)","[-725.2757048771388, 0, 2]"
"(-45, 70, -5, 100)","[177.02499678786523, 0, 1]"
"(-43, 80, -7, 170)","[-56.58855826368745, -1417.1539530862692, 5]"
"(-41, 90, 1, 150)","[179.0518128969435, 0, 1]"
"(100, -80, -7, 0)","[198.59870946032257, 0, 30]"
"(-47, 70, -2, -60)","[199.8205684624949, 0, 20]"
"(-47, 80, -7, 180)","[-595.2863880521472, -1403.2728871009308, 4]"
"(-43, 60, 3, 0)","[199.81767760410656, 0, 51]"
"(-41, 40, -9, -70)","[147.38447625572417, 0, 1]"
"(-45, 40, -8, -70)","[161.85318860318617, 0, 1]"
"(-49, 50, -7, -60)","[178.77565918501307, 0, 1]"
"(-49, 60, 4, 100)","[199.89736865102458, 0, 4]"
"(-10, 40, 2, -80)","[199.51253085326374, 0, 6]"
"(-41, 70, -3, -50)","[172.6554506482144, 0, 1]"
"(-47, 40, 7, -90)","[198.90428333130953, 0, 69]"
"(-10, 40, 1, -10)","[199.9232419571314, 0, 68]"
"(-30, 20, 6, -30)","[-900.0, 0, 1]"
"(-30, 10, 7, -40)","[179.98965425400945, 0, 1]"
"(-43, 60, 3, 160)","[199.28831999031974, 0, 22]"
"(-43, 50, -9, -70)","[199.91369753878166, 0, 786]"
"(-47, 60, -8, -60)","[199.92000802399255, 0, 444]"
"(-10, 40, -8, 180)","[197.20468660649124, 0, 18]"
"(-41, 50, -8, 20)","[197.8940033111978, 0, 6]"
"(-10, 50, 5, 160)","[27.01845031441972, 0, 1]"
"(-10, 50, 6, 150)","[21.074210894058155, 0, 1]"
"(-20, 30, 8, 140)","[-900.0, 0, 1]"
"(-20, 20, 9, 130)","[-900.0, 0, 1]"
"(-30, 10, 10, 120)","[179.9535142354974, 0, 1]"
"(-10, 50, 5, 120)","[161.012920827182, 0, 1]"
"(-10, 20, 5, 160)","[-797.0189649569726, 0, 1]"
"(-10, 50, 5, 40)","[187.9825834755511, 0, 3]"
"(-20, 30, 8, 20)","[189.25232857753969, 0, 3]"
"(-40, 50, -6, 40)","[195.79592430274005, 0, 3]"
"(-43, 60, -4, 50)","[157.28087964688115, 0, 1]"
"(-47, 60, -3, 50)","[173.4279294115569, 0, 1]"
"(-43, 60, -8, -60)","[199.4708107163375, 0, 503]"
"(-47, 70, -7, -50)","[199.8497923028734, 0, 132]"
"(30, 240, 5, 0)","[-2586.6907572753053, -1755.6777727653516, 4]"
"(-30, 80, -5, 150)","[162.62983222134952, 0, 1]"
"(-43, 90, 0, 160)","[162.3395102690007, 0, 1]"
"(-47, 90, 1, 150)","[179.34445645497158, 0, 1]"
"(-20, 50, 5, 140)","[86.29263377334419, -31.88506137506369, 9]"
"(-40, 20, 9, 110)","[-900.0, 0, 1]"
"(-40, 10, 10, 100)","[179.9905307121516, 0, 1]"
"(-10, 50, 5, 30)","[59.032910837006995, 0, 2]"
"(-20, 30, 8, 0)","[-900.0, 179.64929475637553, 2]"
"(-20, 20, 9, 0)","[-900.0, 0, 1]"
"(-30, 10, 10, -10)","[197.99249908606228, 0, 2]"
"(-45, 70, -5, 0)","[199.30776287865302, 0, 4]"
"(-47, 40, 7, 120)","[199.85913667379398, 0, 33]"
"(-43, 30, 8, -90)","[198.42819318772726, 0, 86]"
"(-47, 70, -6, -50)","[198.00385129752806, 0, 1138]"
"(-43, 70, -6, 100)","[199.73129554039463, 0, 454]"
"(-20, 60, -4, -20)","[199.17881206768084, 0, 39]"
"(-10, 40, 1, -40)","[199.75380997756474, 0, 38]"
"(-10, 60, -9, 180)","[-1038.458446826808, -1429.1289025643025, 25]"
"(-43, 40, -9, 150)","[-652.4016569198022, -900.0, 5]"
"(-47, 50, -8, 160)","[-715.9952311776448, -1477.208292931027, 9]"
"(-10, 60, -3, 10)","[199.6744880214825, 0, 14]"
"(-30, 60, 2, 10)","[199.64401303102306, 0, 14]"
"(-47, 70, -1, 40)","[199.95692228612788, 0, 9]"
"(-10, 40, 6, 30)","[187.9575511266793, 0, 3]"
"(-10, 50, 6, 130)","[16.694999999999997, 0, 1]"
"(-10, 40, 7, 130)","[9.0, 0, 1]"
"(-20, 30, 8, 120)","[-900.0, 0, 1]"
"(-30, 80, -5, 110)","[162.56628670961456, 0, 1]"
"(-43, 90, 0, 120)","[162.22245261837463, 0, 1]"
"(-47, 90, 1, 120)","[179.2075469220756, 0, 1]"
"(-49, 70, -3, 90)","[199.3702390453734, 0, 3]"
"(-10, 40, 6, -20)","[162.67577554638592, 0, 1]"
"(-10, 40, 6, 60)","[148.85771650146015, 0, 1]"
"(-10, 30, 7, 60)","[163.57627660989493, 0, 1]"
"(-45, 60, -7, 70)","[199.50691821464926, 0, 3]"
"(-45, 70, -7, 20)","[176.23076802815112, 0, 1]"
"(-10, 60, -9, 100)","[-637.7533729558876, 0, 3]"
"(-10, 70, -8, 110)","[26.164171237499993, 0, 2]"
"(-20, 80, -7, 110)","[-927.1403077499999, -1759.5, 5]"
"(-20, 80, -6, 120)","[16.694999999999997, 0, 1]"
"(-20, 90, -5, 120)","[133.29758907134058, 0, 2]"
"(-30, 90, -4, 130)","[-900.0, -900.0, 2]"
"(-30, 100, -3, 130)","[-900.0, 0, 1]"
"(-40, 100, -2, 130)","[179.98669232669604, 0, 1]"
"(-41, 60, -9, 140)","[17.4645, 0, 1]"
"(-49, 80, -7, 150)","[-440.90128017726573, 0, 1]"
"(-10, 50, 5, 20)","[148.62511570776445, 0, 1]"
"(-20, 30, 8, -10)","[-885.01174686762, 0, 2]"
"(-47, 60, -4, 20)","[179.87297048568018, 0, 1]"
"(-43, 80, 0, 100)","[147.82267069660446, 0, 1]"
"(-47, 80, 1, 100)","[162.36569672117483, 0, 1]"
"(100, 100, 2, 0)","[179.375083884415, 0, 1]"
"(-47, 70, -1, 130)","[199.56251785641263, 0, 17]"
"(-45, 60, -8, 70)","[182.7754464593688, 0, 4]"
"(-49, 70, -7, 80)","[199.6459597821869, 0, 3]"
"(-20, 40, 2, 50)","[199.00586994449304, 0, 20]"
"(-30, 80, -5, 90)","[156.20871956576946, 0, 1]"
"(-41, 90, 0, 100)","[148.07053421556478, 0, 1]"
"(-45, 90, 1, 100)","[162.65559557376, 0, 1]"
"(-49, 80, 2, 100)","[179.71414686989473, 0, 1]"
"(-43, 70, -7, 90)","[199.61938863270444, 0, 172]"
"(-47, 70, -6, 90)","[199.8799980563955, 0, 1189]"
"(-47, 60, -9, 180)","[-567.7101601119601, -1545.3969622518523, 7]"
"(-43, 50, -8, 140)","[-122.11539595730159, -900.0, 30]"
"(-43, 60, -8, 80)","[199.9455000862589, 0, 521]"
"(-41, 100, -7, 180)","[179.9919264309287, 0, 1]"
"(-45, 50, -7, 50)","[197.1660844458469, 0, 2]"
"(-49, 50, -8, -10)","[197.9404760093949, 0, 2]"
"(-43, 90, -1, 150)","[162.0824803800816, 0, 1]"
"(-47, 90, 0, 150)","[179.0438367018498, 0, 1]"
"(-10, 40, 7, 70)","[162.20723851599212, 0, 1]"
"(-20, 100, -7, 180)","[-900.0, 199.9851255718955, 13]"
"(-30, 100, -6, 180)","[199.99334678077406, 0, 9]"
"(-47, 70, -7, 90)","[199.9029146380902, 0, 142]"
"(-43, 60, -3, 150)","[199.63348956069458, 0, 4]"
"(-47, 100, -2, 240)","[87.50218875702289, 0, 1]"
"(100, 240, -1, 0)","[91.8154254468104, 0, 1]"
"(90, 240, 0, 0)","[-328.4121098690643, 0, 2]"
"(90, 240, 1, 0)","[102.76040552212359, 0, 1]"
"(-41, 30, 8, -60)","[175.7889966518038, 0, 1]"
"(-41, 70, -6, 80)","[197.2510299038879, 0, 4]"
"(-49, 80, -4, 90)","[199.3197054905679, 0, 4]"
"(-47, 40, -7, -40)","[179.118310219352, 0, 1]"
"(-10, 50, 6, 80)","[162.38363294648627, 0, 1]"
"(-47, 60, -4, 50)","[197.09214303601746, 0, 2]"
"(-10, 40, 6, 10)","[191.1697923428309, 0, 2]"
"(-10, 40, 7, 10)","[162.60014701670107, 0, 1]"
"(-41, 30, 9, -50)","[-900.0, 0, 1]"
"(-45, 20, 10, -60)","[-900.0, 0, 1]"
"(-49, 10, 10, -70)","[179.9303884500293, 0, 1]"
"(-41, 60, -6, 40)","[195.19880124425475, 0, 2]"
"(-49, 70, -4, 50)","[199.52509008524868, 0, 4]"
"(-47, 30, 8, 130)","[199.9061190955261, 0, 53]"
"(-43, 20, 10, 110)","[-836.1106801082428, -900.0, 3]"
"(-47, 10, 10, 100)","[197.97526802004847, 0, 2]"
"(-10, 40, 7, -60)","[9.0, 0, 1]"
"(-10, 30, 8, -60)","[-900.0, 0, 1]"
"(-20, 20, 9, -70)","[-900.0, 0, 1]"
"(-20, 10, 10, -80)","[179.97908043465935, 0, 1]"
"(-43, 90, -6, 170)","[-427.20069329780716, -2291.7990146700754, 7]"
"(-47, 90, -5, 170)","[-308.73115670253304, -1524.109687494991, 14]"
"(-43, 60, 3, -20)","[199.85281967406178, 0, 19]"
"(-47, 80, -6, 180)","[-423.16589064333834, -1525.8341503673091, 12]"
"(-41, 50, -9, 110)","[9.0, 0, 1]"
"(-30, 70, 3, -80)","[187.97218013884742, 0, 3]"
"(-43, 40, 7, -100)","[197.0413396071749, 0, 6]"
"(-47, 40, 8, -110)","[-13.900827418592227, 179.481996480366, 2]"
"(20, -40, -5, 0)","[179.92331847304877, 0, 1]"
"(-43, 80, 0, 110)","[148.08085558162472, 0, 1]"
"(-47, 80, 1, 110)","[162.6676673469295, 0, 1]"
"(100, 110, 2, 0)","[179.72826590284154, 0, 1]"
