A,B 
"(50, 70, 10, 0)","[199.9195052871018, -1144.5370438305965, 46547]"
"(40, 60, 10, 0)","[199.8335637961524, -880.100537625, 53009]"
"(40, 50, 10, 0)","[199.90963836359694, -867.6628487923049, 77386]"
"(30, 40, 10, 0)","[199.8051125292504, -917.9275668563372, 41059]"
"(30, 30, 10, 0)","[-900.0, 199.84066980804133, 57331]"
"(30, 20, 10, 0)","[-1680.7954706136877, 94.43945695607235, 19]"
"(20, 10, 10, 0)","[199.61325770592512, 0, 3]"
"(70, -30, -9, 0)","[199.8381765747096, -36.02998171508703, 18866]"
"(50, -10, -6, 0)","[-625.213248609972, 199.95121819791814, 30318]"
"(50, -10, -5, 0)","[199.04799330935066, 0, 7770]"
"(50, 0, -4, 0)","[-429.780006421696, 198.90055836546492, 9746]"
"(40, 0, -3, 0)","[-8.817315688917041, 135.12985620646202, 4]"
"(30, 0, -1, 0)","[-900.0, 0, 1]"
"(30, 0, 0, 0)","[-900.0, -768.3645818062322, 11]"
"(30, 0, 1, 0)","[-2389.8116005967336, -765.9969518333069, 5]"
"(-10, 70, -4, 10)","[199.8920736703029, 0, 2727]"
"(-10, 80, -3, 20)","[199.87225752741497, 0, 627]"
"(-20, 80, -2, 20)","[199.93562703611497, 0, 5791]"
"(-20, 80, -1, 20)","[199.8600922155228, 0, 3177]"
"(-30, 80, 1, 20)","[199.90847400730135, 0, 2374]"
"(-30, 80, 2, 20)","[199.846298174254, 0, 627]"
"(-40, 70, 3, 10)","[199.86583154534858, 0, 5850]"
"(-40, 70, 4, 10)","[199.8089166528899, 0, 3177]"
"(-41, 70, 5, 0)","[199.87216830140386, 0, 26]"
"(-45, 60, 6, 0)","[199.92935271594638, 0, 20]"
"(-49, 50, 7, -10)","[199.878197616916, 0, 26]"
"(90, -20, 8, 0)","[199.652869469903, 0, 3788]"
"(80, -30, 9, 0)","[199.61906875305783, 0, 12161]"
"(80, -40, 10, 0)","[199.56539503794417, 0, 16086]"
"(30, -30, -2, 0)","[-815.2201175849801, -1530.4180148744306, 7]"
"(30, -30, -1, 0)","[-1768.3222194351151, -2664.6213359174294, 6]"
"(-10, 40, 0, 90)","[118.58529207391139, 0, 3]"
"(-10, 40, 1, 90)","[199.82841712147905, 0, 50]"
"(-10, 40, 2, 90)","[199.78580494544556, 0, 629]"
"(-20, 40, 3, 80)","[199.34297052187227, 0, 387]"
"(-20, 30, 4, 80)","[199.06553325470855, 0, 143]"
"(-30, 30, 5, 70)","[-900.0, 198.82839439569113, 96]"
"(-30, 20, 6, 70)","[-900.0, 72.36946478708266, 2]"
"(-30, 20, 7, 60)","[-882.1566484001811, 179.3809890995452, 3]"
"(-10, 70, -6, 50)","[199.86169336989855, 0, 11641]"
"(-20, 80, -4, 60)","[199.83681648136684, 0, 14918]"
"(-41, 80, 3, 60)","[199.88736008809025, 0, 46]"
"(-45, 70, 4, 60)","[199.93001879226819, 0, 67]"
"(-49, 70, 5, 50)","[199.87727243695093, 0, 51]"
"(-10, 70, -7, 40)","[199.97256125901137, 0, 4036]"
"(-10, 70, -6, 40)","[199.9826316747874, 0, 10565]"
"(-10, 80, -5, 50)","[199.97668852684345, 0, 4150]"
"(-20, 80, -4, 50)","[199.98087553290992, 0, 13290]"
"(-20, 90, -3, 60)","[199.9710911158257, 0, 3056]"
"(-30, 90, -2, 60)","[199.97955381224676, 0, 4036]"
"(-30, 90, -1, 60)","[199.97950383829206, 0, 5975]"
"(-30, 90, 0, 60)","[199.97330599986893, 0, 4150]"
"(-40, 90, 1, 60)","[199.9786021863395, 0, 5847]"
"(-40, 90, 2, 60)","[199.97315445069245, 0, 3056]"
"(-41, 80, 3, 50)","[199.91869520212808, 0, 36]"
"(-45, 80, 4, 50)","[199.78323346610574, 0, 21]"
"(-49, 70, 5, 40)","[199.92218125959593, 0, 42]"
"(0, 70, -7, 0)","[199.87843915101195, 0, 67098]"
"(-10, 80, -5, 180)","[199.94462445461096, -1669.5, 6330]"
"(-10, 80, -4, 180)","[199.9387648173383, 0, 6060]"
"(-10, 90, -3, 180)","[191.6038015288225, 0, 6]"
"(-20, 90, -2, 180)","[199.94654853330925, 0, 7506]"
"(-20, 90, -1, 180)","[199.90363532685004, 0, 5276]"
"(-30, 90, 0, 180)","[199.9446838911708, 0, 9638]"
"(-30, 90, 1, 180)","[199.88402324804463, 0, 4073]"
"(-30, 90, 2, 180)","[185.51411848229304, 0, 6]"
"(-40, 80, 3, 180)","[199.94124821553922, 0, 10671]"
"(-40, 80, 4, 180)","[199.94277168170385, 0, 3515]"
"(-41, 70, 5, 170)","[198.15736950128814, -892.3050000000001, 21]"
"(-45, 70, 6, 170)","[198.75949802271856, -900.0, 7]"
"(-49, 60, 7, 160)","[199.70425268780713, -1053.3743622020777, 18]"
"(90, 150, 8, 0)","[199.93142585734262, -505.0132166294931, 5647]"
"(90, 140, 9, 0)","[199.94211286286549, -490.7688423627103, 3108]"
"(80, 130, 10, 0)","[199.92685050215715, -834.2188681395775, 17549]"
"(80, 120, 10, 0)","[199.92055140488003, -887.6679771769567, 23107]"
"(80, 110, 10, 0)","[199.66525072964373, -858.0100652697924, 27994]"
"(50, 60, -9, 0)","[-1197.8029647954997, -1358.768914293222, 32]"
"(40, 70, -8, 0)","[-1539.4387755671864, -1559.820192505834, 27]"
"(40, 80, -7, 0)","[-1634.4301879117822, -2600.075797609153, 19]"
"(40, 80, -6, 0)","[-1456.5065870137933, -2429.4238816023544, 28]"
"(30, 90, -5, 0)","[-2253.4598825476364, -1919.2223276777531, 12]"
"(30, 90, -4, 0)","[-1651.8760859629076, -2366.268431923323, 20]"
"(20, 90, -3, 0)","[-70.06055958005429, -1596.4988814243545, 8]"
"(20, 100, -2, 0)","[-900.0, -810.0390541834608, 8]"
"(20, 100, -1, 0)","[-892.6038169158242, 0, 4]"
"(-10, 70, -4, 0)","[199.8168780256734, 0, 2219]"
"(-10, 70, -3, 0)","[199.86287194659567, 0, 1564]"
"(-20, 70, -2, 10)","[199.82777013551265, 0, 2282]"
"(-20, 70, -1, 10)","[199.82265906747836, 0, 1437]"
"(-30, 70, 1, 10)","[199.8065919264822, 0, 1160]"
"(-30, 70, 2, 0)","[199.84636382731352, 0, 1564]"
"(-40, 70, 3, 0)","[199.87403084455127, 0, 4714]"
"(-40, 60, 4, 0)","[199.78312931551505, 0, 1437]"
"(-41, 60, 5, -10)","[196.93722097704074, 0, 9]"
"(-45, 50, 6, -10)","[197.30470862186706, 0, 4]"
"(-49, 50, 7, -20)","[199.89187839888368, 0, 14]"
"(-10, 50, -7, 80)","[199.91500889452573, 0, 3414]"
"(-10, 60, -6, 90)","[199.97310423316446, 0, 14278]"
"(-10, 70, -5, 90)","[199.94747600937146, 0, 14422]"
"(-20, 70, -4, 100)","[199.90126925575964, 0, 19218]"
"(-20, 70, -3, 100)","[199.97107599310425, 0, 14228]"
"(-30, 70, -2, 100)","[199.88098107941283, 0, 3414]"
"(-30, 80, -1, 100)","[199.94447548134292, -899.1, 15893]"
"(-30, 80, 0, 100)","[199.94147408903578, 0, 14421]"
"(-40, 70, 1, 100)","[199.9610451136651, 0, 7574]"
"(-40, 70, 2, 100)","[199.9726300489357, 0, 14225]"
"(-41, 70, 3, 100)","[199.60087823118687, 0, 30]"
"(-45, 70, 4, 90)","[199.89999721234017, 0, 38]"
"(-49, 60, 5, 90)","[199.92319658762432, 0, 28]"
"(90, 80, 6, 0)","[199.94994182521788, -407.69107141416686, 18945]"
"(80, 80, 7, 0)","[199.9162301872047, -1319.658400243303, 26721]"
"(80, 70, 8, 0)","[199.94735723341375, -861.6231199266741, 34583]"
"(70, 60, 9, 0)","[199.94528995639277, -840.0404365082522, 14626]"
"(60, 20, 10, 0)","[199.97154745539035, -796.7723313425076, 158881]"
"(-10, 40, 2, -10)","[199.78145045367143, 0, 384]"
"(-10, 40, 3, -10)","[199.92654841581196, 0, 2144]"
"(-10, 30, 4, -20)","[-891.5115410981019, 198.89182914651272, 182]"
"(-20, 40, -9, -10)","[199.93757973975426, 0, 3766]"
"(-30, 50, -7, 0)","[199.91257643471965, 0, 936]"
"(-30, 60, -6, 10)","[199.91433435131964, 0, 1138]"
"(-40, 60, -5, 10)","[199.97058723920736, 0, 1490]"
"(-40, 70, -4, 20)","[199.9402512028863, 0, 3766]"
"(-41, 70, -3, 20)","[199.2061179214582, 0, 18]"
"(-45, 70, -2, 20)","[199.95584482125435, 0, 12]"
"(-49, 70, -1, 20)","[84.43330814617953, 0, 3]"
"(90, 20, 0, 0)","[199.9599573533795, 0, 3553]"
"(90, 20, 1, 0)","[199.74841740162123, 0, 1662]"
"(80, 20, 2, 0)","[199.97822991478347, 0, 4905]"
"(80, 20, 3, 0)","[199.9777401184281, 0, 3555]"
"(80, 10, 4, 0)","[199.62258100402153, 0, 3795]"
"(70, 10, 5, 0)","[199.57041037545775, 0, 735]"
"(70, 0, 6, 0)","[199.56445936708835, 0, 1659]"
"(60, 0, 7, 0)","[199.50317792935687, 0, 345]"
"(60, -10, 8, 0)","[199.49841637178767, 0, 1065]"
"(60, -20, 9, 0)","[-861.8380879770893, 199.50320154002713, 1210]"
"(40, 0, -6, 0)","[-1617.0880234173567, 199.45839367122974, 6341]"
"(-10, 80, -4, 50)","[199.97592283560078, 0, 2520]"
"(-10, 80, -3, 60)","[199.91069751577245, 0, 1109]"
"(-20, 90, -2, 60)","[199.9689908313294, 0, 3318]"
"(-20, 90, -1, 60)","[199.97425714693918, 0, 1819]"
"(-30, 90, 1, 60)","[199.97207797434038, 0, 1496]"
"(-30, 80, 2, 60)","[199.92128043225, 0, 1109]"
"(-40, 80, 3, 50)","[199.97055994957404, 0, 6594]"
"(-40, 80, 4, 50)","[199.9689401010117, 0, 1819]"
"(-41, 70, 5, 50)","[199.94417391089553, 0, 38]"
"(-45, 70, 6, 40)","[198.25628570411317, 0, 12]"
"(-49, 60, 7, 30)","[199.94037247794486, 0, 27]"
"(70, 0, -9, 0)","[199.96537247625912, 0, 10166]"
"(70, 10, -8, 0)","[199.97103617629253, 0, 18341]"
"(60, 20, -7, 0)","[199.9604867572074, 0, 21772]"
"(50, 30, -5, 0)","[199.9631043592355, 0, 11020]"
"(50, 30, -4, 0)","[199.95146091455794, 0, 5348]"
"(40, 40, -2, 0)","[199.94576293510198, -794.9395329071932, 21768]"
"(40, 40, -1, 0)","[199.93927041109936, -776.37126494898, 14192]"
"(30, 40, 0, 0)","[199.9519181268506, 0, 11015]"
"(30, 40, 1, 0)","[199.9300622215544, 0, 16193]"
"(20, 30, 3, 0)","[-889.6066366844603, 199.91314086220567, 5344]"
"(20, 30, 4, 0)","[-899.1, 199.903309500558, 8854]"
"(10, 30, 5, 0)","[-900.0, 199.90944875141057, 18645]"
"(10, 20, 6, 0)","[-900.0, 179.0267670193694, 2]"
"(10, 10, 7, 0)","[178.39695178480946, 0, 1]"
"(-10, 70, -7, 50)","[199.8816792361436, 0, 4335]"
"(-10, 70, -6, 60)","[199.98456246392976, 0, 12713]"
"(-10, 80, -5, 60)","[199.96402658881794, -1669.5, 4767]"
"(-20, 90, -3, 70)","[199.97832460507817, 0, 3468]"
"(-30, 90, -2, 70)","[199.80424978859057, 0, 4335]"
"(-30, 90, -1, 70)","[199.8100500552143, 0, 6722]"
"(-30, 90, 0, 70)","[199.95924976365018, 0, 4765]"
"(-40, 90, 1, 70)","[199.73426916348475, 0, 6453]"
"(-40, 90, 2, 70)","[199.9745748371463, 0, 3468]"
"(-45, 80, 4, 60)","[199.9670720505364, 0, 21]"
"(-49, 70, 5, 60)","[199.9685165124626, 0, 55]"
"(90, 50, 6, 0)","[199.97996488489275, 0, 18564]"
"(40, 60, -6, 0)","[164.01093659602228, 0, 41]"
"(0, 60, 5, 0)","[65.71683583348519, 0, 29]"
"(-10, 50, 6, 10)","[177.90928140198412, 0, 3]"
"(-10, 50, -9, 10)","[199.97937667160994, 0, 4040]"
"(-20, 60, -8, 20)","[192.84413317204954, 0, 5]"
"(-20, 70, -7, 30)","[199.94816496646263, 0, 1901]"
"(-30, 70, -6, 30)","[195.92197578506605, 0, 4]"
"(-30, 80, -5, 40)","[68.6503597346608, 0, 1]"
"(-30, 80, -4, 40)","[199.97695117822173, 0, 4040]"
"(-40, 80, -3, 40)","[199.95093606670915, 0, 1115]"
"(-40, 90, -2, 50)","[199.93375371651342, 0, 1901]"
"(-41, 90, -1, 50)","[74.38450515570382, 0, 1]"
"(-45, 90, 0, 50)","[76.47310544526762, 0, 1]"
"(-49, 90, 1, 50)","[78.9159128014826, 0, 1]"
"(90, 40, 2, 0)","[199.92628237287346, 0, 676]"
"(80, 40, 3, 0)","[199.92451046251304, 0, 1339]"
"(80, 40, 4, 0)","[199.94814106609692, 0, 3083]"
"(70, 30, 5, 0)","[199.9094948634244, 0, 864]"
"(70, 30, 6, 0)","[199.91687028536535, 0, 351]"
"(60, 10, 8, 0)","[199.9154855508599, 0, 1337]"
"(60, 0, 9, 0)","[-278.4741668752048, 199.9552978330437, 3868]"
"(-10, 80, -4, 70)","[199.95992227242704, 0, 3720]"
"(-40, 80, 3, 70)","[199.98239206918703, 0, 8699]"
"(-45, 70, 5, 60)","[199.91513218194285, 0, 49]"
"(90, 50, 7, 0)","[199.97381191059316, 0, 18640]"
"(90, 40, 8, 0)","[199.980531634869, 0, 11921]"
"(80, 30, 9, 0)","[199.9770156180298, 0, 32240]"
"(80, 20, 10, 0)","[-106.22754444573123, 199.9800020748931, 50430]"
"(60, -10, -9, 0)","[-119.66931567543192, 199.96519159804683, 28197]"
"(60, 0, -8, 0)","[199.95922276496904, 0, 1146]"
"(50, 10, -6, 0)","[-435.3893389006354, -792.8788844725359, 21]"
"(40, 20, -4, 0)","[-439.6200172328828, -801.261283921697, 26]"
"(40, 30, -3, 0)","[199.932490142278, 0, 660]"
"(20, 40, -9, 0)","[199.76039278737613, 0, 79298]"
"(10, 50, -7, 0)","[199.7793143189099, 0, 25192]"
"(0, 60, -5, 0)","[199.65993051061116, -885.7257750000001, 28751]"
"(0, 70, -4, 0)","[199.62276560856517, -892.3050000000001, 79294]"
"(-10, 70, -3, 90)","[199.9755103017394, 0, 2111]"
"(-10, 70, -2, 90)","[199.96589100911373, 0, 923]"
"(-20, 70, -1, 90)","[199.97150350542978, 0, 2211]"
"(-20, 70, 0, 90)","[199.97152889277783, 0, 1164]"
"(-20, 70, 1, 90)","[199.96332514043962, 0, 1555]"
"(-30, 70, 2, 90)","[199.96989117435407, 0, 2111]"
"(-30, 70, 3, 90)","[199.96990906495057, 0, 2543]"
"(-40, 60, 4, 80)","[199.9715727646231, 0, 2211]"
"(-40, 60, 5, 80)","[199.96819871416517, 0, 4337]"
"(-40, 50, 6, 70)","[199.9580010999037, 0, 1555]"
"(-43, 40, 7, 60)","[199.95683424402176, 0, 255]"
"(-47, 40, 8, 60)","[199.97215465808114, 0, 1286]"
"(90, 50, 9, 0)","[199.96695539753108, 0, 5941]"
"(80, 30, 10, 0)","[199.97906722460044, 0, 50290]"
"(-20, 80, -3, 50)","[199.97833190797076, 0, 14555]"
"(-20, 80, -2, 50)","[199.97685719301575, 0, 10565]"
"(-20, 80, -1, 50)","[199.97961770806916, 0, 5794]"
"(-30, 80, 1, 50)","[199.97463353400428, 0, 4595]"
"(-40, 80, 2, 50)","[199.97096046198314, 0, 14555]"
"(-40, 70, 4, 40)","[199.97567846861617, 0, 5794]"
"(-43, 70, 5, 40)","[199.9679615655333, 0, 2649]"
"(-47, 60, 6, 30)","[199.97477337034732, 0, 3523]"
"(100, 30, 7, 0)","[199.96455488682435, 0, 3082]"
"(90, 10, 9, 0)","[199.9771827326867, 0, 4552]"
"(80, -20, 10, 0)","[-0.9686080360930784, 199.97812915291712, 20724]"
"(30, 60, 3, 0)","[199.97847138194436, 0, 37337]"
"(20, 50, 5, 0)","[199.97133461997842, 0, 79168]"
"(-10, 80, -5, 90)","[199.96239126178355, 0, 5730]"
"(-10, 80, -4, 90)","[199.97727760173103, 0, 4114]"
"(-10, 90, -3, 100)","[199.62940341937104, 0, 10]"
"(-20, 90, -2, 100)","[199.96323239859888, 0, 4614]"
"(-20, 90, -1, 100)","[199.95778492314383, 0, 2675]"
"(-30, 90, 0, 100)","[199.95338204171543, 0, 5729]"
"(-30, 90, 1, 100)","[199.96223489218306, 0, 2187]"
"(-30, 90, 2, 100)","[199.6803693634126, 0, 10]"
"(-40, 80, 3, 90)","[199.9339293362671, 0, 9196]"
"(-40, 80, 4, 90)","[199.95865484391663, 0, 2675]"
"(-41, 70, 5, 90)","[199.94363243652472, 0, 51]"
"(-45, 70, 6, 80)","[199.974999155807, 0, 22]"
"(-49, 60, 7, 70)","[199.95491965684562, 0, 34]"
"(80, 60, 9, 0)","[199.97284737532928, -772.9029333852014, 32026]"
"(80, 50, 10, 0)","[199.97374482463027, -717.7469490531046, 47068]"
"(-10, 60, -6, -40)","[199.7411291364972, 0, 1711]"
"(-10, 60, -5, -40)","[199.54648943065285, 0, 418]"
"(-10, 70, -4, -30)","[199.63261610943238, 0, 1164]"
"(-20, 70, -3, -30)","[199.71607509727056, 0, 1560]"
"(-20, 70, -2, -30)","[199.59973294975927, 0, 923]"
"(-30, 70, -1, -30)","[199.44003307646912, 0, 275]"
"(-30, 70, 0, -30)","[199.44394762152473, 0, 418]"
"(-30, 70, 1, -30)","[199.55195349125307, 0, 661]"
"(-40, 70, 2, -30)","[199.55560839834263, 0, 1560]"
"(-40, 70, 3, -30)","[199.50354401998445, 0, 2054]"
"(-41, 60, 4, -40)","[184.35959445392027, 0, 4]"
"(-45, 60, 5, -40)","[197.15372468737002, 0, 14]"
"(-49, 50, 6, -50)","[187.17939448510066, 0, 4]"
"(90, -50, 7, 0)","[199.36343886041004, 0, 1963]"
"(90, -60, 8, 0)","[199.28398448771145, 0, 1372]"
"(80, -70, 9, 0)","[199.22404789501616, 0, 886]"
"(60, -50, -6, 0)","[-947.5458534953297, 199.15735752370398, 1682]"
"(60, -50, -5, 0)","[-686.4998283221037, -615.1104374426571, 3]"
"(50, -40, -3, 0)","[-114.2228813117131, -82.09052258704986, 7]"
"(40, -40, -1, 0)","[-835.0250248622817, 0, 2]"
"(40, -40, 0, 0)","[-451.4004106875, 0, 1]"
"(20, -10, -8, 0)","[195.91987806641532, 0, 2]"
"(-10, 50, -7, 120)","[199.90176883776297, 0, 2438]"
"(-10, 60, -6, 130)","[199.826012605039, -939.56072625, 10809]"
"(-20, 70, -4, 140)","[199.63212934117564, 0, 13756]"
"(-20, 70, -3, 140)","[199.58131994408956, 0, 11518]"
"(-30, 70, -2, 140)","[199.91734518122766, 0, 2438]"
"(-40, 70, 1, 140)","[199.87422479493878, 0, 5915]"
"(-40, 70, 2, 140)","[199.18439187220443, -892.3050000000001, 11518]"
"(-41, 70, 3, 140)","[198.03077050588936, -186.26025143427876, 12]"
"(-49, 60, 5, 130)","[199.70541864789013, 0, 7]"
"(80, 110, 8, 0)","[199.84568341501125, -830.7452679300229, 25774]"
"(70, 100, 9, 0)","[199.86619244793022, -514.7801757009397, 9978]"
"(50, 70, -9, 0)","[-1574.634088871181, -1864.7512735528474, 35]"
"(50, 80, -8, 0)","[-1637.139063421257, -2341.0840931003586, 21]"
"(50, 80, -7, 0)","[-1282.1434829545503, -2137.3947677422902, 18]"
"(40, 90, -6, 0)","[-1735.7424468806494, -3083.4333108577475, 15]"
"(40, 90, -5, 0)","[-1475.626639246644, -2633.458454413769, 21]"
"(30, 100, -4, 0)","[-1903.5351035593037, -1771.1868904455976, 8]"
"(30, 100, -3, 0)","[-1760.3342669572714, -1819.6160496443988, 9]"
"(30, 100, -2, 0)","[-1769.4765329921706, -1837.4615924534169, 13]"
"(-10, 70, -6, 180)","[199.90940516471565, 0, 6959]"
"(-10, 70, -5, 180)","[199.92533676581584, 0, 11627]"
"(-20, 80, -3, 180)","[199.93509308192566, -1492.7360536421832, 20875]"
"(-20, 80, -2, 180)","[199.91754441232126, -1754.145, 18757]"
"(-30, 80, -1, 180)","[199.94584514131512, 0, 14884]"
"(-30, 80, 0, 180)","[199.91684072589453, -1726.1579436598224, 18798]"
"(-30, 80, 1, 180)","[199.90929631823008, -1746.1931858325756, 10837]"
"(-40, 80, 2, 180)","[199.93902371542686, 0, 20870]"
"(-41, 70, 4, 180)","[199.6389820051189, 0, 10]"
"(-45, 70, 5, 180)","[198.53619842364955, 0, 9]"
"(-49, 60, 6, 170)","[199.86726693398597, 0, 6]"
"(90, 160, 7, 0)","[199.93278143511282, -131.39470675884004, 7135]"
"(90, 160, 8, 0)","[199.92385481785794, 0, 4070]"
"(80, 150, 9, 0)","[199.91981104726707, -1652.6188470030552, 9559]"
"(80, 140, 10, 0)","[199.9173729461906, -392.32918301422876, 11805]"
"(60, 90, 10, 0)","[199.89832357145357, -867.6628487923049, 70203]"
"(40, 40, 10, 0)","[199.9310537477819, -870.4475313478949, 101089]"
"(0, 60, -3, 0)","[199.75967194345802, -1006.4990320391938, 783]"
"(-10, 60, 0, 50)","[199.81161116027394, 0, 84]"
"(-10, 60, 1, 50)","[199.83425555272274, 0, 196]"
"(-20, 60, 2, 40)","[199.2068773455372, 0, 48]"
"(-20, 60, 3, 40)","[199.86853854251078, 0, 721]"
"(-20, 50, 4, 40)","[199.70828684316953, 0, 1969]"
"(-30, 50, 5, 30)","[199.86951254543, 0, 32]"
"(-30, 40, 6, 30)","[199.88636351520032, 0, 196]"
"(-40, 30, 7, 20)","[-900.0, 199.87951753009708, 70]"
"(-40, 30, 8, 10)","[-900.0, 199.8460919814268, 721]"
"(-40, 20, 9, 0)","[178.61179764560083, 0, 1]"
"(20, 50, -9, 0)","[-32.36012632569107, -1141.9270720071163, 138]"
"(10, 70, -7, 0)","[-1440.465623059496, -1517.0750233720278, 38]"
"(10, 70, -6, 0)","[27.675494859841294, 0, 116]"
"(0, 80, -5, 0)","[-1277.1214389098532, -1753.6000873155288, 54]"
"(0, 80, -4, 0)","[-1579.836048978703, -831.5819519003356, 115]"
"(-10, 80, -3, 100)","[199.97412224195747, 0, 1066]"
"(-10, 90, -2, 110)","[169.208698617057, 0, 5]"
"(-10, 90, -1, 110)","[162.01034247367036, 0, 5]"
"(-20, 90, 0, 110)","[171.10985251530582, 0, 5]"
"(-20, 90, 1, 110)","[166.8440000273774, 0, 5]"
"(-30, 80, 2, 100)","[199.976443422479, 0, 1066]"
"(-30, 80, 3, 100)","[144.64534901367026, 0, 7]"
"(-30, 80, 4, 100)","[169.77763287915388, 0, 5]"
"(-40, 70, 5, 90)","[162.8919329590405, 0, 7]"
"(-40, 70, 6, 90)","[170.16249519962082, 0, 5]"
"(-41, 60, 7, 80)","[171.51524488553056, 0, 2]"
"(-45, 50, 8, 70)","[186.27350458390183, 0, 3]"
"(-49, 40, 9, 60)","[186.46248213131162, 0, 5]"
"(90, 50, 10, 0)","[199.97934990929832, 0, 3195]"
"(-10, 70, -6, -20)","[199.92464063119874, 0, 2901]"
"(-20, 80, -4, -10)","[199.93936193582798, -900.0, 3832]"
"(-20, 80, -3, -10)","[199.92223862396162, 0, 3754]"
"(-40, 80, 2, -10)","[199.92538443784056, 0, 3754]"
"(-41, 80, 3, -10)","[199.7818734841889, 0, 14]"
"(-49, 70, 5, -20)","[199.73357227917415, 0, 14]"
"(-10, 40, 4, 110)","[199.77245143126424, 0, 1128]"
"(-20, 20, 6, 100)","[-900.0, 197.4638512701901, 3]"
"(-20, 20, 7, 90)","[-726.6219333564745, 0, 2]"
"(70, -80, -9, 0)","[-1418.663056254218, 196.27583553744196, 348]"
"(60, -70, -8, 0)","[-926.3494268185918, -1941.1356230491672, 26]"
"(60, -60, -7, 0)","[-1462.308772501129, 175.14456358498282, 342]"
"(50, -60, -6, 0)","[-1989.6909314790269, -3247.943696939305, 21]"
"(50, -50, -4, 0)","[-945.7371201087774, -2071.419326086927, 11]"
"(40, -50, -3, 0)","[-1699.4108997750798, -2588.6567836681998, 10]"
"(40, -40, -2, 0)","[-1655.480275508701, -3645.8474251872617, 6]"
"(-10, 90, -3, 60)","[199.13583051262398, 0, 7]"
"(-10, 90, -2, 70)","[61.80612508035234, 0, 1]"
"(-10, 90, -1, 70)","[135.9256115946401, 0, 4]"
"(-20, 90, 0, 70)","[174.03042072885856, 0, 5]"
"(-20, 90, 1, 70)","[124.41508407306235, 0, 2]"
"(-30, 90, 2, 60)","[198.6710885069852, 0, 7]"
"(-30, 80, 3, 60)","[150.80908402026876, 0, 3]"
"(-30, 80, 4, 60)","[136.46718214908648, 0, 4]"
"(-40, 70, 5, 50)","[155.51917288550786, 0, 8]"
"(-40, 70, 6, 50)","[141.1298872554482, 0, 2]"
"(-41, 60, 7, 40)","[60.992507373096004, 0, 1]"
"(-45, 50, 8, 30)","[60.80995014397193, 0, 1]"
"(-49, 40, 9, 20)","[71.0960203329734, 0, 2]"
"(90, 10, 10, 0)","[199.97966194155302, -770.0487380609471, 2591]"
"(-10, 30, 8, 60)","[-900.0, 0, 1]"
"(-10, 20, 9, 50)","[177.5591168950343, 0, 1]"
"(-10, 60, -7, 50)","[199.97753719219648, 0, 14400]"
"(-20, 70, -3, 70)","[199.97981448280063, 0, 14845]"
"(-30, 80, -2, 70)","[199.9776531757096, 0, 14400]"
"(-40, 80, 1, 70)","[199.98362941834122, 0, 21772]"
"(-40, 70, 2, 70)","[199.97674582401962, 0, 14845]"
"(-10, 50, -8, 50)","[199.97205152413702, 0, 9213]"
"(-20, 70, -5, 60)","[199.97543051662035, 0, 18273]"
"(-40, 80, 0, 70)","[199.97726616863247, 0, 18273]"
"(-49, 70, 4, 60)","[199.96506440355077, 0, 51]"
"(-10, 60, -7, 80)","[199.974650052883, 0, 14474]"
"(-20, 70, -5, 90)","[199.77473612797786, 0, 18054]"
"(-30, 80, -2, 100)","[199.97489490451431, -1668.6, 14474]"
"(-40, 80, 0, 100)","[199.71366587700436, -1667.8305, 18049]"
"(-40, 80, 1, 100)","[199.93498244625934, 0, 22061]"
"(-43, 70, 3, 100)","[199.78338975247962, -10.304279345486293, 5940]"
"(-47, 70, 4, 90)","[199.9698047430596, 0, 7612]"
"(90, 90, 5, 0)","[199.9278857402757, -167.34741766892407, 15104]"
"(80, 80, 6, 0)","[199.95483026016117, -291.3149791326071, 17950]"
"(20, 20, -5, 0)","[199.96824197665393, 0, 30201]"
"(0, 30, 0, 0)","[199.96999675853078, 0, 30201]"
"(-10, 50, -8, -10)","[199.96253188921008, 0, 5176]"
"(-20, 60, -7, 0)","[199.96957429834796, 0, 2913]"
"(-20, 60, -6, 10)","[199.96819271439344, 0, 3849]"
"(-20, 70, -5, 10)","[199.95816542913047, 0, 10540]"
"(-30, 70, -3, 20)","[199.96051958560687, 0, 1628]"
"(-40, 80, -2, 20)","[199.96984526033447, 0, 2913]"
"(-40, 80, -1, 20)","[199.95646085756414, 0, 6308]"
"(-40, 80, 0, 20)","[199.95367214160396, 0, 10540]"
"(-43, 80, 1, 20)","[199.9667236148613, 0, 2823]"
"(-47, 70, 2, 20)","[199.96029655033942, 0, 49]"
"(100, 20, 3, 0)","[199.96775764210312, 0, 2387]"
"(90, 10, 4, 0)","[199.9586610683686, 0, 4922]"
"(90, 10, 5, 0)","[199.98155290582022, 0, 9372]"
"(80, 0, 6, 0)","[199.9680285142859, 0, 11000]"
"(80, -10, 8, 0)","[-142.74291497798026, 199.97986703619878, 18610]"
"(70, -20, 9, 0)","[-18.166331091039456, 199.9006529553717, 870]"
"(60, -30, -8, 0)","[199.95467874949753, -447.3133518644116, 33062]"
"(-10, 50, -6, 120)","[100.32152436352835, 0, 2]"
"(-10, 60, -5, 130)","[199.88534839169733, 0, 3709]"
"(-20, 60, -4, 130)","[199.7823561233802, 0, 494]"
"(-20, 70, -2, 140)","[199.86461637857758, 0, 5522]"
