A,B 
"(-40, 50, 8, 170)","[-53.8710876626519, -220.4221057245787, 16]"
"(-43, 40, 9, 160)","[178.3081212389555, 0, 8]"
"(-47, 30, 10, 150)","[190.6322963951668, 0, 8]"
"(-20, 50, -9, 160)","[127.70943094341366, 0, 51]"
"(-30, 60, -8, 160)","[77.17663652601817, 0, 102]"
"(-30, 70, -7, 170)","[75.44698291223318, 0, 29]"
"(-40, 80, -5, 180)","[82.53353122644853, -627.4891279098443, 195]"
"(-40, 80, -4, 180)","[124.83922878299447, 0, 467]"
"(-43, 90, -3, 180)","[68.81690799663185, 0, 65]"
"(-47, 90, -2, 180)","[59.06515860179314, 0, 80]"
"(-43, 50, 7, 160)","[195.60309523650457, 0, 40]"
"(-47, 40, 8, 160)","[195.67036425992325, 0, 39]"
"(-47, 90, -5, 60)","[193.93870920248958, 0, 121]"
"(-47, 60, 3, 40)","[193.81048895683463, 0, 9]"
"(-40, 50, -9, -30)","[196.12415334367947, 0, 71]"
"(-43, 60, -8, -20)","[196.87836590574938, 0, 122]"
"(-30, 40, 7, 150)","[-615.5783027899412, -678.4676627946772, 46]"
"(-30, 30, 8, 140)","[-568.6020599647849, -374.52073015834645, 43]"
"(-40, 30, -9, 140)","[-40.654175531995804, -256.65915267137336, 8]"
"(-43, 50, -7, 150)","[-37.95403768643139, -401.3986590251964, 6]"
"(-47, 50, -6, 160)","[20.798517862907254, 0, 2]"
"(40, 150, 7, 0)","[-751.3117179193015, -1880.375511076717, 153]"
"(-43, 80, 3, -30)","[190.55457175782303, 0, 84]"
"(-47, 80, 4, -40)","[187.61868107935285, 0, 35]"
"(-10, 60, -1, 60)","[196.51184680146238, 0, 45]"
"(-30, 50, 4, 50)","[195.4218646603556, 0, 45]"
"(-47, 40, -8, -60)","[188.56691310231543, 0, 11]"
"(-47, 40, -9, 170)","[-387.0815329227328, -639.9153151401373, 11]"
"(100, 180, -8, 0)","[-408.3211196805868, -772.8246194568814, 40]"
"(-10, 80, 4, 70)","[20.422388697985912, 0, 1]"
"(-10, 70, 5, 70)","[26.153405854399725, 0, 1]"
"(-30, 40, 9, 40)","[26.67090885164358, 0, 1]"
"(-30, 30, 10, 30)","[37.3760881425348, 0, 1]"
"(-47, 50, -6, 50)","[93.46321297068152, 0, 1]"
"(-43, 60, -7, 160)","[-175.066118629152, -409.7599999998813, 18]"
"(-47, 60, -6, 160)","[-183.07507753272375, -514.1657026339772, 14]"
"(100, 170, -5, 0)","[-222.13960777886908, -631.0840540451552, 21]"
"(-43, 70, -8, 140)","[18.377009047415648, 0, 9]"
"(-47, 80, -7, 150)","[-78.2332644067098, 0, 6]"
"(-30, 90, -3, 180)","[180.22223676013263, 0, 29]"
"(-40, 90, -1, 180)","[152.1423733186707, 0, 269]"
"(-43, 90, 2, 180)","[184.51213788865982, 0, 25]"
"(-10, 90, 0, 80)","[192.55051923854646, 0, 60]"
"(-10, 90, 1, 80)","[192.75001129074843, 0, 26]"
"(-30, 70, 6, 60)","[191.89154040771987, 0, 26]"
"(-47, 40, -9, 40)","[194.17332751307882, 0, 585]"
"(-40, 70, -1, 130)","[187.89456564992108, 0, 192]"
"(-43, 50, -7, 30)","[195.42616624722532, 0, 108]"
"(-47, 70, 5, -50)","[182.5574936920565, 0, 140]"
"(100, 130, 1, 0)","[195.023539792416, 0, 262]"
"(-47, 80, 4, 160)","[195.32188124679016, 0, 96]"
"(100, 160, -6, 0)","[-194.65040823499723, -440.432053961309, 22]"
"(-41, 60, -9, 140)","[18.813814883949625, 0, 1]"
"(-45, 70, -8, 150)","[23.301259482661212, 0, 1]"
"(-49, 80, -7, 160)","[31.369765039817185, 0, 1]"
"(-10, 90, -2, 170)","[105.9576958566456, 0, 3]"
"(-20, 90, 0, 170)","[116.46216891802621, 0, 7]"
"(-20, 90, 1, 170)","[32.375606231904776, 0, 8]"
"(-40, 70, 6, 150)","[-11.026868258902088, 0, 7]"
"(-43, 70, -1, 20)","[195.33892216816687, 0, 85]"
"(-47, 70, 0, 20)","[194.88913095227588, 0, 85]"
"(-10, 70, 1, -70)","[168.79152451390235, 0, 30]"
"(-30, 50, 6, -90)","[160.43116849426232, 0, 30]"
"(-40, 50, -9, -90)","[171.40823996364298, 0, 20]"
"(-43, 70, -6, -70)","[167.73975741178438, 0, 25]"
"(100, -60, -4, 0)","[172.65295598029212, 0, 21]"
"(-43, 60, -5, -40)","[191.62698227923323, 0, 35]"
"(-47, 70, -8, 40)","[193.9381570342177, 0, 140]"
"(-40, 30, 7, 140)","[-746.4954083654137, -615.8774273893996, 28]"
"(-41, 80, 4, 120)","[173.89805311189426, 0, 8]"
"(-20, 30, 4, -70)","[175.25360297306048, 0, 9]"
"(-47, 70, -2, -30)","[190.30101785159903, 0, 34]"
"(-47, 40, -9, 160)","[-399.8468100407997, -670.8925851382445, 20]"
"(90, 170, -8, 0)","[-451.8196434782208, -731.8191111211262, 39]"
"(-41, 60, 5, 170)","[146.55669826277722, 0, 7]"
"(-45, 50, 6, 160)","[180.52130967758612, 0, 9]"
"(-43, 70, -8, 180)","[-215.959067119083, -474.5202558147581, 10]"
"(-47, 80, -7, 180)","[-347.1080658837389, -561.9076586509374, 10]"
"(50, 180, 6, 0)","[-908.7076228051786, -1364.5559684113273, 63]"
"(-41, 30, 8, 40)","[70.63319614939894, 0, 2]"
"(-45, 20, 9, 30)","[93.72111306483187, 0, 1]"
"(-40, 70, -8, 130)","[75.56215474626124, 0, 184]"
"(-47, 80, -6, 150)","[19.931883604371194, 0, 2]"
"(-43, 80, 3, -50)","[179.53120723976292, 0, 45]"
"(-43, 90, -3, 80)","[195.23156987160792, 0, 33]"
"(100, 50, -8, 0)","[194.0728568977034, 0, 271]"
"(-43, 40, 9, 120)","[186.7488772199992, 0, 13]"
"(-47, 30, 10, 110)","[194.23089828722135, 0, 13]"
"(-10, 80, -2, -60)","[168.71600085515814, 0, 29]"
"(-30, 30, -9, 120)","[155.713887119548, 0, 95]"
"(-41, 50, -6, 140)","[94.35305639854973, 0, 8]"
"(-49, 60, -4, 150)","[103.89252397184757, 0, 9]"
"(-41, 80, -1, 10)","[54.41608681328355, 0, 2]"
"(-45, 80, 0, 10)","[83.16597281670909, 0, 2]"
"(-49, 80, 1, 10)","[129.75333248692314, 0, 2]"
"(-45, 80, -3, 10)","[164.41462359723556, 0, 5]"
"(-49, 80, -2, 10)","[192.0361977830125, 0, 8]"
"(-10, 70, -2, -70)","[118.9474210445306, 0, 15]"
"(-10, 70, -1, -70)","[114.80892345650295, 0, 8]"
"(-20, 70, 1, -70)","[148.41392269128428, 0, 19]"
"(-30, 60, 4, -80)","[106.30502370338894, 0, 8]"
"(-40, 50, 6, -90)","[115.64434867568437, 0, 19]"
"(-40, 40, 7, -100)","[138.90411528807047, 0, 30]"
"(40, -70, -2, 0)","[-995.2826253899876, -1568.331891895754, 14]"
"(-47, 70, 4, -20)","[191.7052106658063, 0, 71]"
"(-10, 70, 5, 150)","[12.394710276079888, 0, 1]"
"(-10, 70, 6, 140)","[11.84519218121787, 0, 1]"
"(-20, 60, 7, 130)","[10.853353875568262, 0, 1]"
"(-20, 50, 8, 130)","[9.063161279997955, 0, 1]"
"(-20, 40, 9, 120)","[5.83199999999903, 0, 1]"
"(-30, 30, 10, 110)","[-583.1999999999031, 0, 1]"
"(-30, 20, 10, 100)","[-503.23767509969207, 0, 1]"
"(100, -70, 6, 0)","[180.98566304056288, 0, 51]"
"(30, 240, 0, 0)","[-803.9518949839533, -842.0008872106899, 4]"
"(-41, 60, -6, 100)","[106.79044241413638, 0, 7]"
"(-45, 60, -5, 100)","[129.79154053243377, 0, 3]"
"(-49, 70, -4, 110)","[191.87806963086814, 0, 9]"
"(-43, 80, -7, 50)","[194.15070628277454, 0, 114]"
"(-10, 90, 0, 70)","[191.73291236787625, 0, 47]"
"(-10, 90, 1, 70)","[191.95558782718365, 0, 30]"
"(-20, 90, 2, 70)","[190.0077558366639, 0, 19]"
"(-30, 70, 6, 50)","[191.9983360183376, 0, 30]"
"(70, 150, -2, 0)","[-194.97190035966153, -1036.943631652799, 117]"
"(-47, 50, 7, 130)","[195.67389544808208, 0, 29]"
"(-43, 80, 0, 70)","[177.8617570841367, 0, 8]"
"(-47, 80, 1, 70)","[185.08347676499747, 0, 8]"
"(100, 70, 2, 0)","[186.55908600784056, 0, 5]"
"(-10, 60, -8, 170)","[172.60219457456432, 0, 80]"
"(-45, 70, -1, 50)","[128.70120299972288, 0, 3]"
"(-49, 70, 0, 50)","[163.50591041821139, 0, 3]"
"(-41, 40, -9, 30)","[58.23153085704672, 0, 4]"
"(-45, 50, -8, 40)","[83.96276341063758, 0, 2]"
"(-49, 60, -7, 50)","[149.02623862181807, 0, 3]"
"(100, 10, 2, 0)","[192.97554813654432, 0, 51]"
"(-47, 40, 8, 120)","[195.58960855124423, 0, 110]"
"(-20, 60, -8, -30)","[193.6076707447915, 0, 33]"
"(60, 170, 9, 0)","[121.02269661302026, -1205.5673612778962, 273]"
"(-43, 70, -7, 180)","[-190.67143314639674, -461.8333477401984, 13]"
"(80, 240, -9, 0)","[9.14802785110503, 0, 5]"
"(70, 240, -8, 0)","[-37.659612097067296, -321.93928026086144, 10]"
"(70, 240, -7, 0)","[-12.913983724611224, 0, 5]"
"(60, 240, -5, 0)","[-99.86987804390404, -590.8616803205123, 13]"
"(60, 240, -4, 0)","[-73.03368162310578, -99.17714997565211, 11]"
"(50, 240, -3, 0)","[-258.8139503666619, -716.4782182397674, 9]"
"(50, 240, -2, 0)","[-11.183920818502001, -121.68800100061749, 4]"
"(40, 240, -1, 0)","[-178.33337634347646, -1201.9027388270445, 9]"
"(40, 240, 0, 0)","[-320.7707810631973, -693.4359500349367, 6]"
"(40, 240, 1, 0)","[-837.0139802913571, -856.5155129932028, 6]"
"(30, 240, 2, 0)","[-972.5242054734467, -1141.6476095527776, 4]"
"(30, 240, 3, 0)","[-580.4799999999021, -308.93293059885696, 2]"
"(20, 240, 4, 0)","[115.72244558927206, 0, 1]"
"(-10, 70, 5, 110)","[34.709199334223015, 0, 3]"
"(-20, 50, 8, 90)","[29.089830954382883, 0, 3]"
"(-30, 30, 10, 70)","[-548.2795641726574, 0, 3]"
"(-40, 40, -8, 70)","[194.60802153553732, 0, 75]"
"(-43, 40, -7, 80)","[62.391259364864666, 0, 1]"
"(-47, 50, -6, 90)","[146.85538678700695, 0, 2]"
"(-43, 60, 6, 150)","[185.4193459930288, 0, 10]"
"(-47, 50, 7, 140)","[195.19547992631618, 0, 14]"
"(100, 130, 8, 0)","[195.26535294806155, 0, 99]"
"(-40, 60, -9, 120)","[97.27724678936653, 0, 126]"
"(-43, 70, -8, 130)","[60.83591804810049, 0, 3]"
"(-47, 70, -7, 140)","[-81.65222768747357, -429.54715832773445, 12]"
"(-47, 60, 3, 30)","[190.30646395836328, 0, 8]"
"(-20, 60, -4, -60)","[104.87350150275307, 0, 4]"
"(-43, 60, 4, -60)","[84.25837913438826, 0, 5]"
"(-41, 50, -8, -20)","[95.76567727424433, 0, 4]"
"(-45, 50, -7, -20)","[164.5560697906514, 0, 5]"
"(-49, 60, -6, -10)","[189.92721499697043, 0, 7]"
"(-47, 60, -7, 180)","[-393.06018691888687, -685.8579792155942, 21]"
"(-30, 60, -8, 10)","[149.47354805907761, 0, 3]"
"(-45, 80, -4, 30)","[168.16318194661991, 0, 4]"
"(-45, 70, 5, 100)","[188.97004598424593, 0, 10]"
"(-40, 10, 9, 50)","[115.56291121490175, 0, 1]"
"(-41, 40, 8, 110)","[41.9946959339211, 0, 1]"
"(-45, 30, 9, 100)","[65.77329600344521, 0, 1]"
"(-49, 20, 10, 90)","[108.97632233654623, 0, 1]"
"(-43, 80, 0, 170)","[86.43152840968115, 0, 3]"
"(30, 130, 8, 0)","[-883.8589077653681, -1263.6906848609792, 114]"
"(-20, 20, 5, 80)","[-579.0399999999017, 86.25317429100494, 2]"
"(-10, 30, 2, 90)","[137.0731318578175, 0, 3]"
"(-41, 70, -2, 130)","[50.12029184197989, 0, 2]"
"(-45, 70, -1, 130)","[77.69502364241434, 0, 2]"
"(-49, 70, 0, 130)","[124.71361363092898, 0, 2]"
"(-41, 60, -7, 100)","[132.80456603433842, 0, 10]"
"(-49, 70, -5, 110)","[182.10373964653726, 0, 9]"
"(-45, 50, 7, 100)","[117.61527681162913, 0, 4]"
"(-49, 40, 8, 90)","[183.32923305103773, 0, 4]"
"(-43, 40, -8, 50)","[194.44710353073685, 0, 51]"
"(-10, 90, 1, -10)","[106.23313494388668, 0, 7]"
"(-30, 70, 6, -30)","[114.86915064756175, 0, 7]"
"(-20, 90, -3, -30)","[188.9164992224238, 0, 81]"
"(-40, 90, 2, -30)","[189.79498250665745, 0, 81]"
"(30, 110, 6, 0)","[195.19055644236437, 0, 303]"
"(-10, 30, 2, -20)","[91.96445620376095, 0, 1]"
"(-41, 70, -2, 20)","[45.02560776818176, 0, 3]"
"(-45, 70, -1, 20)","[65.05372195193735, 0, 1]"
"(-49, 70, 0, 20)","[107.83237139021821, 0, 1]"
"(20, 100, 8, 0)","[194.61003708811143, 0, 205]"
"(-20, 50, -9, 170)","[139.4511437648421, 0, 212]"
"(-20, 60, -8, 180)","[149.54480902716438, 0, 453]"
"(-30, 70, -6, 180)","[131.57847369193018, 0, 365]"
"(-10, 30, 5, 0)","[195.4296816967926, 0, 48]"
"(-20, 30, -9, 0)","[195.74324514449648, 0, 16]"
"(-20, 40, -8, 10)","[196.81742373028894, 0, 42]"
"(-30, 50, -6, 20)","[181.03884323712813, 0, 6]"
"(-40, 60, -4, 30)","[195.9565375906161, 0, 16]"
"(-30, 50, -9, 130)","[95.52049442283915, 0, 200]"
"(-47, 80, -4, 160)","[41.2685119043908, 0, 196]"
"(-10, 70, 6, 100)","[25.069525027480427, 0, 1]"
"(-20, 40, 9, 80)","[5.785599999999016, 0, 1]"
"(-30, 20, 10, 60)","[-470.47566456241145, 0, 1]"
"(-10, 60, -2, 150)","[99.05299781677834, 0, 12]"
"(-20, 60, 1, 150)","[49.47514914950061, 0, 38]"
"(-40, 40, 6, 130)","[-295.84171602466733, -630.0290401557804, 32]"
"(-43, 60, -9, 130)","[-12.234279987634096, 0, 3]"
"(-47, 70, -8, 130)","[58.834257282525286, 0, 4]"
"(-41, 40, 6, 90)","[166.73650933831374, 0, 3]"
"(-43, 90, -6, 170)","[-34.24368706141836, -88.81494641513378, 7]"
"(-10, 70, 2, 140)","[80.44236066359339, 0, 91]"
"(-49, 60, -5, 90)","[127.70701470594523, 0, 2]"
"(-10, 30, 5, 60)","[181.441858800581, 0, 35]"
"(-20, 30, -9, 60)","[195.85278629772282, 0, 24]"
"(-20, 40, -8, 70)","[195.79237423461242, 0, 29]"
"(-40, 60, -4, 90)","[195.65710760702342, 0, 24]"
"(-20, 40, 7, 150)","[-229.247866057934, -276.98513018398336, 29]"
"(-43, 60, -5, 180)","[-25.193727777118724, -399.0607011347668, 9]"
"(40, -50, -3, 0)","[-1132.6124988107804, -1296.1068174618981, 7]"
"(-41, 60, -7, -40)","[64.79971231491302, 0, 2]"
"(-45, 60, -6, -40)","[138.25120281672693, 0, 6]"
"(-49, 70, -5, -30)","[138.14454403446595, 0, 3]"
"(-10, 50, -9, 150)","[179.77400625353596, 0, 34]"
"(-20, 30, 4, 170)","[-194.6841031179977, -198.9485776575294, 7]"
"(40, 180, 9, 0)","[-584.0857899347686, -1104.1111360701093, 11]"
"(40, 170, 10, 0)","[-739.5151819049235, -739.4657430995951, 6]"
"(-41, 80, -7, 60)","[52.55949327805065, 0, 2]"
"(-45, 80, -6, 60)","[112.77514589434426, 0, 5]"
"(-49, 90, -5, 70)","[142.4372072282187, 0, 3]"
"(-30, 60, -9, 140)","[31.656361353317777, -131.42324368612506, 35]"
"(-40, 80, -6, 160)","[41.41701596491039, 0, 43]"
"(-47, 90, -4, 170)","[-33.80437262425249, -610.3957575847123, 31]"
"(-10, 30, 7, 120)","[-576.9599999999011, 0, 1]"
"(-10, 20, 8, 110)","[-576.9599999999011, 0, 1]"
"(-20, 20, 9, 100)","[114.7448576388624, 0, 1]"
"(-47, 70, -6, 170)","[-199.94761635539317, -602.7944797623138, 7]"
"(-10, 60, -4, -70)","[151.94903399595933, 0, 31]"
"(-10, 60, -3, -70)","[83.008866963294, 0, 5]"
"(-30, 60, 2, -70)","[95.45656926693664, 0, 5]"
"(-40, 60, 3, -70)","[146.190141853397, 0, 31]"
"(100, -100, 8, 0)","[162.20014347252857, 0, 19]"
"(-41, 30, 9, 100)","[-576.479999999901, 3.4544385407982787, 2]"
"(-45, 20, 10, 90)","[-489.1603806023685, 0, 1]"
"(-41, 70, -2, 40)","[155.41698242691717, 0, 6]"
"(-45, 70, -1, 40)","[179.66363740295031, 0, 7]"
"(-49, 70, 0, 40)","[191.48055355970308, 0, 7]"
"(-43, 50, -8, 10)","[180.54184018012577, 0, 18]"
"(20, 170, -2, 0)","[114.88352453878609, 0, 1]"
"(-43, 60, -8, 140)","[-114.81418237213478, -493.8525399391153, 34]"
"(-43, 60, 4, -30)","[187.77526695483442, 0, 21]"
"(-43, 80, 0, 150)","[194.57750117869745, 0, 58]"
"(-47, 80, 1, 150)","[193.0915636430631, 0, 70]"
"(-10, 90, 0, 130)","[155.65988119928707, 0, 35]"
"(-10, 90, 1, 130)","[151.18813308106428, 0, 15]"
"(-20, 90, 2, 130)","[148.17124618388928, 0, 12]"
"(-20, 80, 4, 120)","[167.66580794113625, 0, 24]"
"(-30, 70, 6, 110)","[175.4758975801413, 0, 15]"
"(-43, 60, -5, -30)","[191.26119074740907, 0, 121]"
"(-40, 70, -7, -50)","[190.38850404998163, 0, 35]"
"(-40, 80, -5, -40)","[191.49083286337117, 0, 42]"
"(-41, 80, -6, 60)","[145.40426078639746, 0, 9]"
"(-49, 90, -4, 70)","[187.75038342138149, 0, 7]"
"(-30, 80, 3, 130)","[154.8867272765405, 0, 25]"
"(-47, 50, 8, 100)","[195.20290198523747, 0, 14]"
"(-47, 40, 7, -100)","[67.23125406363084, 0, 2]"
"(-30, 60, -8, 170)","[63.42325149263544, 0, 32]"
"(-47, 70, 2, -10)","[191.00759621635643, 0, 50]"
"(-43, 50, -7, 170)","[-136.78216384789218, -528.0411615868028, 8]"
"(-47, 60, -6, 180)","[-281.43672587249137, -592.1881417875477, 19]"
"(-47, 80, -7, 140)","[46.80167309087514, 0, 2]"
"(-10, 90, 2, 160)","[18.10989107422458, 0, 1]"
"(-20, 80, 3, 150)","[-31.652499026165035, -419.63405439980306, 64]"
"(-40, 50, 8, 120)","[-97.71063811056484, -288.7998979139744, 54]"
"(-47, 30, 8, -100)","[83.66534354093503, 0, 11]"
"(-45, 60, -6, 60)","[177.6792577653981, 0, 15]"
"(-43, 70, 3, 160)","[195.6499239040215, 0, 38]"
"(-10, 30, -9, -40)","[158.44454052112576, 0, 4]"
"(-30, 60, -4, -10)","[158.27629366102667, 0, 4]"
"(-10, 90, 1, 150)","[44.25476820811577, 0, 15]"
"(-30, 70, 6, 130)","[37.78647053125171, 0, 15]"
"(-10, 60, -1, 100)","[195.1517147037139, 0, 41]"
"(-30, 50, 4, 90)","[193.71155037545168, 0, 41]"
"(-20, 60, -1, 170)","[29.57760575602883, 0, 1]"
"(-20, 60, 0, 170)","[43.646710812100636, 0, 1]"
"(-30, 60, 1, 170)","[65.87373410563656, 0, 2]"
"(-40, 50, 4, 160)","[60.475933724404435, 0, 1]"
"(-41, 40, 6, 150)","[90.93625009890488, 0, 2]"
"(-10, 90, 2, 40)","[37.317650019481846, 0, 1]"
"(-47, 10, 10, -30)","[114.57449505748943, 0, 1]"
"(-43, 50, -9, 180)","[-179.48724741402822, -429.71922381126785, 5]"
"(-41, 60, -6, -40)","[63.06556452052966, 0, 2]"
"(-45, 70, -5, -40)","[112.80791467124774, 0, 4]"
"(-49, 70, -4, -30)","[105.81965523173342, 0, 1]"
"(-41, 60, -9, 130)","[22.747176803884106, 0, 1]"
"(-45, 70, -8, 140)","[31.171226415304176, 0, 1]"
"(-49, 70, -7, 150)","[46.613237845371074, 0, 1]"
"(-10, 70, -7, 180)","[180.36220607082214, 0, 56]"
"(-40, 70, 5, 80)","[193.3801277753647, 0, 38]"
"(-43, 60, 7, 60)","[186.81677614152966, 0, 9]"
"(-47, 50, 8, 60)","[195.51746733342256, 0, 15]"
"(-47, 60, -6, 170)","[-250.58740165670537, -483.1318869909384, 21]"
"(-43, 40, 8, 110)","[196.33583531565915, 0, 140]"
"(-47, 30, 9, 100)","[196.1310374113866, 0, 148]"
"(-10, 60, 2, -80)","[156.1523563296728, 0, 26]"
"(-40, 70, -6, -70)","[157.46497438546575, 0, 29]"
"(-43, 70, -5, -70)","[154.6818085102188, 0, 16]"
"(100, -60, -3, 0)","[152.26136445492088, 0, 23]"
"(90, -60, -1, 0)","[118.98142680536253, 0, 22]"
"(70, -70, 4, 0)","[-5.973516366864958, 120.53851508136489, 22]"
"(50, -100, 9, 0)","[-765.8115080649756, -1492.3927224612667, 4]"
"(-10, 90, -1, 170)","[71.89456172225243, 0, 8]"
"(-10, 90, 0, 170)","[-78.43074299892508, -100.79999999989386, 16]"
"(-30, 80, 4, 160)","[-22.00755596129681, 0, 7]"
"(-20, 40, -8, 170)","[160.284107137283, 0, 7]"
"(-43, 80, -4, -40)","[190.09918673699084, 0, 99]"
"(-20, 30, 4, -10)","[197.28728949761765, 0, 70]"
"(-47, 70, -6, 130)","[97.71709867609272, 0, 2]"
"(-30, 60, -5, 140)","[190.70255627412604, 0, 10]"
"(-43, 70, -1, 150)","[189.42307451195143, 0, 10]"
"(-47, 70, 0, 150)","[194.01301433278547, 0, 10]"
"(-10, 80, -3, -10)","[192.69658692657777, 0, 90]"
"(-30, 80, 2, -10)","[190.51622626434147, 0, 90]"
"(-30, 80, 1, -50)","[172.8959602721966, 0, 85]"
"(-43, 60, 6, -70)","[175.17192645641666, 0, 30]"
"(-49, 40, 7, 160)","[184.77668667408773, 0, 6]"
"(-20, 90, 0, 40)","[135.16610494067535, 0, 3]"
"(-40, 70, 5, 30)","[186.64246442894387, 0, 18]"
"(-43, 60, 7, 20)","[171.10988281125645, 0, 9]"
"(-47, 50, 8, 10)","[186.31741844560923, 0, 12]"
"(30, 180, 10, 0)","[-1030.1881236290535, -975.8609438682423, 4]"
"(30, 170, 10, 0)","[-1108.7667973115063, -1072.1408442506374, 8]"
"(20, 160, 10, 0)","[177.94388702152656, 0, 3]"
"(-43, 60, -8, 120)","[72.16431656590663, 0, 8]"
"(-47, 70, -7, 130)","[51.13030605353896, 0, 9]"
"(-30, 70, 5, 140)","[-44.698204967804244, -364.3199999998831, 65]"
"(-43, 30, 10, 100)","[-496.1975629475155, -618.4547502692703, 21]"
"(-49, 70, -4, 130)","[174.61162764873274, 0, 7]"
"(-10, 40, -8, 140)","[185.09108295877195, 0, 39]"
"(-47, 80, -5, 20)","[197.14744701211313, 0, 62]"
"(-10, 30, 2, 10)","[135.5102008486141, 0, 2]"
"(-10, 70, 3, 160)","[30.352271360698975, 0, 1]"
"(-20, 60, 6, 140)","[19.596894103523546, 0, 2]"
"(-30, 50, 7, 140)","[-51.61380319550996, 0, 4]"
"(-30, 40, 8, 130)","[42.97929554268249, 0, 1]"
"(80, 180, -9, 0)","[-551.2140473674265, -1086.081752499263, 46]"
"(-41, 70, -5, -10)","[40.24533250443175, 0, 1]"
"(-45, 70, -4, -10)","[87.97537425715798, 0, 3]"
"(-49, 70, -3, -10)","[180.86345497315, 0, 7]"
"(-45, 80, -5, 170)","[47.2256207730102, 0, 1]"
"(100, 110, -9, 0)","[-47.047837067435225, 0, 3]"
"(-30, 50, 7, 70)","[156.34802582369755, 0, 6]"
"(-41, 60, -8, 70)","[39.60932049518772, 0, 1]"
"(-45, 70, -7, 80)","[86.6493039034809, 0, 3]"
"(-49, 70, -6, 90)","[175.09558963816352, 0, 6]"
"(100, 130, -9, 0)","[-234.8695537932594, -509.47407844235863, 12]"
"(-49, 30, 9, 80)","[166.78910721270822, 0, 3]"
"(-47, 50, 7, -30)","[181.20493342809564, 0, 142]"
"(70, -60, -1, 0)","[161.95334314846315, 0, 88]"
"(-30, 70, -9, 150)","[-475.56121198608264, -730.0206379820763, 11]"
"(-40, 90, -6, 170)","[-730.7133888042455, -765.2787199998863, 5]"
"(-43, 100, -5, 180)","[-570.239999999899, 112.8016997668607, 2]"
"(-47, 100, -4, 180)","[-553.3870606590003, 0, 1]"
"(-10, 50, -6, -10)","[194.16856615761486, 0, 24]"
"(-47, 50, 5, -10)","[190.79514182252862, 0, 24]"
"(-47, 50, 7, -90)","[157.94119688272832, 0, 14]"
"(-43, 50, -9, 110)","[0.1693378526158007, -320.6399999998849, 16]"
"(-47, 60, -8, 110)","[142.09687533491066, 0, 32]"
"(-49, 70, -3, -20)","[122.64056836891083, 0, 2]"
"(20, -30, -1, 0)","[113.43831926544645, 0, 1]"
"(-20, 60, 5, 180)","[18.845090010086466, 0, 1]"
"(-40, 40, -9, 170)","[-62.18465405409299, -270.9842800124075, 22]"
"(-40, 50, -8, 180)","[-20.262141176934072, 0, 12]"
"(20, -90, 5, 0)","[113.47584039174028, 0, 1]"
"(-40, 20, 9, 120)","[-569.2799999998988, -50.27537214090005, 7]"
"(-43, 10, 10, 110)","[113.41347153581947, 0, 1]"
"(-43, 60, -6, -60)","[186.74479159899806, 0, 56]"
"(-10, 90, -1, 80)","[191.48031849382366, 0, 32]"
"(-20, 90, 1, 80)","[192.8596706295251, 0, 24]"
"(-30, 80, 4, 70)","[191.60683800439892, 0, 32]"
"(-40, 70, 6, 60)","[189.6302541447913, 0, 24]"
"(-41, 80, -2, 30)","[159.1475216720836, 0, 7]"
"(-45, 80, -1, 30)","[178.72158438189103, 0, 7]"
"(-49, 80, 0, 30)","[191.47967580130944, 0, 7]"
"(-10, 50, -7, 170)","[179.88015596988188, 0, 47]"
"(-47, 40, -9, -80)","[186.72698205515127, 0, 49]"
"(-47, 70, 5, -40)","[189.28740614791477, 0, 201]"
"(20, 160, -4, 0)","[113.37507304337615, 0, 1]"
"(-45, 70, 6, 30)","[191.10543603482438, 0, 14]"
"(-43, 50, -8, 140)","[-113.07379482758917, -504.7867949261562, 61]"
"(-41, 70, -5, 160)","[76.99000266578628, 0, 8]"
"(-45, 70, -4, 160)","[95.03768029820593, 0, 6]"
"(-45, 60, 3, 10)","[77.58763701294869, 0, 1]"
"(-43, 70, 1, 20)","[193.48832330978192, 0, 41]"
"(-47, 70, -7, 170)","[-340.8973637392112, -600.7884795467248, 5]"
"(-47, 70, 2, -30)","[186.18832185747004, 0, 35]"
"(-43, 80, -6, 180)","[-138.954989836931, -310.48578825121393, 14]"
"(50, 240, -9, 0)","[-657.1235017248164, -762.124485408718, 24]"
"(40, 300, -8, 0)","[-211.08433497156238, -446.71999999987975, 4]"
"(30, 300, -7, 0)","[-567.9999999998984, -371.1839426053713, 2]"
"(30, 300, -6, 0)","[-1011.4339748533223, -1149.0293769147245, 6]"
"(20, 300, -5, 0)","[143.64449228174263, 0, 2]"
"(-47, 60, 6, -70)","[179.44605546461432, 0, 53]"
"(-40, 90, -3, 110)","[196.0179001715367, 0, 90]"
"(-43, 30, 10, -10)","[-466.46255968223016, 0, 3]"
"(100, -10, -9, 0)","[128.81033404036543, 0, 2]"
"(-20, 50, 3, 170)","[-215.28797465186906, -354.03667651137454, 22]"
"(-43, 70, 1, 70)","[196.4522164638879, 0, 55]"
"(-43, 80, 4, -40)","[188.4684520777647, 0, 55]"
"(30, -70, 1, 0)","[-1406.817458645785, -1670.0582100959618, 8]"
"(-10, 80, -1, 170)","[20.05960325500976, 0, 57]"
"(-30, 70, 4, 160)","[-186.40118756200033, -411.0776518495257, 54]"
