A,B 
"(-43, 50, 7, 150)","[199.58627155255533, 0, 2615]"
"(-47, 40, 8, 150)","[199.0674915792867, 0, 2308]"
"(100, 140, 9, 0)","[199.72968803809022, 0, 2206]"
"(-43, 70, -3, -30)","[199.14152575121696, 0, 916]"
"(-47, 80, -2, -30)","[199.25945240888112, 0, 465]"
"(-43, 40, -8, 70)","[198.85795105053774, 0, 621]"
"(100, 80, -6, 0)","[198.50811710963234, 0, 726]"
"(-47, 40, 8, 0)","[199.89561297834285, 0, 2326]"
"(100, -10, 9, 0)","[199.75880545084544, 0, 2209]"
"(-20, 60, 2, -30)","[199.55649683978203, 0, 1307]"
"(-43, 50, -8, -50)","[199.74062255574952, 0, 801]"
"(-47, 50, -7, -40)","[199.7468338088721, 0, 870]"
"(-43, 70, -5, 20)","[199.82210465643587, 0, 528]"
"(-47, 70, -4, 30)","[199.86419982446873, 0, 1831]"
"(-45, 30, 8, 150)","[199.12969650363218, 0, 14]"
"(-49, 20, 9, 140)","[199.00819766103913, 0, 12]"
"(-30, 70, -7, 10)","[199.70172868277504, 0, 1095]"
"(-47, 90, -2, 30)","[199.64743657433672, 0, 504]"
"(-43, 60, -7, 60)","[197.30332565753017, 0, 731]"
"(-10, 50, 4, -60)","[199.68015870036024, 0, 748]"
"(-41, 60, -5, -40)","[180.24002931377413, 0, 2]"
"(-45, 70, -4, -40)","[199.0083211195383, 0, 6]"
"(-49, 70, -3, -40)","[199.50432471829566, 0, 5]"
"(-47, 70, -3, -20)","[199.66493551623535, 0, 1543]"
"(-10, 70, -1, -20)","[199.3863914715875, 0, 506]"
"(-30, 60, 4, -30)","[199.42797281269867, 0, 506]"
"(-40, 40, 7, -50)","[199.54015538456827, 0, 1412]"
"(-43, 30, 8, -60)","[199.30258644578794, 0, 37]"
"(40, 150, 4, 0)","[-1223.242494401092, -3030.844676441318, 51]"
"(-30, 50, -7, 120)","[198.20838895425464, 0, 223]"
"(-40, 70, -5, 130)","[198.65486635963956, 0, 357]"
"(-49, 70, -2, 140)","[193.39161042580645, 0, 3]"
"(90, 140, 0, 0)","[197.359497338864, 0, 454]"
"(80, 140, 1, 0)","[198.68185361878517, 0, 571]"
"(60, 120, 6, 0)","[198.47547066114154, 0, 571]"
"(-43, 50, -6, 30)","[197.96596347647704, 0, 648]"
"(-47, 60, -5, 30)","[199.86036502727666, 0, 805]"
"(20, 90, -7, 0)","[-2177.323517861944, -841.8693394476353, 7]"
"(-43, 80, 0, 0)","[199.43720161499456, 0, 1368]"
"(-47, 80, 1, 0)","[199.4072020230193, 0, 1139]"
"(-43, 80, 0, 50)","[199.67545169814557, 0, 2183]"
"(-47, 80, 1, 50)","[199.7948180401638, 0, 1812]"
"(-43, 50, -8, 10)","[199.388930465385, 0, 957]"
"(-43, 70, -5, 0)","[199.11938278332576, 0, 2275]"
"(-47, 70, -4, 0)","[199.07822534276573, 0, 2297]"
"(100, 120, 7, 0)","[199.86071865180432, 0, 2225]"
"(-43, 80, -1, 60)","[199.8382738675533, 0, 2064]"
"(-47, 80, 0, 60)","[199.83209875273081, 0, 2064]"
"(20, 160, 4, 0)","[170.81040102825085, 0, 1]"
"(-30, 60, -5, -30)","[199.65634176725297, 0, 562]"
"(-43, 70, -1, -20)","[199.43874720117498, 0, 8]"
"(-47, 70, 0, -20)","[199.52630184978966, 0, 8]"
"(-43, 80, 0, 10)","[198.95069363394032, 0, 1693]"
"(-47, 80, 1, 10)","[198.81402641587522, 0, 1544]"
"(60, 160, 0, 0)","[-872.0220937149311, -1849.4099283513274, 100]"
"(-47, 80, -3, 20)","[199.61804953530782, 0, 306]"
"(-47, 90, -8, 120)","[-80.720212109775, 0, 1]"
"(100, 180, 5, 0)","[197.72118624522633, 0, 304]"
"(-47, 60, -8, 10)","[199.73779514779193, 0, 63]"
"(-10, 60, 4, 110)","[198.45484916208983, 0, 28]"
"(-10, 60, 5, 110)","[21.13974417401, 0, 1]"
"(-20, 50, 6, 100)","[197.9968334816269, 0, 68]"
"(-20, 40, 7, 100)","[197.36719498340153, 0, 19]"
"(-20, 40, 8, 90)","[-855.0900000000382, 59.953584746182216, 2]"
"(-30, 30, 9, 80)","[-855.0900000000382, 137.41799005157281, 2]"
"(-30, 20, 10, 70)","[170.67752672078166, 0, 1]"
"(-47, 80, -3, 50)","[199.80521659446777, 0, 441]"
"(-41, 70, 0, -30)","[112.73855854661966, 0, 1]"
"(-45, 70, 1, -30)","[128.2666702942582, 0, 1]"
"(-49, 70, 2, -30)","[147.38340396089822, 0, 1]"
"(-47, 70, -1, 90)","[197.8299820214811, 0, 1140]"
"(-43, 60, -5, 80)","[196.6425168431161, 0, 473]"
"(-43, 70, -5, 140)","[191.03313432764824, 0, 67]"
"(80, 150, -2, 0)","[182.77704898872307, -1463.5125240723225, 401]"
"(-10, 30, 6, -70)","[-824.9956010185294, 158.10716810670164, 4]"
"(-30, 40, -7, -50)","[152.96335994866857, 0, 2]"
"(-30, 50, -6, -40)","[191.49902206345084, 0, 4]"
"(-40, 60, -5, -40)","[199.50241886849756, 0, 1276]"
"(-40, 60, -3, -30)","[166.28877526364943, 0, 2]"
"(-43, 60, -2, -30)","[176.11694022002047, 0, 2]"
"(-47, 70, -1, -30)","[199.3570230235741, 0, 603]"
"(-43, 70, -1, 140)","[198.21274495838077, 0, 24]"
"(-47, 70, 0, 140)","[198.15321347350988, 0, 24]"
"(100, 130, 1, 0)","[197.4199290821213, 0, 626]"
"(-45, 70, 3, 150)","[198.09376681080295, 0, 11]"
"(-49, 70, 4, 150)","[195.8042695769252, 0, 11]"
"(100, 150, -9, 0)","[-684.9694536718328, -1180.7656618156104, 12]"
"(80, 180, -4, 0)","[-876.3806092212925, -1130.9593074958323, 532]"
"(70, 180, -2, 0)","[-1000.03357110361, -1661.0517532291487, 311]"
"(-20, 40, 6, 0)","[199.84348454671365, 0, 1901]"
"(-43, 70, -5, 30)","[199.80256313785742, 0, 1479]"
"(-30, 70, -5, 90)","[199.77057261857064, 0, 2444]"
"(-43, 80, -1, 100)","[199.6440138916879, 0, 1095]"
"(-47, 80, 0, 100)","[199.62937842938675, 0, 1095]"
"(-30, 90, -1, 30)","[199.90488655420455, 0, 1470]"
"(-41, 80, 4, 20)","[199.75277651193795, 0, 15]"
"(-49, 70, 6, 0)","[199.68957301453025, 0, 14]"
"(-49, 70, -3, 100)","[170.03613838228887, 0, 2]"
"(-47, 40, 7, -70)","[199.3910864892286, 0, 34]"
"(-47, 70, -2, 110)","[198.0636820916864, 0, 270]"
"(-49, 80, -3, 140)","[196.5531581079316, 0, 6]"
"(-43, 80, -1, 130)","[197.5234039654118, 0, 877]"
"(-47, 80, 0, 130)","[197.46412556065277, 0, 877]"
"(-49, 40, 8, 130)","[198.44598444756218, 0, 28]"
"(-41, 60, -5, 10)","[198.8238871005388, 0, 5]"
"(-45, 70, -4, 20)","[197.00253912922386, 0, 5]"
"(50, -10, 8, 0)","[198.16360718401705, 0, 506]"
"(-10, 80, -1, -50)","[198.9156778281558, 0, 250]"
"(-20, 80, 1, -50)","[195.87334114133193, 0, 256]"
"(-30, 70, 4, -60)","[199.35904111194014, 0, 250]"
"(-40, 60, 6, -70)","[193.1798049045033, 0, 256]"
"(-43, 30, 9, -90)","[52.23311756312913, 0, 1]"
"(-47, 20, 10, -100)","[53.80747272243502, 0, 1]"
"(20, -50, -8, 0)","[199.9658705921949, 0, 13]"
"(-45, 50, 7, 160)","[199.14434428134186, 0, 21]"
"(-47, 70, -5, 80)","[196.29829396077298, 0, 925]"
"(-41, 80, -2, 100)","[-37.17867419210784, 108.28960957427691, 6]"
"(-45, 80, -1, 100)","[-61.00117678365, -163.39365090363228, 4]"
"(-49, 80, 0, 100)","[-87.93555234476757, -542.6837808665371, 2]"
"(30, 160, 4, 0)","[-2682.9366320610366, -2409.084625728249, 5]"
"(-30, 60, -7, -40)","[199.6788092558623, 0, 988]"
"(-45, 70, -3, -20)","[180.1869683026576, 0, 4]"
"(-49, 80, -2, -20)","[199.3284738674638, 0, 5]"
"(-47, 70, -2, 20)","[199.28568846189347, 0, 434]"
"(90, 80, -8, 0)","[199.18314927703148, -438.71834123435286, 454]"
"(80, 100, -5, 0)","[199.02980721508558, -1501.6880817718466, 624]"
"(70, 100, -4, 0)","[199.7107624015988, -1103.1256871768105, 423]"
"(70, 110, -3, 0)","[199.4671852549966, 0, 239]"
"(60, 110, -1, 0)","[198.82209034473595, -1916.8013198928413, 836]"
"(60, 110, 0, 0)","[198.76943619805942, 0, 618]"
"(50, 110, 1, 0)","[199.66625842896352, 0, 314]"
"(50, 110, 2, 0)","[199.224072725512, 0, 239]"
"(40, 100, 3, 0)","[199.66838894805352, 0, 419]"
"(40, 100, 4, 0)","[198.8895557542038, 0, 834]"
"(40, 100, 5, 0)","[199.33206947835583, 0, 252]"
"(30, 90, 6, 0)","[199.68255419218525, 0, 314]"
"(30, 80, 7, 0)","[199.06023287739782, 0, 489]"
"(20, 70, 8, 0)","[199.66836515078666, 0, 419]"
"(20, 70, 9, 0)","[199.6655430684118, 0, 89]"
"(-20, 60, -4, 120)","[199.59689517967246, 0, 34]"
"(-43, 60, 3, 120)","[199.3085425633767, 0, 18]"
"(-47, 60, 4, 110)","[199.4999908761381, 0, 136]"
"(-20, 60, -8, -50)","[199.56303013352442, 0, 798]"
"(-20, 70, -7, -40)","[199.55654205902357, 0, 230]"
"(-30, 80, -5, -30)","[199.4950440535073, 0, 339]"
"(-40, 90, -3, -20)","[199.435957709226, 0, 57]"
"(-40, 90, -2, -20)","[199.38807826780663, 0, 230]"
"(-43, 90, -1, -20)","[199.43976258044697, 0, 337]"
"(-47, 90, 0, -20)","[199.42415121910403, 0, 337]"
"(-20, 50, 4, -90)","[199.45034921371922, 0, 317]"
"(-20, 30, 6, -100)","[-848.492121267869, 199.6716790335976, 495]"
"(-30, 30, 7, -110)","[-650.0488735437775, 199.3428854355035, 89]"
"(-40, 40, -8, -100)","[44.53125002962122, 0, 1]"
"(-40, 40, -7, -90)","[44.329041640636916, 0, 1]"
"(-43, 50, -6, -80)","[44.079953338697884, 0, 1]"
"(-47, 50, -5, -80)","[43.77311650331967, 0, 1]"
"(90, -70, -4, 0)","[199.2889496696167, 0, 262]"
"(80, -70, -2, 0)","[199.12482474064274, 0, 71]"
"(80, -70, -1, 0)","[199.11495065309384, 0, 54]"
"(70, -70, 0, 0)","[-63.66007109691565, 199.11954942798806, 45]"
"(70, -70, 1, 0)","[-148.77575719913582, -187.3843573778603, 37]"
"(60, -70, 2, 0)","[-209.70798374516008, -1014.4402929170951, 9]"
"(60, -70, 3, 0)","[-285.9913783578178, -1209.2801701120254, 12]"
"(60, -80, 4, 0)","[-381.7878350496386, -1030.4339639827233, 6]"
"(50, -80, 5, 0)","[-504.94373699521196, -1037.0068344216945, 9]"
"(50, -90, 6, 0)","[-656.866442140072, -1250.8638419148817, 4]"
"(40, -100, 7, 0)","[-848.773654890918, -1600.9205175396926, 3]"
"(40, -100, 8, 0)","[-1549.526357185221, -1731.1087276864696, 5]"
"(40, -110, 9, 0)","[-1701.3755874295725, -2324.6686953873436, 3]"
"(20, -140, 10, 0)","[170.68181524577466, 0, 1]"
"(-41, 50, 7, 90)","[199.87131830092017, 0, 28]"
"(-10, 40, -9, -80)","[199.66807844138532, 0, 590]"
"(-10, 40, -8, -70)","[89.4654381174241, 0, 1]"
"(-30, 70, -4, -50)","[199.5784144485663, 0, 590]"
"(-49, 70, 3, -50)","[103.16129871049733, 0, 1]"
"(-43, 70, -3, -10)","[199.6411158551507, 0, 854]"
"(-47, 80, -2, -10)","[199.63641542240424, 0, 809]"
"(100, -10, -1, 0)","[199.47401668452824, 0, 626]"
"(-30, 50, -6, 10)","[199.7316757810359, 0, 39]"
"(-43, 70, -2, 20)","[199.74713105536685, 0, 326]"
"(-47, 70, -1, 20)","[199.03729098115525, 0, 31]"
"(-43, 40, -8, 60)","[198.23556731732205, 0, 157]"
"(70, -120, -8, 0)","[-24.474621372882783, -924.2439355553931, 10]"
"(60, -120, -7, 0)","[-15.745035848709946, -1185.6462272836543, 17]"
"(60, -110, -6, 0)","[7.075115208338439, -573.9709074076939, 7]"
"(50, -110, -5, 0)","[-640.0097549635353, -969.1862524419554, 10]"
"(50, -100, -4, 0)","[-647.7312507911047, -2010.9302283249367, 10]"
"(50, -100, -3, 0)","[-507.1895535991939, -1999.3641926826872, 7]"
"(40, -100, -2, 0)","[-362.04026006890524, -3122.0031874857577, 9]"
"(30, -100, 0, 0)","[-2069.7580685517237, -2734.9991558328034, 4]"
"(-45, 50, 7, -40)","[198.5673097545826, 0, 5]"
"(100, 40, -3, 0)","[199.8789311343923, 0, 1149]"
"(-47, 90, -9, 90)","[-132.26082471845186, 0, 1]"
"(60, 130, 0, 0)","[199.579786027365, -1978.2885315680628, 304]"
"(-49, 30, 8, -10)","[199.47142035553546, 0, 7]"
"(-43, 60, -6, 0)","[199.5454997126683, 0, 1292]"
"(-47, 70, -5, 0)","[198.93438557576923, 0, 1366]"
"(-30, 60, -8, 80)","[198.2271093003084, 0, 283]"
"(-30, 70, -7, 90)","[198.83577585501115, 0, 558]"
"(-40, 80, -5, 100)","[197.8524615479492, 0, 769]"
"(-43, 80, -3, 110)","[195.72628632954826, 0, 467]"
"(-47, 90, -2, 110)","[197.1559724955722, 0, 253]"
"(-43, 80, -3, -20)","[199.57853189512798, 0, 364]"
"(-20, 30, -9, 130)","[177.57082337200052, 0, 6]"
"(-40, 60, -4, 160)","[191.55110389564032, 0, 6]"
"(-10, 60, -2, 150)","[198.9227103749817, 0, 153]"
"(-20, 60, 1, 150)","[199.35688026185608, -1185.845609626673, 178]"
"(-40, 40, 6, 130)","[199.31544651806635, -868.0266307947984, 172]"
"(-47, 50, 7, 180)","[198.04866352164794, 0, 329]"
"(-20, 70, 4, 60)","[198.52736050923522, 0, 430]"
"(-47, 50, -7, -20)","[199.725942818369, 0, 263]"
"(100, 60, 2, 0)","[199.85194025977648, 0, 1769]"
"(-47, 80, 2, 100)","[199.83475593702576, 0, 1027]"
"(-41, 80, -2, 20)","[188.04042441523413, 0, 3]"
"(-45, 80, -1, 20)","[192.44764066839193, 0, 3]"
"(-49, 80, 0, 20)","[196.14756761500732, 0, 3]"
"(-47, 40, 7, 100)","[199.87447049764182, 0, 483]"
"(-43, 80, 0, 100)","[199.76271467382116, 0, 1338]"
"(-47, 80, 1, 100)","[199.79289553057026, 0, 1137]"
"(-20, 20, 7, 80)","[-854.2800000000389, 0, 1]"
"(-30, 20, 8, 70)","[170.6727629640091, 0, 1]"
"(-10, 60, -4, -60)","[198.3597884013609, 0, 23]"
"(-30, 60, 3, -60)","[199.60265295975597, 0, 49]"
"(-45, 40, 7, -80)","[164.5106660483248, 0, 4]"
"(-49, 30, 8, -90)","[14.376606313522146, 0, 2]"
"(-47, 80, -9, 110)","[-673.9856029567057, -429.3290010458342, 5]"
"(100, 120, -8, 0)","[72.96939020146486, -1338.4578144583418, 14]"
"(-10, 50, 4, 10)","[199.87826388821927, 0, 1301]"
"(100, 70, 10, 0)","[199.88688806980028, 0, 1247]"
"(-30, 60, -7, -60)","[199.7194872458212, 0, 543]"
"(-40, 80, -3, -40)","[198.1808180239561, 0, 612]"
"(-43, 80, -2, -40)","[199.6957056249783, 0, 331]"
"(-47, 80, -1, -40)","[199.69732891282203, 0, 464]"
"(100, -40, 0, 0)","[199.69296745158817, 0, 205]"
"(90, -40, 2, 0)","[198.44190664381108, 0, 1093]"
"(-41, 50, 6, -10)","[199.2358293617461, 0, 12]"
"(-10, 60, 0, -50)","[199.67900442934337, 0, 1136]"
"(-20, 50, 2, -60)","[199.73176794196104, 0, 959]"
"(-40, 40, -9, -70)","[199.38780352291062, 0, 1456]"
"(100, -40, -4, 0)","[198.90301088391396, 0, 698]"
"(100, 180, 6, 0)","[197.39831001671877, 0, 955]"
"(90, 180, -9, 0)","[-706.0252359100275, -1344.1683713755913, 122]"
"(-10, 20, 6, -100)","[-854.0400000000391, 0, 1]"
"(-10, 20, 7, -110)","[170.5670522991076, 0, 1]"
"(100, -40, -2, 0)","[199.4733970103793, 0, 530]"
"(90, -40, -1, 0)","[199.45218429077514, 0, 1252]"
"(40, -50, -7, 0)","[-1672.3963320992264, -2409.6522842437234, 15]"
"(0, 90, -3, 0)","[199.89275074219097, 0, 8467]"
"(-10, 90, -2, 140)","[199.91486605054627, 0, 2091]"
"(-10, 90, -1, 140)","[199.90948788551535, 0, 1043]"
"(-20, 90, 0, 140)","[199.8833287164354, 0, 4250]"
"(-20, 90, 1, 140)","[199.8979618337747, 0, 2079]"
"(-20, 90, 2, 130)","[199.8933894521677, 0, 590]"
"(-30, 80, 3, 130)","[199.88443966712663, 0, 3488]"
"(-30, 80, 4, 130)","[199.87805933986002, 0, 1043]"
"(-40, 70, 5, 120)","[199.87601794086433, 0, 7495]"
"(-40, 70, 6, 120)","[199.86500876685932, 0, 2079]"
"(-40, 60, 7, 110)","[199.86963490037965, 0, 1186]"
"(-43, 50, 8, 100)","[199.86440205226356, 0, 1197]"
"(-47, 40, 9, 90)","[199.85901227264733, 0, 1207]"
"(-43, 60, -6, 50)","[197.9121883911268, 0, 1862]"
"(-43, 70, -4, -10)","[198.4393927028179, 0, 1310]"
"(-47, 70, -3, 0)","[199.7844691488513, 0, 946]"
"(100, 130, -5, 0)","[191.53124718725337, 0, 299]"
"(100, 0, -3, 0)","[199.00957380153693, 0, 2049]"
"(-47, 70, -7, 40)","[195.98983351559426, 0, 584]"
"(-47, 70, -5, 60)","[197.71914088802168, 0, 1219]"
"(90, 30, -9, 0)","[199.53459110825997, 0, 61]"
"(70, 60, -4, 0)","[197.89746816857757, 0, 276]"
"(-47, 90, -2, 40)","[199.84745661952232, 0, 378]"
"(-47, 90, -9, 100)","[-378.28579394871923, -116.8295410962446, 3]"
"(-41, 40, -8, 20)","[195.2548547771367, 0, 14]"
"(-45, 50, -7, 30)","[196.9009616809485, 0, 11]"
"(-41, 50, -7, 100)","[198.38761627575025, 0, 6]"
"(-20, 80, 2, -40)","[199.49318970053466, 0, 248]"
"(40, -10, -5, 0)","[-1663.495869082279, 0, 1]"
"(-41, 80, 2, -10)","[179.36802558311743, 0, 2]"
"(-43, 40, 8, 70)","[199.88707690354644, 0, 1674]"
"(-47, 70, 2, 160)","[112.95701304186949, 0, 4]"
"(-41, 60, -5, 60)","[190.62910471630218, 0, 3]"
"(-20, 20, 5, -10)","[-853.8000000000393, 199.69963747747374, 43]"
"(-10, 30, 4, -70)","[199.54421547784315, 0, 1092]"
"(-20, 30, -9, -70)","[68.89977802493901, 0, 1]"
"(-30, 50, -6, -50)","[93.40577100850707, 0, 2]"
"(-40, 60, -4, -40)","[62.25983167455982, 0, 1]"
"(-41, 60, -3, -40)","[66.23518311607027, 0, 1]"
"(20, -140, -9, 0)","[170.441407982815, 0, 1]"
"(100, 60, -4, 0)","[198.27644528870553, 0, 1039]"
"(100, 140, 4, 0)","[198.68416466199852, 0, 689]"
"(-40, 60, -8, -20)","[198.90346748833193, 0, 1139]"
"(30, 170, 6, 0)","[-1960.0380553687623, -2255.563849418012, 16]"
"(20, 170, 7, 0)","[195.0167912123052, 0, 2]"
"(-49, 80, -3, -20)","[184.7575319953557, 0, 2]"
"(-41, 80, -2, 80)","[199.08571950518598, 0, 5]"
"(-45, 80, -1, 80)","[199.72167361356065, 0, 8]"
"(-49, 80, 0, 80)","[199.7018080085166, 0, 8]"
"(100, 70, -5, 0)","[197.24593601682324, 0, 746]"
"(30, 60, 3, 0)","[199.70840609596112, 0, 322]"
"(10, 30, 8, 0)","[199.73969116818685, 0, 322]"
"(-47, 70, -7, 20)","[198.8787209199266, 0, 36]"
"(-10, 90, -3, 120)","[199.91353439940602, 0, 1682]"
"(-20, 90, -2, 120)","[199.90738793971082, 0, 3649]"
"(-30, 90, 1, 120)","[199.8976276858155, 0, 2721]"
"(-30, 90, 2, 120)","[199.89434646930357, 0, 1682]"
"(-43, 70, 6, 100)","[199.86246060567407, 0, 1573]"
"(-47, 60, 7, 90)","[199.80364336187478, 0, 2746]"
"(-30, 60, -8, -20)","[198.74360450758167, 0, 8]"
"(-41, 80, -5, 0)","[198.32008313799236, 0, 8]"
"(-30, 60, -5, 150)","[197.6498166603621, 0, 348]"
"(-41, 70, -2, 160)","[194.0834147463941, 0, 4]"
"(-45, 70, -1, 160)","[196.6339531391161, 0, 4]"
"(-49, 70, 0, 160)","[198.30070391908015, 0, 4]"
"(-41, 40, 7, 140)","[199.43939127713264, 0, 18]"
"(-45, 30, 8, 130)","[199.51342415861114, 0, 13]"
"(-47, 80, 1, 20)","[199.75138611564194, 0, 2035]"
"(-47, 40, 7, 80)","[199.8148377925581, 0, 566]"
"(-47, 70, -3, 30)","[199.8278141814005, 0, 1367]"
"(100, 0, 5, 0)","[197.61403469621803, 0, 863]"
"(-10, 40, 3, 140)","[168.59954853787406, 0, 99]"
"(-20, 30, 5, 130)","[-822.6460426614238, 165.48415438543213, 75]"
"(-30, 40, -8, 140)","[174.2960257261461, 0, 2]"
"(-40, 60, -5, 160)","[43.43713206875989, -1111.7993957821864, 19]"
"(90, 170, -1, 0)","[104.43972494589005, 0, 171]"
"(70, 160, 4, 0)","[188.15329452896617, 0, 197]"
"(90, 160, 3, 0)","[197.04168022486445, 0, 486]"
"(-43, 50, -9, 20)","[189.0391312678964, 0, 425]"
"(-47, 60, -8, 30)","[187.7507792963277, 0, 494]"
"(-20, 70, -6, 100)","[199.81819383551692, 0, 517]"
"(-10, 60, -1, 180)","[-609.1717925178854, -920.0500752136641, 24]"
"(-20, 60, 2, 180)","[-1017.9759692107367, -1468.0196344926853, 370]"
"(-20, 50, 3, 180)","[-1196.0282603958865, -1079.9316061538286, 159]"
"(-30, 50, 4, 180)","[-658.3532639271612, -1045.7966836650419, 9]"
"(-30, 40, 5, 180)","[-1350.2860177391024, -1325.554743008875, 29]"
"(-30, 40, 6, 170)","[-1384.0388814313446, -1504.1625412996118, 58]"
"(-40, 30, 7, 160)","[-1737.290873487544, -1494.9724110777242, 38]"
"(-40, 20, 8, 160)","[-851.9825619194826, -964.8396914597203, 10]"
"(-41, 10, 9, 150)","[170.4833183536232, 0, 1]"
"(-43, 80, -2, -10)","[199.4084337802072, 0, 502]"
"(-47, 80, -1, -10)","[199.33953434260354, 0, 542]"
"(-20, 80, 2, 130)","[199.8954810622613, -800.2810766520839, 1403]"
"(-43, 50, 7, 160)","[199.05381694602286, 0, 2138]"
"(-43, 80, -2, 30)","[199.09440012303202, 0, 2004]"
"(100, 80, 8, 0)","[199.85357394532224, 0, 2782]"
"(-10, 30, 6, 10)","[108.45491519908522, 0, 1]"
"(-30, 40, -7, 30)","[199.88214910787624, 0, 136]"
"(-40, 50, -5, 40)","[199.7976294423284, 0, 94]"
"(-43, 60, -2, 50)","[112.07673430737717, 0, 1]"
"(-47, 60, -1, 50)","[127.72353456176981, 0, 1]"
"(20, 130, 7, 0)","[170.46931835279472, 0, 1]"
"(-20, 90, 0, 70)","[199.41247307443427, 0, 4331]"
"(-45, 60, 7, 40)","[199.69939352868158, 0, 32]"
"(-10, 60, 1, -70)","[199.69895551812448, 0, 761]"
"(-20, 50, 2, -70)","[199.65973682602748, 0, 711]"
"(-30, 40, 6, -90)","[199.6205442402451, 0, 761]"
"(-47, 40, -7, -80)","[199.30718373855953, 0, 33]"
"(100, -80, -6, 0)","[199.2916099081899, 0, 144]"
"(90, -70, -5, 0)","[199.28898909597933, 0, 238]"
"(80, -60, -3, 0)","[199.27873398888914, 0, 343]"
"(80, -60, -2, 0)","[199.3622534118405, 0, 522]"
"(80, -60, -1, 0)","[199.713398473962, 0, 740]"
"(70, -60, 0, 0)","[-12.084978882282076, 199.17853558469346, 311]"
"(70, -60, 1, 0)","[199.25352014566545, -1311.229095298, 38]"
"(60, -60, 2, 0)","[-478.8610506751241, -435.340432331107, 9]"
"(60, -70, 4, 0)","[0.11027759538912285, -764.1237709503586, 6]"
"(50, -80, 6, 0)","[-852.7153153391448, -1210.4074910123495, 4]"
"(40, -90, 7, 0)","[-1388.040712975915, -1586.5361653792434, 5]"
"(-49, 70, -5, 130)","[198.29183429996743, 0, 12]"
"(-30, 30, -9, 10)","[199.6766425544079, 0, 47]"
"(-40, 40, -7, 30)","[198.1775021249016, 0, 144]"
"(-43, 60, -4, 40)","[199.70061218532902, 0, 43]"
"(-47, 60, -3, 50)","[199.75467228145024, 0, 6]"
"(-10, 90, -2, 30)","[199.88203525725925, 0, 902]"
"(-41, 70, 6, 10)","[199.89176596867097, 0, 9]"
"(-45, 70, -3, 70)","[195.7730225529652, 0, 5]"
"(-40, 30, 9, 40)","[-853.2000000000398, 198.4516020330756, 534]"
"(-43, 20, 10, 30)","[-853.2000000000398, 0, 1]"
"(-47, 10, 10, 20)","[169.97987504134184, 0, 1]"
"(-49, 70, -3, 120)","[192.0492349132624, 0, 3]"
"(-41, 70, 0, 140)","[8.5314000000004, 0, 1]"
"(40, 160, 5, 0)","[-1518.415025038877, -2133.7771979158165, 58]"
"(30, 150, 7, 0)","[-1997.9008991261999, -1801.1118003391239, 30]"
"(20, 140, 8, 0)","[170.42659425872236, 0, 1]"
"(-49, 90, -9, 120)","[-249.67577413630207, -198.99098414693546, 3]"
"(80, 150, -4, 0)","[-510.3097884848717, -1521.1864871023738, 166]"
"(-47, 30, 9, 20)","[199.9054849812029, 0, 1868]"
"(100, 10, 10, 0)","[199.7531363706636, 0, 1183]"
"(-43, 80, -3, 90)","[199.1864342684371, 0, 471]"
"(-47, 80, -2, 90)","[198.80322511666031, 0, 977]"
"(-49, 70, -8, 10)","[172.74313353275448, 0, 2]"
"(-10, 40, 8, 140)","[9.759986565000144, 0, 2]"
"(-10, 30, 9, 130)","[-853.05000000004, 0, 1]"
"(-10, 20, 10, 120)","[-853.05000000004, 0, 1]"
"(-20, 10, 10, 110)","[194.96560274341658, 0, 2]"
"(-43, 60, -5, -60)","[199.43037603223783, 0, 244]"
"(80, 20, -8, 0)","[199.59116653180646, 0, 543]"
"(100, -10, 10, 0)","[199.60431264023, 0, 577]"
"(-41, 80, -3, 110)","[32.468334636661616, 0, 1]"
"(-43, 70, -2, -30)","[199.40811119475396, 0, 567]"
"(-47, 70, -9, 170)","[-672.68602542982, -1256.7857983179397, 10]"
"(100, 180, -8, 0)","[-567.8018334459414, -1289.9963538649517, 52]"
"(90, 180, -7, 0)","[-713.1964026592166, -1271.441867022631, 160]"
"(90, 180, -6, 0)","[-735.5061774621996, -1337.7854822960373, 223]"
"(60, 240, -6, 0)","[-636.8404168005327, -1371.2950265774057, 25]"
"(50, 240, -5, 0)","[-1328.4941662094357, -1808.1278639982252, 12]"
"(50, 240, -4, 0)","[-748.7105923684412, -1883.2001542903008, 13]"
"(40, 240, -9, 0)","[-1349.831072738075, -2283.3571911758177, 37]"
"(40, 240, -8, 0)","[-1354.4574401351838, -1686.7684035796146, 24]"
"(30, 240, -7, 0)","[-1869.5998125969381, -1787.3095776383304, 7]"
"(20, -110, 10, 0)","[170.30478425994087, 0, 1]"
"(-43, 50, -8, -20)","[199.8043117598605, 0, 914]"
"(100, 40, 2, 0)","[199.20138522491217, 0, 1761]"
"(-41, 30, 9, -20)","[-852.7500000000402, 91.57458059347671, 2]"
"(-45, 20, 10, -30)","[-852.7500000000402, 136.13499749256113, 2]"
"(-49, 10, 10, -40)","[170.29113711315716, 0, 1]"
"(-41, 80, -2, -20)","[197.13789485611792, 0, 4]"
"(-45, 80, -1, -20)","[197.92560057483587, 0, 4]"
"(-49, 80, 0, -20)","[199.14906608449718, 0, 4]"
"(-20, 40, -7, -40)","[161.7558661498772, 0, 2]"
"(-40, 60, -2, -20)","[175.77338121995564, 0, 2]"
